Term,Overlap,Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,ko_symbol,type,gene_number,db
Microtubule Cytoskeleton (GO:0015630),34/342,0.0056630342106385265,2.0467067723528958,17.114612171646844,SLAIN2;SPATA5;HDAC6;RACGAP1;OPA1;KIF3A;TAF1A;MAP4;DNM1L;SPTAN1;CLASP1;ENKD1;CCT2;DYNC1H1;RBM39;MAP2K2;MAP1S;CKAP2;DTNBP1;EML3;DNM2;NISCH;TPX2;CENPF;CLIP1;PSRC1;INCENP;PRC1;MAP7D1;CDK2AP2;MMS19;ANAPC5;GAPDH;MAD1L1,Tra2b,rmats,1040,GO_Cellular_Component_2023
Mitochondrial Inner Membrane (GO:0005743),36/370,0.0056630342106385265,1.9995944366247584,16.695571074600096,MRPS17;SLC25A1;COX16;TAFAZZIN;TAMM41;COX15;SRC;MRPS11;TIMM9;NDUFA10;OMA1;HIGD1A;MRPL33;MRPL55;RCC1L;MRPL4;OPA1;NNT;MPV17;COX10;PTCD3;MRPS26;TIMMDC1;MRPL28;IMMT;NME4;TIMM22;TIMM44;MRPL48;MRPL24;ATAD3A;CLPX;MRPS9;COQ2;NDUFAF6;DAP3,Tra2b,rmats,1040,GO_Cellular_Component_2023
Endoplasmic Reticulum Membrane (GO:0005789),65/801,0.0056630342106385265,1.6507246376811595,13.685300146799364,ABCD4;PI4K2B;VKORC1L1;MCFD2;ANKLE2;ADPGK;PITPNB;PIGP;MIA2;MIA3;AUP1;MAGT1;USE1;POFUT2;SMPD4;DNM1L;SLC37A3;HRAS;CERS5;ALG9;ALG5;ALG3;ATG13;SREBF2;LMBRD1;SOAT1;TMX2;ASPH;TMEM33;HACD1;GRAMD1A;LMAN2L;ATF6B;ZDHHC20;SEL1L;DNAJC25;LMF2;USP19;UBE2J1;CLN3;CYB5R4;RCE1;RAB6A;VTI1B;SEC31A;MPDU1;B3GALNT2;PTPN1;SEC24B;ATP13A1;EDEM1;DTNBP1;MBOAT2;MACO1;YIF1A;KTN1;EXT2;SPCS1;REEP4;CALU;SRPRB;KRAS;COPG1;SEC24C;COPE,Tra2b,rmats,1040,GO_Cellular_Component_2023
Vesicle Coat (GO:0030120),8/37,0.010326810109994939,5.0604116546377975,38.252494858176824,SEC24B;NECAP2;COPG1;SEC24C;EPN1;COPE;SEC31A;EPN2,Tra2b,rmats,1040,GO_Cellular_Component_2023
Cytoplasmic Stress Granule (GO:0010494),12/76,0.010326810109994939,3.4464980544747084,26.042309121304015,TIAL1;FXR1;TIA1;ROCK1;STAU1;CELF1;MCRIP1;FMR1;LARP4B;PUM1;LSM14A;PUM2,Tra2b,rmats,1040,GO_Cellular_Component_2023
Organelle Inner Membrane (GO:0019866),36/398,0.017099843206926226,1.84215623693073,12.877106306246848,SLC25A1;MRPS17;COX16;TAFAZZIN;SRC;TAMM41;COX15;TIMM9;MRPS11;NDUFA10;OMA1;HIGD1A;MRPL33;MRPL55;RCC1L;MRPL4;OPA1;NNT;MPV17;COX10;PTCD3;MRPS26;TIMMDC1;MRPL28;IMMT;TIMM22;NME4;TIMM44;MRPL48;MRPL24;ATAD3A;CLPX;MRPS9;COQ2;NDUFAF6;DAP3,Tra2b,rmats,1040,GO_Cellular_Component_2023
cis-Golgi Network (GO:0005801),10/60,0.017099843206926226,3.6718446601941745,25.460778114138055,IFT20;TRAPPC6A;SCFD1;TRAPPC6B;B3GAT3;GPR108;SLC35C2;ATP2C1;TMED5;BLZF1,Tra2b,rmats,1040,GO_Cellular_Component_2023
Peroxisome (GO:0005777),16/129,0.017981038017283745,2.6060564159292037,17.79868971175226,ABCD4;HSDL2;MAP2K2;ECI2;MUL1;TYSND1;PEX2;MFF;TMEM135;PRDX5;SCP2;PEX3;NBR1;MPV17;DECR2;DNM1L,Tra2b,rmats,1040,GO_Cellular_Component_2023
Nuclear Chromosome (GO:0000228),13/95,0.019774418408508417,2.9141710404445815,19.476501130333606,TOP2A;INO80B;PBRM1;INO80E;NCAPH2;SMC2;TFPT;ING3;BRMS1L;CHEK1;BRD8;SUDS3;BRD4,Tra2b,rmats,1040,GO_Cellular_Component_2023
trans-Golgi Network (GO:0005802),24/241,0.02687635884732065,2.040313509198447,12.910548937082828,PI4K2B;COG8;YIPF1;GPR108;STX8;PCSK7;ATP2C1;PHETA1;SCAMP3;RAB11A;TJAP1;GGA1;CLN3;GOLGA4;TRAPPC6A;SMPD4;HOOK2;AP1G1;TRAPPC6B;PICK1;ARFIP1;CORO7;RAB6A;PLEKHJ1,Tra2b,rmats,1040,GO_Cellular_Component_2023
Coated Vesicle (GO:0030135),11/79,0.034015976928163716,2.969930829474647,17.77859803586158,LMBRD1;DAB2;SEC23IP;LMAN2L;AP1G1;VPS41;TMED1;PHETA1;TMED5;YIF1A;SEC31A,Tra2b,rmats,1040,GO_Cellular_Component_2023
Clathrin Vesicle Coat (GO:0030125),4/12,0.034015976928163716,9.146718146718147,54.546137111712774,NECAP2;SYNRG;EPN1;EPN2,Tra2b,rmats,1040,GO_Cellular_Component_2023
Spindle Microtubule (GO:0005876),10/68,0.034015976928163716,3.164044191496485,18.853315922503963,PSRC1;MAP1S;KIF3A;PRC1;CHMP2A;CHMP7;HAUS2;CLASP1;RAB11A;EML3,Tra2b,rmats,1040,GO_Cellular_Component_2023
Lysosome (GO:0005764),41/503,0.03851786541789832,1.6432406432406432,9.520113840410321,ABCD4;RAMP2;SRC;SLC44A2;SLC66A1;STXBP2;USE1;TIAL1;FLCN;CLN3;PIP4P1;AP5M1;AP1G1;ACP2;DRAM2;SLC37A3;SPG11;VPS16;VTI1B;ANKRD27;PRKCD;HPS4;DNAJC13;ITFG2;TOM1L1;GNPTG;DAB2;LMBRD1;HGS;TMBIM1;VPS41;GNB1;PPT1;OCIAD1;SPNS1;CHMP2A;TPP1;MAN2B1;ATP13A2;CHMP7;SIDT2,Tra2b,rmats,1040,GO_Cellular_Component_2023
P-body (GO:0000932),11/83,0.043538255431496496,2.804340783932621,15.687540226183275,EDC4;PAN2;LSM6;CNOT1;CNOT2;CNOT3;EIF4E2;PUM1;LSM14A;TNRC6A;LSM2,Tra2b,rmats,1040,GO_Cellular_Component_2023
Autophagosome (GO:0005776),11/83,0.043538255431496496,2.804340783932621,15.687540226183275,CLN3;RAB24;NBR1;UBQLN1;CHMP2A;TBC1D14;ATP13A2;AUP1;WIPI2;CHMP7;ATG5,Tra2b,rmats,1040,GO_Cellular_Component_2023
U6 snRNP (GO:0005688),3/7,0.04729116690760678,13.70973963355834,75.06040566769249,LSM7;LSM6;LSM2,Tra2b,rmats,1040,GO_Cellular_Component_2023
RNA Binding (GO:0003723),163/1411,3.672389202866286e-13,2.1685294956779333,76.07216566461304,EIF4A2;TCERG1;TFRC;FMR1;NUDT1;RPL10A;VIRMA;GPATCH8;EIF4ENIF1;PPP1CC;ENDOV;CWC22;NUSAP1;FBRSL1;UBAP2L;MTPAP;HMGN2;AGFG1;RARS2;PNISR;DIMT1;SECISBP2;PUS1;METTL3;CIRBP;ALG13;NOSIP;ZCRB1;JMJD6;SRRM1;ATXN2L;ILF3;RPP21;GEMIN5;PPIG;DUS3L;FKBP3;ANKRD17;AARS2;CSTF2;ZCCHC9;NOLC1;BAZ2A;RTN4;RCC1L;RAD51AP1;FXR1;HNRNPDL;PCBP4;PCBP2;ERI3;HLTF;DND1;SAFB2;KHDC4;UTP20;MAP4;LYAR;ZC3H14;RBM10;MARK2;TIA1;CHTOP;PNPT1;CPSF6;HMGA1;KNOP1;LARP7;PRRC2C;MAGOHB;LSM5;PUM1;PRRC2B;TDRD3;PRRC2A;SRPK1;PUM2;HNRNPM;TBL3;LSM7;EIF5;SON;FUBP3;HNRNPD;NOL10;RNPS1;HNRNPC;LSM14A;RPS24;EIF4G1;TOP2A;RBM25;DDX49;MRPS11;AKAP8L;PSIP1;ZCCHC17;SMG5;SPOUT1;MRPL4;ZC3H7B;UBTF;RBM7;RBM5;NELFE;MRPS26;NCOA5;RBM18;MRPS23;SPATS2;DARS2;DDX51;PPHLN1;TRNAU1AP;PPRC1;SAFB;PTBP2;GNL3;DALRD3;SARS2;PKM;SLTM;NOA1;ESRP1;LUC7L3;TRUB2;POLDIP3;RPL12;SRRT;MAK16;SAMHD1;ADD1;MTHFSD;SCAF8;TCOF1;SRP72;U2AF2;TRA2A;IGF2BP1;RRP36;PTCD3;RBM39;HNRNPA3;MYEF2;YTHDF3;KRR1;ADAT1;RSRC2;TRMT1;TPD52L2;APTX;U2SURP;KTN1;SEC23IP;TNIP1;ZYX;ACIN1;RPL22L1;TARDBP;R3HDM1;TRIM32;R3HDM2;METAP2,Trim71,rmats,1219,GO_Molecular_Function_2023
mRNA Binding (GO:0003729),41/282,6.2970332640704507e-05,2.6775109370266788,41.305976045352,RBM25;POLDIP3;MRPS11;FMR1;CSTF2;TYMS;FXR1;EIF4ENIF1;SCAF8;AUH;PCBP4;DND1;PCBP2;IGF2BP1;RBM5;NELFE;CHTOP;TIA1;MYEF2;CPSF6;YTHDF3;SECISBP2;METTL3;CIRBP;LARP7;PUM1;PTBP2;PUM2;GNL3;ATXN2L;HNRNPM;PKM;FUBP3;ESRP1;GEMIN5;LUC7L3;RNPS1;HNRNPC;TARDBP;LSM14A;EIF4G1,Trim71,rmats,1219,GO_Molecular_Function_2023
Methylation-Dependent Protein Binding (GO:0140034),17/68,8.966834906958031e-5,5.194120909595119,75.80898880607327,KDM5A;SUZ12;KDM4A;MORC3;UHRF1;FMR1;CBX1;LRWD1;TDRD3;ING4;MBTD1;ING3;ZZZ3;MTF2;ZMYND11;HDGFL2;BPTF,Trim71,rmats,1219,GO_Molecular_Function_2023
DNA Binding (GO:0003677),88/846,8.966834906958031e-5,1.8500264785407174,26.604128552793007,TOP2A;KDM5A;SMARCB1;MPG;OGG1;FMR1;PRDM5;HP1BP3;SMC5;SMC6;RBPJ;ENDOV;EXO1;RUVBL2;MLX;DNMT3B;SMARCAD1;RBM5;MEN1;POLG;MORC3;PARP2;SECISBP2;ATRX;DNMT3A;ARID1A;SAFB;SIRT3;ILF3;MAU2;SLTM;MSH3;IRF1;MTF2;ZMYND11;HDAC4;KMT2D;KDM3A;TSG101;WBP2;SRRT;GATA4;PDS5B;SAMHD1;HIF1A;RELA;DEDD2;RAD51AP1;PSMC3IP;TFPT;RNF138;POLD1;PCBP2;HSF1;ZSCAN10;IGF2BP1;SAFB2;RBBP8;PMS2;PATZ1;LYAR;NHEJ1;BPTF;CTC1;SUZ12;SMAD2;TCF7L2;POU2F1;ATAD5;NR1H2;CBX1;HMGA1;APTX;USF1;KLF2;NR2F6;CDK9;CAMSAP3;TFAP4;FUBP3;AUNIP;QRICH1;TAF6;TCF3;TARDBP;RAD18;EZH2;CENPS,Trim71,rmats,1219,GO_Molecular_Function_2023
Methylated Histone Binding (GO:0035064),17/71,1.1207239959322173e-4,4.904772909348616,68.34425059428851,KDM5A;SUZ12;KDM4A;MORC3;UHRF1;FMR1;CBX1;LRWD1;TDRD3;ING4;MBTD1;ING3;ZZZ3;MTF2;ZMYND11;HDGFL2;BPTF,Trim71,rmats,1219,GO_Molecular_Function_2023
Ubiquitin Binding (GO:0043130),17/80,5.435844625481748e-4,4.202070623035682,51.15126720692177,TOP2A;RNF31;USPL1;TSG101;USP16;USP33;FAF2;UCHL3;SHARPIN;HGS;DDI2;MDM2;PLAA;MARCHF7;RBCK1;MAP3K7;TRIM32,Trim71,rmats,1219,GO_Molecular_Function_2023
RNA Polymerase II-specific DNA-binding Transcription Factor Binding (GO:0061629),32/228,8.08250284176563e-4,2.556264291731857,29.70899179793308,HDAC4;TCERG1;HDAC5;SMARCB1;SETD6;BAZ2A;GATA4;RBPJ;HIF1A;RELA;ADD1;MTA1;NRIP1;MLX;RBBP8;DMAP1;GTF2I;SMARCE1;HES6;NCOA2;TCF7L2;TBP;RNF25;DNMT3A;ARID1A;MAD2L2;NCOR1;CREB1;TADA3;TAF6;TCF3;TRIM32,Trim71,rmats,1219,GO_Molecular_Function_2023
mRNA 3'-UTR Binding (GO:0003730),18/93,8.677548866152743e-4,3.7380849292256455,42.679456062160945,TIA1;CPSF1;FMR1;SECISBP2;CIRBP;PUM1;PUM2;FXR1;ILF3;AUH;PCBP4;DND1;EXOSC8;IGF2BP1;GEMIN5;RNPS1;HNRNPC;TARDBP,Trim71,rmats,1219,GO_Molecular_Function_2023
Nuclear Receptor Binding (GO:0016922),19/115,0.004511570460136289,3.0817274305555555,29.7423408248695,SMARCE1;NCOA2;TCF7L2;KDM3A;PRMT2;WBP2;HMGA1;BAZ2A;MED16;ARID1A;HIF1A;FOXP1;MED12;NCOR1;TADA3;NRIP1;MMS19;TRIP12;BRD8,Trim71,rmats,1219,GO_Molecular_Function_2023
Histone Deacetylase Binding (GO:0042826),17/99,0.005900978689145236,3.2251430542591617,29.905449186265688,HDAC4;HDAC5;AKAP8L;SMG5;HDAC6;RELA;USF1;NCOR2;NCOR1;MTA1;TFAP4;BRMS1L;MIER1;SUDS3;ANKRA2;MTA3;RAD9A,Trim71,rmats,1219,GO_Molecular_Function_2023
Transcription Regulatory Region Nucleic Acid Binding (GO:0001067),29/224,0.005900978689145236,2.32274940745529,21.32759574303385,YAP1;KDM5A;HDAC4;KMT2D;RNF10;HDAC5;ATF6B;PRDM5;GATA4;ARID4B;GABPB1;RELA;RBBP5;HSF1;TBL1X;BRD7;GABPA;CDK5RAP2;BRD4;MEN1;TCF7L2;TBP;MTERF3;NFKB1;NCOR1;TFAP4;IRF1;CARM1;TAF2,Trim71,rmats,1219,GO_Molecular_Function_2023
Ubiquitin Protein Ligase Binding (GO:0031625),33/271,0.00623339642183934,2.167865291141752,19.598007638157405,RNF31;TSG101;FAF2;SMC6;AUP1;AMBRA1;UBE2J2;HIF1A;SMG5;RELA;RTN4;HDAC6;UBE2J1;BAG6;CASP8;PRKAR2B;CBS;HLTF;PCBP2;PATZ1;DNM1L;SMAD2;CCT2;KDM4A;CHKB;UBE2B;GLMN;SCAMP3;JKAMP;MDM2;NDUFS2;ANKRA2;RAD18,Trim71,rmats,1219,GO_Molecular_Function_2023
Microtubule Binding (GO:0008017),30/239,0.006713336225626207,2.2420835328630466,19.923189596175966,CEP57;FMR1;HDAC6;KIF15;RACGAP1;HAUS8;NUSAP1;MAP4;DNM1L;CLASP1;CDK5RAP2;MAP4K4;ENKD1;FBXW11;KIF23;MACO1;HAUS6;EML3;EML4;CAMSAP3;HOOK2;REEP4;PRC1;TUBGCP5;TUBGCP6;ARHGEF2;TUBGCP4;KIF20B;GAPDH;CCDC61,Trim71,rmats,1219,GO_Molecular_Function_2023
Ubiquitin-Like Protein Transferase Activity (GO:0019787),30/240,0.006718476734880909,2.231286795626577,19.660185600971026,HDAC4;RNF31;RNF13;UHRF1;KLHL13;ZNRF1;RNF115;SHARPIN;BTRC;ATG5;RANBP2;UBE2F;PIAS3;UBE2B;FBXW11;RNF25;CHFR;RNF146;RNF167;TRAF7;ATG16L1;TTC3;MDM2;UBA3;RNF181;RBCK1;CBLL1;RNF141;TRIM32;FBXL6,Trim71,rmats,1219,GO_Molecular_Function_2023
Ubiquitin-Like Protein Ligase Binding (GO:0044389),34/289,0.007736062341696027,2.0845007032348803,17.929036777365646,RNF31;TSG101;FAF2;SMC6;AUP1;AMBRA1;UBE2J2;HIF1A;SMG5;RELA;RTN4;HDAC6;UBE2J1;BAG6;CASP8;PRKAR2B;CBS;HLTF;PCBP2;PATZ1;DNM1L;SMAD2;CCT2;KDM4A;CHKB;UBE2B;GLMN;SCAMP3;HGS;JKAMP;MDM2;NDUFS2;ANKRA2;RAD18,Trim71,rmats,1219,GO_Molecular_Function_2023
miRNA Binding (GO:0035198),8/29,0.009951166351550233,5.901458849435728,48.89230390745703,PNPT1;ZC3H7B;FMR1;DND1;PUM1;SPOUT1;RBM10;PUM2,Trim71,rmats,1219,GO_Molecular_Function_2023
Acetylation-Dependent Protein Binding (GO:0140033),7/23,0.011112997360013322,6.773669554455446,54.572570199785304,ZZZ3;CARM1;BAZ2A;MLLT1;BRD9;BRD7;BRD4,Trim71,rmats,1219,GO_Molecular_Function_2023
Lysine-Acetylated Histone Binding (GO:0070577),7/23,0.011112997360013322,6.773669554455446,54.572570199785304,ZZZ3;CARM1;BAZ2A;MLLT1;BRD9;BRD7;BRD4,Trim71,rmats,1219,GO_Molecular_Function_2023
Protein-Lysine N-methyltransferase Activity (GO:0016279),11/54,0.011580598112943917,3.9680810103188047,31.59104779754273,SETD5;KMT2D;KMT5C;EHMT2;SETD6;DOT1L;EHMT1;VCPKMT;KMT5A;CAMKMT;EZH2,Trim71,rmats,1219,GO_Molecular_Function_2023
Cysteine-Type Peptidase Activity (GO:0008234),20/144,0.014828969218154749,2.509752750948371,19.231598407385622,USP47;USP48;USPL1;USP16;USP4;USP3;USP33;OTUD7B;UFSP2;UCHL3;USP28;USP19;PAN2;CASP8;ESPL1;CAPN7;USP1;CTSH;ATG4B;RCE1,Trim71,rmats,1219,GO_Molecular_Function_2023
Histone Deacetylase Activity (GO:0004407),6/18,0.014954367610851534,7.736603462489695,58.841010726374165,HDAC4;HDAC5;MIER1;SUDS3;HDAC6;SIRT3,Trim71,rmats,1219,GO_Molecular_Function_2023
Nuclear Receptor Coactivator Activity (GO:0030374),10/50,0.02144131370423554,3.8753101736972706,27.89719178335366,MED12;PSMC3IP;NCOA2;SS18;ENY2;CNOT6;CARM1;HMGA1;BRD8;PPRC1,Trim71,rmats,1219,GO_Molecular_Function_2023
Transcription Corepressor Binding (GO:0001222),9/42,0.022144208681225963,4.225694966190834,30.09536118994237,SUZ12;HDAC5;CTBP2;EHMT2;MTF2;EHMT1;WIZ;HDAC6;EZH2,Trim71,rmats,1219,GO_Molecular_Function_2023
Single-Stranded RNA Binding (GO:0003727),9/43,0.02520521477477542,4.101191054934371,28.470359638023453,FXR1;ENDOV;ILF3;U2AF2;FMR1;PUS1;HNRNPC;RBM7;JMJD6,Trim71,rmats,1219,GO_Molecular_Function_2023
Core Promoter Sequence-Specific DNA Binding (GO:0001046),8/35,0.02520521477477542,4.58855552497171,31.702946860779544,SMARCB1;POU2F1;TBP;RUVBL2;UBTF;BAZ2A;RELA;FOXP1,Trim71,rmats,1219,GO_Molecular_Function_2023
Small GTPase Binding (GO:0031267),24/199,0.02645778063454437,2.135297071129707,14.565746028234392,USP6NL;RANBP2;PLEKHG3;SPHK2;DENND5B;USP33;DOCK7;ARHGEF16;HPS4;TSC2;BRAF;MYO9B;CIB1;CYRIB;STRN3;IFT20;GOLGA4;XPO4;ANKFY1;ARFIP2;RAB3GAP2;ARHGEF2;DNM1L;RAPGEF6,Trim71,rmats,1219,GO_Molecular_Function_2023
Polyubiquitin Modification-Dependent Protein Binding (GO:0031593),10/53,0.027408591700811342,3.604362629118818,24.234428607775055,RNF31;BAG6;SHARPIN;ZFAND6;UBQLN1;OTUD7B;ATRIP;HDAC6;RAD18;UBL7,Trim71,rmats,1219,GO_Molecular_Function_2023
Histone H3 Methyltransferase Activity (GO:0140938),8/36,0.027408591700811342,4.424442609413708,29.696859242946022,KMT2D;SETD5;PRMT2;EHMT2;CARM1;DOT1L;EHMT1;EZH2,Trim71,rmats,1219,GO_Molecular_Function_2023
GTPase Binding (GO:0051020),26/225,0.028332870425594302,2.035036877598386,13.52026136267296,USP6NL;DENND5B;USP33;DOCK7;CIB1;AMBRA1;STRN3;GOLGA4;XPO4;ANKFY1;ARFIP2;DNM1L;RANBP2;PLEKHG3;SPHK2;ARHGEF16;HPS4;TSC2;BRAF;MYO9B;CYRIB;IFT20;ATG16L1;RAB3GAP2;ARHGEF2;RAPGEF6,Trim71,rmats,1219,GO_Molecular_Function_2023
Damaged DNA Binding (GO:0003684),9/45,0.028627214106770084,3.8729338842975207,25.55945022216936,MPG;PARP2;OGG1;POLD1;RBBP8;AUNIP;SMC6;APTX;RAD18,Trim71,rmats,1219,GO_Molecular_Function_2023
Histone Modification (GO:0016570),26/81,2.8777442101778177e-9,7.420193553303361,206.04796178347902,HDAC4;HDAC5;ENY2;MEAF6;HDAC6;ING4;MBTD1;ING3;MTA1;RUVBL2;MIER1;EP400;BRD8;DMAP1;SUDS3;TBL1X;MTA3;KAT14;UBE2B;USP3;GATAD2A;MORF4L1;MRGBP;BRMS1L;CARM1;TADA3,Trim71,rmats,1219,GO_Biological_Process_2023
DNA Metabolic Process (GO:0006259),49/288,9.299193976881571e-8,3.249143511068197,76.67942770290603,TOP2A;MUS81;SMARCB1;OGG1;FMR1;NUDT1;ENDOV;HPF1;EXO1;RUVBL2;SMARCAD1;MEN1;POLG;PARP2;KMT5C;USP3;ATRX;CHD1L;MSH3;UBE2V2;INO80E;DOT1L;PDS5B;TYMS;SAMHD1;RAD51AP1;TFPT;ORC6;ORC1;CBS;ORC3;POLD1;HLTF;EP400;RBBP8;ATRIP;MUTYH;CTC1;TCF7L2;UBE2B;FANCA;FANCC;LRWD1;POLE2;PWWP3A;MMS19;RAD18;CENPS;RAD9A,Trim71,rmats,1219,GO_Biological_Process_2023
Chromatin Remodeling (GO:0006338),42/228,1.1240362403977213e-7,3.5674349768410667,82.00691592346048,KDM5A;HDAC4;HDAC5;INO80E;KDM5C;SMARCB1;HP1BP3;PSIP1;BAZ2A;HDAC6;PRIMPOL;TFPT;HPF1;MTA1;RUVBL2;MIER1;SMARCAD1;BRD9;SUDS3;BRD7;MTA3;BPTF;SMARCE1;SS18;KDM4A;CHTOP;PHF10;PARP2;USP3;GLMN;ATRX;SIRT7;CHD1L;ARID1A;HCFC1;GATAD2A;CDK9;MCM3AP;MTF2;TRIP12;HNRNPC;HDGFL2,Trim71,rmats,1219,GO_Biological_Process_2023
DNA Damage Response (GO:0006974),58/384,1.1240362403977213e-7,2.8280834694017742,64.24602161630985,TOP2A;MUS81;OGG1;FMR1;NUDT1;SMC5;CIB1;SMC6;ENDOV;HPF1;EXO1;TLK2;TRAPPC13;MEN1;USP47;PARP2;KMT5C;USP3;METTL3;PRKCD;ATRX;PPP4R3A;VRK1;SIRT7;CHD1L;FOXP1;MSH3;HDGFL2;YAP1;USP16;STXBP4;DOT1L;HTRA2;PDS5B;SAMHD1;RAD51AP1;RBBP5;POLD1;HLTF;EP400;RBBP8;ATRIP;MAP2K6;MUTYH;UBE2B;CBX1;FANCA;FANCC;USP28;MAD2L2;TTC5;POLE2;PWWP3A;MMS19;TRIP12;RAD18;CENPS;RAD9A,Trim71,rmats,1219,GO_Biological_Process_2023
DNA Repair (GO:0006281),46/291,1.6905156678716091e-6,2.9669467787114847,58.69606543443845,MUS81;POLDIP2;MPG;ABRAXAS1;OGG1;FMR1;DOT1L;NUDT1;CIB1;PDS5B;PRIMPOL;RAD51AP1;ENDOV;HPF1;MTA1;EXO1;POLD1;HLTF;EP400;RBBP8;PMS2;ATRIP;NHEJ1;MEN1;MUTYH;USP47;UBE2B;PARP2;KMT5C;USP3;ATRX;FANCA;FANCC;CHD1L;FANCE;APTX;MAD2L2;MSH3;POLE2;PWWP3A;UBE2V2;MMS19;RAD18;RHNO1;CENPS;RAD9A,Trim71,rmats,1219,GO_Biological_Process_2023
Regulation Of Cell Cycle (GO:0051726),46/298,2.9592702534926273e-6,2.883442265795207,54.82087733939939,ANKRD17;INTS13;INO80E;ANAPC15;ANAPC16;MEAF6;HTRA2;MBTD1;ING4;SDCBP;TFPT;ING3;FIGNL1;RUVBL2;CDC27;EP400;RPRD1B;BRD8;DMAP1;BRD7;KAT14;MEN1;MAP2K6;PHACTR4;NEK9;PNPT1;METTL3;TSC2;PUM1;HCFC1;CDK9;RNF167;MORF4L1;ZZZ3;MRGBP;SON;BIN1;IRF1;TADA3;MDM2;ANAPC5;TAF6;NF2;KIF20B;TARDBP;TRIM32,Trim71,rmats,1219,GO_Biological_Process_2023
Regulation Of mRNA Processing (GO:0050684),14/35,2.9592702534926273e-6,10.378976486860305,196.0271199876249,RBM39;TIA1;LARP7;MAGOHB;SAFB;JMJD6;SRPK1;SRRM1;CDK9;SON;SLTM;CWC22;PAPOLA;SAFB2,Trim71,rmats,1219,GO_Biological_Process_2023
Regulation Of DNA Repair (GO:0006282),27/129,5.60488019957178e-6,4.148021121200158,75.14022025162612,ENY2;INO80E;SMARCB1;MEAF6;MBTD1;TFPT;ING3;PPP4R2;RUVBL2;EP400;USP1;DMAP1;BRD8;BRD7;ATRIP;SMARCE1;PHF10;SIRT7;ARID1A;CDK9;MORF4L1;MRGBP;TADA3;UBE2V2;TAF6;TRIP12;TAF2,Trim71,rmats,1219,GO_Biological_Process_2023
Positive Regulation Of Double-Strand Break Repair (GO:2000781),21/84,7.676082500035177e-6,5.208124652198108,92.09245729177442,SMARCE1;SMARCB1;MEAF6;PHF10;KMT5C;ARID1A;MBTD1;RAD51AP1;MAD2L2;MORF4L1;ING3;MRGBP;RUVBL2;UBE2V2;EP400;MMS19;TRAPPC13;BRD8;DMAP1;BRD7;HDGFL2,Trim71,rmats,1219,GO_Biological_Process_2023
Positive Regulation Of DNA Recombination (GO:0045911),16/51,9.725190469180302e-6,7.123524522028263,123.16401480909447,TFRC;MEAF6;KMT5C;MBTD1;RAD51AP1;MAD2L2;MORF4L1;ING3;MRGBP;RUVBL2;EP400;MMS19;TRAPPC13;BRD8;DMAP1;HDGFL2,Trim71,rmats,1219,GO_Biological_Process_2023
Histone H4 Acetylation (GO:0043967),14/39,9.725190469180302e-6,8.71648132780083,150.3172845381262,NAA40;MEAF6;HCFC1;ING4;MBTD1;MORF4L1;ING3;MRGBP;KANSL2;RUVBL2;EP400;BRD8;DMAP1;OGT,Trim71,rmats,1219,GO_Biological_Process_2023
Chromatin Organization (GO:0006325),41/268,1.3193172830599865e-5,2.8447903188410133,47.943786196763064,KDM5A;HDAC4;HDAC5;INO80E;KDM5C;SMARCB1;EHMT1;PSIP1;BAZ2A;ING4;TFPT;MTA1;RUVBL2;MIER1;SMARCAD1;BRD9;SUDS3;BRD7;HMGN2;MTA3;BPTF;SMARCE1;SS18;KDM4A;CHTOP;PHF10;CBX1;ATRX;CHD1L;LRWD1;ARID1A;SAFB;HCFC1;GATAD2A;ZZZ3;NASP;MTF2;PWWP3A;HNRNPC;HDGFL2;EZH2,Trim71,rmats,1219,GO_Biological_Process_2023
Regulation Of DNA Metabolic Process (GO:0051052),25/124,2.5560319536704008e-5,3.951153071756087,63.660202657536026,ANKRD17;ENY2;INO80E;MEAF6;DSCC1;EHMT2;SMC5;BAZ2A;SMC6;SMG5;ING4;TFPT;RUVBL2;ORC3;USP1;SMARCAD1;ESCO1;THOC1;SIRT7;CDK9;TADA3;UBE2V2;HNRNPD;TAF6;TAF2,Trim71,rmats,1219,GO_Biological_Process_2023
Histone H2A Acetylation (GO:0043968),10/21,3.055827510142718e-5,14.11384314610121,223.83286865406063,MBTD1;MORF4L1;NAA40;ING3;MRGBP;MEAF6;RUVBL2;EP400;BRD8;DMAP1,Trim71,rmats,1219,GO_Biological_Process_2023
Regulation Of Double-Strand Break Repair (GO:2000779),20/88,5.4249975437236885e-5,4.590344895255851,69.84733719235957,SMARCE1;SMARCB1;MEAF6;PHF10;ARID1A;MBTD1;RAD51AP1;MORF4L1;ING3;MRGBP;PPP4R2;RUVBL2;FIGNL1;UBE2V2;EP400;TRIP12;BRD8;DMAP1;BRD7;ATRIP,Trim71,rmats,1219,GO_Biological_Process_2023
Internal Peptidyl-Lysine Acetylation (GO:0018393),13/39,5.6753719883965275e-5,7.775704809286899,117.46356229148873,MEAF6;BAG6;MBTD1;ATAT1;MORF4L1;ING3;MRGBP;RUVBL2;TADA3;EP400;BRD8;DMAP1;KAT14,Trim71,rmats,1219,GO_Biological_Process_2023
