Term,Overlap,Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,ko_symbol,type,gene_number,db
Cell-Substrate Junction (GO:0030055),25/395,0.015556786657673316,2.470099409754582,22.81739303679121,YWHAE;ARF1;TRIOBP;HSP90B1;ICAM1;RPS4X;CSRP1;FLNA;RPL38;PRSS8;SCARF2;KLF11;NPM1;DST;HSPA5;CASK;ENAH;CTNNB1;MYH9;CALR;PABPC1;PFN1;ARHGEF7;CD44;FERMT3,Rbm24,deg,547,GO_Cellular_Component_2023
Focal Adhesion (GO:0005925),24/387,0.015556786657673316,2.413286348624433,20.790734640611806,YWHAE;KLF11;ARF1;NPM1;DST;HSPA5;CASK;TRIOBP;HSP90B1;ICAM1;ENAH;RPS4X;CSRP1;FLNA;CTNNB1;MYH9;RPL38;PRSS8;CALR;PABPC1;PFN1;ARHGEF7;SCARF2;CD44,Rbm24,deg,547,GO_Cellular_Component_2023
Cortical Granule (GO:0060473),3/5,0.015556786657673316,53.63327205882353,458.0876525990483,HEXB;MYH9;CALR,Rbm24,deg,547,GO_Cellular_Component_2023
Actin Cytoskeleton (GO:0015629),21/327,0.0169433598572024,2.49811749794975,20.404744785920915,DHX9;TPM3;MYO5A;CASK;NPM3;SPTB;TRIOBP;ACACA;LIMD2;SLC9A3R1;ACTA1;SAMD14;OPHN1;BIN2;DNAJA3;FSCN1;FLNA;MYH9;TEK;WASF2;FERMT3,Rbm24,deg,547,GO_Cellular_Component_2023
GTPase Binding (GO:0051020),41/225,2.2652318531076186e-5,2.915625387092778,50.17347666766806,USP6NL;BECN1;GARRE1;DENND5B;ARHGAP1;GCC2;CIB1;STK19;ENO1;AMBRA1;C9ORF72;RASIP1;STRN3;AKAP13;GGA1;AP3M1;GOLGA4;KIF3A;AP1G1;ANKFY1;KNTC1;ERC1;DNM1L;RAB11FIP3;EVI5;HACE1;ANKRD27;PLEKHG2;SPHK2;ARHGEF16;TSC2;GAPVD1;LSM2;IFT20;ABI2;SGSM2;PEX5;RAB3GAP2;PKN1;DOCK1;PICALM,Rbm24,rmats,1445,GO_Molecular_Function_2023
Small GTPase Binding (GO:0031267),37/199,3.057770481293308e-5,2.9835727062289563,48.379593173637744,USP6NL;GARRE1;DENND5B;ARHGAP1;GCC2;CIB1;STK19;C9ORF72;STRN3;AKAP13;GGA1;AP3M1;GOLGA4;KIF3A;AP1G1;ANKFY1;KNTC1;ERC1;DNM1L;RAB11FIP3;EVI5;HACE1;ANKRD27;PLEKHG2;SPHK2;ARHGEF16;TSC2;GAPVD1;LSM2;IFT20;ABI2;SGSM2;PEX5;RAB3GAP2;PKN1;DOCK1;PICALM,Rbm24,rmats,1445,GO_Molecular_Function_2023
Nuclear Receptor Binding (GO:0016922),26/115,3.181470809382028e-5,3.8016644099737906,59.95300685660851,KDM3A;RNF14;WBP2;BAZ2A;HIF1A;MED14;BRD8;HMGN3;SMARCE1;MED1;TCF7L2;KDM4C;NCOA3;GTF2H1;ISL1;SMARCA4;ASXL1;MED22;NCOR1;CNOT1;TADA3;MMS19;TRIP12;PKN1;TACC2;TAF1,Rbm24,rmats,1445,GO_Molecular_Function_2023
Ubiquitin-Like Protein Transferase Activity (GO:0019787),41/240,3.5656283305540145e-5,2.6936534524474225,41.397469453005236,RNF31;MARCHF2;CUL5;RNF13;RNF14;MGRN1;CUL3;FBXO25;UBE2D1;KLHL13;ZNRF1;RNF115;SHARPIN;ARIH2;MARCHF8;ARIH1;BTRC;TRIM21;TRIM23;UBE2F;PIAS3;HACE1;FBXW11;SMURF1;RNF25;HUWE1;TRAF2;CHFR;RNF146;UBE2W;ITCH;TTC3;RLIM;MDM2;RNF181;ERCC8;MDM4;BIRC6;BCOR;TRIM11;BIRC2,Rbm24,rmats,1445,GO_Molecular_Function_2023
Ubiquitin-Protein Transferase Activity (GO:0004842),59/412,4.6213747878007705e-5,2.194993234653291,32.67472510863777,RNF10;RNF13;RNF14;FBXO25;UBE2D1;RNF115;HERC2;TRIM24;ARIH2;TRIM26;ARIH1;BTRC;TRIM21;RNF111;TRIM23;RNF44;RING1;FBXW11;FBXO17;MSL2;TRAF2;BIRC6;BIRC2;TRIM11;RNF31;MARCHF2;CUL5;MGRN1;CUL3;UBR1;KLHL13;UBE2J1;ZNRF1;SHARPIN;RNF215;RNF138;MARCHF8;HACE1;RNF25;SMURF1;SYVN1;HUWE1;PEX10;CHFR;BSPRY;RNF146;UBE2W;ITCH;NEURL4;TTC3;RLIM;MDM2;RNF181;ERCC8;MDM4;TRIP12;BCOR;RNF185;TAF1,Rbm24,rmats,1445,GO_Molecular_Function_2023
Protein Serine/Threonine Kinase Activity (GO:0004674),50/342,1.6193039738483588e-4,2.2417390877399717,30.15097511730913,GSK3A;STK19;IKBKB;RPS6KA6;STK11;AKT2;CHEK2;STK16;TLK2;TLK1;MAP3K7;CHUK;PRKCD;MINK1;VRK1;PASK;PRKAB1;CIT;MELK;PRKD3;SIK3;MAPKAPK5;SIK2;CSNK1G2;CAMK1G;MAPK7;IRAK1;PHKG2;MARK4;MARK3;CAMK2G;MARK2;MAP2K6;SRPK2;NEK9;CDC7;CLK4;CDK11B;CLK3;ACVR2A;MAPK12;SRPK1;CLK2;MAPK13;CLK1;BCKDK;CDK8;RPS6KB2;PKN1;TAF1,Rbm24,rmats,1445,GO_Molecular_Function_2023
Histone H4 Acetyltransferase Activity (GO:0010485),9/20,4.0742790017487504e-4,10.56571283869334,130.72921137031392,ING4;BRD1;BRPF1;NAA40;ING3;MEAF6;KAT5;BRPF3;BRCA2,Rbm24,rmats,1445,GO_Molecular_Function_2023
Ubiquitin-Like Protein Ligase Activity (GO:0061659),45/319,9.244764948124172e-4,2.1445385818561,24.266950882791647,RNF31;RNF10;MARCHF2;RNF13;RNF14;MGRN1;CUL3;UBE2D1;UBR1;ZNRF1;RNF115;HERC2;ZMIZ1;RNF215;RNF138;TRIM24;ARIH2;MARCHF8;TRIM26;ARIH1;TRIM21;RNF111;TRIM23;PIAS3;RNF44;HACE1;RING1;SMURF1;RNF25;FBXO17;HUWE1;SYVN1;MSL2;PEX10;BSPRY;RNF146;ITCH;NEURL4;RLIM;MDM2;RNF181;TRIP12;RNF185;TRIM11;BIRC2,Rbm24,rmats,1445,GO_Molecular_Function_2023
Ubiquitin Binding (GO:0043130),18/80,9.244764948124172e-4,3.7623934715283585,42.52365633703027,TOP2A;RNF31;USPL1;TSG101;FAF2;RAD23A;SIRT2;UEVLD;SHARPIN;MDM2;UBXN7;PLAA;MARCHF7;IKBKG;MARK4;MAP3K7;RNF185;BIRC2,Rbm24,rmats,1445,GO_Molecular_Function_2023
Ubiquitin Protein Ligase Activity (GO:0061630),44/311,9.485265410884086e-4,2.151144046387412,24.030958903572685,RNF31;RNF10;MARCHF2;RNF13;RNF14;MGRN1;CUL3;UBE2D1;UBR1;ZNRF1;RNF115;HERC2;RNF215;RNF138;TRIM24;ARIH2;MARCHF8;TRIM26;ARIH1;TRIM21;RNF111;TRIM23;RNF44;HACE1;RING1;SMURF1;RNF25;FBXO17;HUWE1;SYVN1;MSL2;PEX10;BSPRY;RNF146;ITCH;UBOX5;NEURL4;RLIM;MDM2;RNF181;TRIP12;RNF185;TRIM11;BIRC2,Rbm24,rmats,1445,GO_Molecular_Function_2023
Methylation-Dependent Protein Binding (GO:0140034),16/68,0.001255160151637211,3.9840663185659686,43.011290499843014,KMT2E;MORC3;FMR1;NCAPG2;LRWD1;JMJD7;ING1;ING4;PHF20L1;ING3;ZZZ3;MTF2;TRIM24;NCAPD3;ZMYND11;BPTF,Rbm24,rmats,1445,GO_Molecular_Function_2023
DNA Binding (GO:0003677),93/846,0.0017164678268995325,1.6262229189749877,16.90590472691458,TOP2A;SMARCB1;CCNT1;MPG;OGG1;FMR1;PRDM5;HP1BP3;CHD6;PRDM2;NUCKS1;RBPJ;BRCA2;ENDOV;ZMYM4;RUVBL2;SNAPC4;MLX;SMARCAD1;TRIM26;YAF2;RBM5;KDM6A;POLG;RBM6;SREBF1;JMJD4;MORC3;RFC1;KDM2B;MAP1S;PARP2;SECISBP2;DDX11;ATRX;TOP3A;DNTTIP1;RFX3;RAD23A;SIRT3;MMS22L;TOX3;ILF3;IRF3;MSH3;MTF2;TIMELESS;ZMYND11;KDM3A;GTF3C4;TSG101;CBFB;WBP2;PNKP;PDS5B;HIF1A;DEDD2;RAD51AP1;SBNO1;TFPT;CUX1;RNF138;PCBP2;SAFB2;RBBP8;PMS2;CAMTA1;CLSPN;LYAR;BPTF;TCF7L2;POU2F1;ATAD5;STAT3;HUWE1;SMARCA1;APTX;PALB2;USF1;FANCG;KLF2;NR2F6;SMARCA4;RAD52;CAMSAP3;POLA1;FUBP3;POLR3C;ERCC1;TCF4;TCF3;TARDBP;TAF1,Rbm24,rmats,1445,GO_Molecular_Function_2023
Methylated Histone Binding (GO:0035064),16/71,0.0018829757396984826,3.766142884407405,38.501966656178944,KMT2E;MORC3;FMR1;NCAPG2;LRWD1;JMJD7;ING1;ING4;ING3;ZZZ3;MTF2;TRIM24;NCAPD3;ZMYND11;BPTF;TAF1,Rbm24,rmats,1445,GO_Molecular_Function_2023
RNA Binding (GO:0003723),141/1411,0.0020139859439514568,1.471658977827158,14.836989503382878,DBR1;FMR1;NUCKS1;ENO1;MKI67;VIRMA;ENDOV;PSMD4;RBMX2;NUSAP1;UBAP2L;HMGN2;CAST;RARS2;RBFOX2;TYW5;SECISBP2;ACTN1;DDX11;PUS1;CIRBP;ALG13;TRNT1;GTPBP1;SRRM1;ILF3;ZC3H11A;PPIE;DXO;DUS3L;AARS2;CSTF2;BAZ2A;GIGYF2;MTDH;RAD51AP1;FXR1;DHX30;PCBP3;ERI3;PCBP2;SERPINH1;SAFB2;UTP20;MAP4;RBM12;LYAR;RBM10;MARK2;SRPK2;TIA1;CPSF7;CCDC137;LARP7;PRRC2C;UPF3B;HELZ;TDRD7;LSM5;PUM1;CLK3;PRRC2A;LSM2;SRPK1;GNL3L;FUBP3;CNOT1;GOLGB1;RNPS1;NOL11;HNRNPC;LSM14A;EIF4G3;EIF4G1;TOP2A;DIDO1;RBM25;TUT7;CELF1;FASTKD2;AKAP8L;DDX42;ZCCHC17;TENT4B;SMG5;SMG6;ZC3H7B;RBM5;NELFE;RBM6;TOP3B;UPF1;ZC3H10;PABPC4;RBM18;PRPF40B;PRPF40A;TRNAU1AP;PPRC1;DDX50;PTBP2;UCHL5;DALRD3;PKM;SARS2;RPUSD3;SNRPA1;EIF4E2;ALDOA;FYTTD1;RBM47;RPL12;AKAP8;MTHFSD;UNK;FIP1L1;U2AF2;SRSF11;PTCD3;PTPN1;RBM39;TAF15;YTHDF3;KRR1;STAT3;HUWE1;ADAT1;RSRC2;TRMT1;RRP1B;APTX;CDK11B;SCAF4;KTN1;SEC23IP;CCDC9;ZYX;RPL22L1;TARDBP;R3HDM1;R3HDM2,Rbm24,rmats,1445,GO_Molecular_Function_2023
Histone Acetyltransferase Activity (GO:0004402),9/27,0.0033391396258798745,6.454387186629527,61.363291934884714,ATF2;KAT2A;NAA40;ING3;SRCAP;KAT5;NCOA3;BRCA2;TAF1,Rbm24,rmats,1445,GO_Molecular_Function_2023
RNA Polymerase II-specific DNA-binding Transcription Factor Binding (GO:0061629),33/228,0.004320135073582041,2.2004794072782743,20.21164540606525,ATF2;HDAC5;SMARCB1;SETD6;BAZ2A;RBPJ;HIF1A;MTDH;MTA1;CPNE1;MLX;RBBP8;UBXN7;E4F1;GTF2I;SMARCE1;HES6;MED1;TCF7L2;TBP;RNF25;NCOA3;STAT3;SMARCA1;ISL1;SMARCA4;MAD2L2;NCOR1;CREB1;TADA3;TACC2;TCF3;TAF1,Rbm24,rmats,1445,GO_Molecular_Function_2023
GTPase Activator Activity (GO:0005096),31/211,0.00492661411384172,2.238036303630363,20.126929235504573,USP6NL;TBC1D9B;FAM13B;NPRL2;NPRL3;ARHGAP1;AGAP1;ARHGAP17;ASAP1;SYDE1;ARHGAP21;RACGAP1;SH3BP1;CHN1;TBC1D14;BRD8;ECT2;DNM1L;EVI5;TBC1D22B;RANBP3;GRTP1;RALGAPA1;STARD8;TSC2;RP2;SGSM2;RGS12;DEPDC5;DOCK1;LLGL1,Rbm24,rmats,1445,GO_Molecular_Function_2023
Histone H4K12 Acetyltransferase Activity (GO:0043997),5/10,0.012204483330046869,12.881944444444445,102.06943943681276,ING4;BRPF1;ING3;MEAF6;BRPF3,Rbm24,rmats,1445,GO_Molecular_Function_2023
Histone H4K5 Acetyltransferase Activity (GO:0043995),5/10,0.012204483330046869,12.881944444444445,102.06943943681276,ING4;BRPF1;ING3;MEAF6;BRPF3,Rbm24,rmats,1445,GO_Molecular_Function_2023
Histone H4K8 Acetyltransferase Activity (GO:0043996),5/10,0.012204483330046869,12.881944444444445,102.06943943681276,ING4;BRPF1;ING3;MEAF6;BRPF3,Rbm24,rmats,1445,GO_Molecular_Function_2023
Nuclear Thyroid Hormone Receptor Binding (GO:0046966),8/27,0.01497082185494169,5.4311980368457675,41.6592433870106,MED1;MED22;NCOR1;NCOA3;GTF2H1;TRIP12;BRD8;HMGN3,Rbm24,rmats,1445,GO_Molecular_Function_2023
2-Oxoglutarate-Dependent Dioxygenase Activity (GO:0016706),10/41,0.01627385182216539,4.164100258514106,31.3989120467077,JMJD4;KDM3A;KDM4B;KDM2A;KDM4C;KDM2B;TYW5;JARID2;JMJD7;KDM6A,Rbm24,rmats,1445,GO_Molecular_Function_2023
Nuclear Receptor Coactivator Activity (GO:0030374),11/50,0.021403311935115524,3.6418839180345457,26.30148717551681,MED1;MED22;MED14;ENY2;CNOT6;ZMIZ1;NCOA3;BRD8;PKN1;PPRC1;ATXN7L3,Rbm24,rmats,1445,GO_Molecular_Function_2023
Histone Demethylase Activity (GO:0032452),8/29,0.02212246701686002,4.913410875832588,35.0854938436949,KDM3A;KDM5C;KDM4B;KDM2A;KDM4C;KDM2B;JARID2;KDM6A,Rbm24,rmats,1445,GO_Molecular_Function_2023
Cadherin Binding (GO:0045296),39/319,0.02212246701686002,1.810417090022353,12.727269649482807,SRC;CTNND1;ARHGAP1;ASAP1;ENO1;CLINT1;GIGYF2;SLC9A3R2;LIMA1;ARVCF;MPRIP;ERC1;PDLIM5;EPS15;MARK2;CAST;PTPN1;DBNL;ARHGEF16;SCRIB;PTPN11;ANK3;CGN;EPS15L1;GAPVD1;PRDX6;HCFC1;KTN1;EPN2;ANLN;DLG1;PKM;PI4KA;NUMB;ESYT2;PKP4;ALDOA;PHLDB2;PICALM,Rbm24,rmats,1445,GO_Molecular_Function_2023
Acetylation-Dependent Protein Binding (GO:0140033),7/23,0.02212246701686002,5.640342489568845,39.64345641781485,ZZZ3;TRIM24;BAZ2A;BRD9;MLLT3;SMARCA4;TAF1,Rbm24,rmats,1445,GO_Molecular_Function_2023
Lysine-Acetylated Histone Binding (GO:0070577),7/23,0.02212246701686002,5.640342489568845,39.64345641781485,ZZZ3;TRIM24;BAZ2A;BRD9;MLLT3;SMARCA4;TAF1,Rbm24,rmats,1445,GO_Molecular_Function_2023
Microtubule Binding (GO:0008017),31/239,0.025809101314154374,1.93381092916984,13.16331232848484,CEP57;TUBGCP2;FMR1;RACGAP1;KIF3A;NUSAP1;TOGARAM1;MAP4;MARK4;DNM1L;CLASP1;ENKD1;CLASP2;DST;MAP1S;FBXW11;KIF23;MACO1;CGN;EML4;CAMSAP3;PSRC1;HOOK2;PRC1;REEP3;ALMS1;TUBGCP5;TUBGCP4;GAPDH;CCDC61;MDM1,Rbm24,rmats,1445,GO_Molecular_Function_2023
Ubiquitin Protein Ligase Binding (GO:0031625),34/271,0.025809101314154374,1.8624370901326825,12.562062897681649,RNF31;BECN1;TSG101;CUL5;CUL3;FAF2;UBE2D1;AMBRA1;HIF1A;SMG5;UBE2J1;BAG6;HERC2;PRKAR2B;CBS;CHEK2;PCBP2;DBT;UBXN7;ARIH1;IKBKG;DNM1L;CCT2;SLF2;ARRDC1;TRAF2;PRDX6;SCAMP3;UBE2W;UBOX5;ABI2;MDM2;SPOPL;EIF4E2,Rbm24,rmats,1445,GO_Molecular_Function_2023
DNA-binding Transcription Factor Binding (GO:0140297),35/282,0.025809101314154374,1.839894334855141,12.349571667229744,ATF2;HDAC5;CCNT1;PRDM5;NUCKS1;RBPJ;HIF1A;MTDH;MTA1;KAT5;MLX;RBBP8;UBXN7;E4F1;LYAR;GTF2I;HES6;MED1;TCF7L2;RBFOX2;TLE1;TBP;STAT3;SMARCA1;ISL1;SIRT2;USF1;HCFC1;MAD2L2;KAT2A;NCOR1;CREB1;TCF3;BCOR;TAF1,Rbm24,rmats,1445,GO_Molecular_Function_2023
mRNA Binding (GO:0003729),35/282,0.025809101314154374,1.839894334855141,12.349571667229744,FYTTD1;RBM25;RBM47;CELF1;FMR1;CSTF2;TYMS;FXR1;UNK;PCBP3;PCBP2;RBM5;NELFE;CPSF7;TIA1;RBFOX2;YTHDF3;SECISBP2;PABPC4;CIRBP;LARP7;UPF3B;TDRD7;PUM1;PTBP2;PKM;FUBP3;PPIE;DXO;RNPS1;HNRNPC;TARDBP;EIF4G3;LSM14A;EIF4G1,Rbm24,rmats,1445,GO_Molecular_Function_2023
Histone Deacetylase Activity (GO:0004407),6/18,0.025809101314154374,6.443015983321751,43.197344296006456,HDAC5;HDAC10;MIER3;MIER1;SIRT2;SIRT3,Rbm24,rmats,1445,GO_Molecular_Function_2023
GTPase Regulator Activity (GO:0030695),48/424,0.026991849006617566,1.6612193301756042,11.003496899402753,USP6NL;DENND1C;TBC1D9B;FAM13B;DENND5B;NPRL2;ITSN1;NPRL3;ARHGAP1;AGAP1;ARHGAP17;ASAP1;RASGRP2;C9ORF72;RCBTB2;GNA13;AKAP13;SYDE1;ARHGAP21;HERC2;SH3BP1;RACGAP1;CHN1;TBC1D14;BRD8;DNM1L;SBF1;ECT2;EVI5;TBC1D22B;ANKRD27;PLEKHG2;RANBP3;GRTP1;RALGAPA1;STARD8;ARHGEF16;TSC2;GAPVD1;RP2;SGSM2;RAB3GAP2;DENND6B;RGS12;DEPDC5;RGL2;DOCK1;LLGL1,Rbm24,rmats,1445,GO_Molecular_Function_2023
Single-Stranded DNA Binding (GO:0003697),16/96,0.026991849006617566,2.5857242827151854,17.063427084860127,DDX11;TOP3A;NUCKS1;RAD23A;BRCA2;RAD51AP1;RAD52;MMS22L;POLA1;FUBP3;MSH3;RNF138;POLR3C;ERCC1;PCBP2;PMS2,Rbm24,rmats,1445,GO_Molecular_Function_2023
"Catalytic Activity, Acting On A tRNA (GO:0140101)",9/39,0.02882112682239851,3.870125348189415,25.09107242559222,MTFMT;AARS2;TYW5;TARS2;TRNT1;FTSJ1;DUS3L;ANKZF1;TRIT1,Rbm24,rmats,1445,GO_Molecular_Function_2023
Histone H3 Acetyltransferase Activity (GO:0010484),5/13,0.02882112682239851,8.049913194444445,52.134117808359775,ING4;BRD1;KAT2A;MEAF6;BRPF3,Rbm24,rmats,1445,GO_Molecular_Function_2023
Ubiquitin-Like Protein Ligase Binding (GO:0044389),35/289,0.03383077682741088,1.7885044954487073,11.247362018071284,RNF31;BECN1;TSG101;CUL5;CUL3;FAF2;UBE2D1;AMBRA1;HIF1A;SMG5;UBE2J1;BAG6;HERC2;PRKAR2B;CBS;CHEK2;PCBP2;DBT;UBXN7;ARIH1;IKBKG;DNM1L;CCT2;SLF2;ARRDC1;TRAF2;PRDX6;SCAMP3;UBE2W;ITCH;UBOX5;ABI2;MDM2;SPOPL;EIF4E2,Rbm24,rmats,1445,GO_Molecular_Function_2023
1-Phosphatidylinositol Binding (GO:0005545),5/14,0.038044101959748736,7.155092592592593,43.6135951502862,SCARB1;ZFYVE9;WDFY3;ZFYVE1;PICALM,Rbm24,rmats,1445,GO_Molecular_Function_2023
Tau-Protein Kinase Activity (GO:0050321),6/20,0.038044101959748736,5.521989476819219,33.647469086774464,GSK3A;PHKG2;SIK3;MARK4;MARK3;MARK2,Rbm24,rmats,1445,GO_Molecular_Function_2023
DNA-directed DNA Polymerase Activity (GO:0003887),6/20,0.038044101959748736,5.521989476819219,33.647469086774464,POLA1;POLE2;REV1;POLI;PRIMPOL;POLG,Rbm24,rmats,1445,GO_Molecular_Function_2023
Chromatin DNA Binding (GO:0031490),14/83,0.03879975183472155,2.6210919697384014,15.854983942567157,SMARCE1;KDM3A;SMARCB1;SMARCC2;WBP2;ATRX;STAT3;ZFX;SMARCA4;TOX3;SBNO1;RUVBL2;HNRNPC;KDM6A,Rbm24,rmats,1445,GO_Molecular_Function_2023
Ubiquitin-Like Protein Conjugating Enzyme Binding (GO:0044390),8/34,0.03893485082026506,3.967453562443124,23.889728090615737,ZMYM2;RNF14;DCUN1D1;ARIH2;DCUN1D2;MARCHF7;ARIH1;RNF185,Rbm24,rmats,1445,GO_Molecular_Function_2023
Core Promoter Sequence-Specific DNA Binding (GO:0001046),8/35,0.04549305696353591,3.820304647026985,22.258149159757046,SMARCB1;POU2F1;TBP;TAF1C;RUVBL2;BAZ2A;SMARCA4;TAF1,Rbm24,rmats,1445,GO_Molecular_Function_2023
DNA Polymerase Activity (GO:0034061),6/21,0.04549305696353591,5.153578874218207,29.98989189855389,POLA1;POLE2;REV1;POLI;PRIMPOL;POLG,Rbm24,rmats,1445,GO_Molecular_Function_2023
Ubiquitin Conjugating Enzyme Binding (GO:0031624),7/28,0.046598169320256976,4.296244784422809,24.79755308654098,ZMYM2;RNF14;DCUN1D1;ARIH2;DCUN1D2;MARCHF7;ARIH1,Rbm24,rmats,1445,GO_Molecular_Function_2023
Protein Kinase Binding (GO:0019901),54/511,0.046598169320256976,1.5373792448170247,8.841134022881587,TOP2A;ATF2;GSK3A;RNF13;FOXM1;IKBKB;RPTOR;CHEK2;SUFU;ITGAV;TRIM21;APPL1;FBXW5;PPP1R12A;BORA;PRKCD;VRK1;TRAF2;CDC25C;ATG13;PRKAB1;LIME1;TIRAP;CIT;MAPKAPK5;LLGL1;BECN1;HDAC5;HIF1A;MAPK7;RACGAP1;IRAK1;PRKAR2B;RNF138;PDCD10;TBC1D14;PDLIM5;MAP2K6;NEK9;PTPN1;TCF7L2;STK11IP;STAT3;TPRKB;PTPN11;PTK2;USF1;MAD2L2;POLA1;MAVS;PRC1;PKN1;TCF3;RAD9A,Rbm24,rmats,1445,GO_Molecular_Function_2023
1-Acylglycerophosphocholine O-acyltransferase Activity (GO:0047184),3/5,0.048309328472872955,19.299237170596395,109.8746700743738,TAFAZZIN;MBOAT2;PRDX6,Rbm24,rmats,1445,GO_Molecular_Function_2023
Tubulin Binding (GO:0015631),37/322,0.048906472647315555,1.6845843301435406,9.534536106024182,CEP57;TUBGCP2;FMR1;BRCA2;RACGAP1;KIF3A;DAG1;NUSAP1;TOGARAM1;TRAPPC14;MAP4;MARK4;DNM1L;CLASP1;APPL1;ENKD1;CLASP2;DST;MAP1S;KIF23;MACO1;CGN;EML4;NISCH;TTLL4;PSRC1;HOOK2;IFT81;PRC1;REEP3;ALMS1;TUBGCP5;TUBGCP4;ALDOA;GAPDH;CCDC61;MDM1,Rbm24,rmats,1445,GO_Molecular_Function_2023
Chromatin Remodeling (GO:0006338),49/228,1.2535854181577603e-8,3.603367962734709,94.93227638771889,KDM5C;SMARCB1;HP1BP3;CHD6;HPF1;KAT5;RUVBL2;SMARCAD1;JARID2;ARID2;KDM6A;PBRM1;SMARCC2;RING1;KDM2B;PARP2;ACTR5;ATRX;SIRT2;UCHL5;HCFC1;KAT2A;MTF2;HDAC5;INO80E;USP15;PAXIP1;BAZ2A;BAZ2B;PRIMPOL;CECR2;TFPT;MTA1;MIER1;BRD9;MTA3;BPTF;SRPK2;SMARCE1;KDM4B;BRPF1;KDM4C;PCGF2;SMARCA1;SMARCA4;GATAD2A;TRIP12;HNRNPC;BCOR,Rbm24,rmats,1445,GO_Biological_Process_2023
Chromatin Organization (GO:0006325),51/268,2.5820358511778634e-7,3.0917163088681576,69.95665683693444,KDM5C;SMARCB1;HDAC10;CHD6;EHMT1;NUCKS1;ING4;M1AP;RUVBL2;SMARCAD1;JARID2;ARID2;HMGN2;HMGN3;KDM6A;PBRM1;SMARCC2;RING1;KDM2B;DDX11;ACTR5;ATRX;UCHL5;HCFC1;KAT2A;MTF2;HDAC5;INO80E;PAXIP1;BAZ2A;BAZ2B;CECR2;TFPT;MTA1;MIER1;BRD9;MTA3;BPTF;SMARCE1;KDM4B;BRPF1;KDM4C;PCGF2;LRWD1;SMARCA1;SMARCA4;GATAD2A;ZZZ3;PWWP3A;HNRNPC;BCOR,Rbm24,rmats,1445,GO_Biological_Process_2023
Protein Ubiquitination (GO:0016567),67/434,3.08622537576356e-6,2.4095972918141446,47.56715161156543,RNF10;RNF13;RNF14;FBXO25;UBE2D1;BRCA2;DDA1;ANKRD9;RNF115;HERC2;RUSC1;TRIM24;ARIH2;TRIM26;ARIH1;BTRC;TRIM21;RNF111;TRIM23;RNF44;FBXW5;ARRDC1;FBXW11;MSL2;TRAF2;BIRC6;BIRC2;TRIM11;RNF31;MARCHF2;CBFB;CUL5;MGRN1;CUL3;KLHL12;UBR1;AMBRA1;KLHL13;UBE2J1;TNKS2;RNF138;ZSWIM8;MARCHF8;MARCHF7;HACE1;RNF25;SMURF1;SYVN1;FANCA;HUWE1;PEX10;FANCE;FANCG;CHFR;BSPRY;RNF146;UBE2W;UBOX5;ITCH;RLIM;MDM2;RNF181;ERCC8;MDM4;TRIP12;RNF185;TAF1,Rbm24,rmats,1445,GO_Biological_Process_2023
DNA Repair (GO:0006281),50/291,7.234448746711773e-6,2.7237168904950995,50.66418064740213,MPG;OGG1;FMR1;CIB1;NUCKS1;BRCA2;ENDOV;HPF1;KAT5;EME2;CHEK2;POLI;KMT5B;UPF1;SLC30A9;PARP2;ACTR5;ATRX;RAD23A;INIP;MSH3;TIMELESS;PNKP;PDS5B;PRIMPOL;RAD51AP1;MTA1;NSD2;EP400;RBBP8;PMS2;MUTYH;UVRAG;FANCM;XRCC3;HUWE1;FANCA;GTF2H1;FANCE;APTX;FANCG;MAD2L2;RAD52;POLA1;ERCC1;POLE2;PWWP3A;ERCC8;MMS19;RAD9A,Rbm24,rmats,1445,GO_Biological_Process_2023
Positive Regulation Of Double-Strand Break Repair (GO:2000781),23/84,1.1462319658503594e-5,4.9037605773443085,87.86442479385033,SMARCE1;PBRM1;SMARCB1;SMARCC2;SLF2;MEAF6;DDX11;PNKP;FOXM1;SMARCA4;RAD51AP1;MAD2L2;ING3;MRGBP;KAT5;RUVBL2;TIMELESS;EP400;SPIRE1;KMT5B;MMS19;BRD8;ARID2,Rbm24,rmats,1445,GO_Biological_Process_2023
DNA Metabolic Process (GO:0006259),48/288,2.555310196006401e-5,2.622047244094488,44.401089484121115,TOP2A;INO80E;SMARCB1;OGG1;FMR1;PNKP;PDS5B;TYMS;RAD51AP1;TFPT;ENDOV;HPF1;CBS;RUVBL2;EP400;RBBP8;SMARCAD1;POLI;KMT5B;POLG;MUTYH;TOP3B;UPF1;UVRAG;TCF7L2;PARP2;ACTR5;XRCC3;TOP3A;ATRX;REV1;FANCA;LTO1;GTF2H1;LRWD1;TERF2;UCHL5;INIP;FANCG;RAD52;POLA1;MSH3;ERCC1;POLE2;PWWP3A;TIMELESS;MMS19;RAD9A,Rbm24,rmats,1445,GO_Biological_Process_2023
Mitotic Sister Chromatid Segregation (GO:0000070),26/111,2.9524162161743036e-5,3.9814285122082658,65.81132333622506,BECN1;CUL3;AKAP8L;NCAPG2;MIS12;CHEK2;NUSAP1;KNTC1;KMT5A;PIBF1;CEP55;CLASP1;DIS3L2;CLASP2;SPICE1;KIF23;WAPL;EML4;WRAP73;STAG1;PSRC1;PRC1;NCAPD3;LSM14A;CHMP7;CCDC61,Rbm24,rmats,1445,GO_Biological_Process_2023
