ko_symbol,event,database,term,overlap,adjusted_p_value,odds_ratio,combined_score,genes,gene_number
complex_genes,SE,GO_Biological_Process_2023,Cytoplasmic Translational Initiation (GO:0002183),22/30,3.625879723141259e-10,13.74669570441574,345.9368947237893,EIF4A2;EIF4A1;SLBP;EIF2B3;NCBP1;NCBP2;EIF2S2;MIF4GD;EIF3M;EIF2S3;EIF3K;EIF3L;EIF3I;EIF3J;EIF3G;EIF3H;EIF3E;EIF3F;EIF3C;EIF3D;EIF3B;EIF4G1,3351
complex_genes,SE,GO_Biological_Process_2023,Negative Regulation Of DNA-templated Transcription (GO:0045892),254/1025,3.625879723141259e-10,1.6890166501450925,42.49559468528479,RB1;ATF2;PHB1;HNRNPU;RBPJ;BACH1;PHB2;CCAR2;BACH2;RRP8;UXT;DCAF1;RPS14;KAT5;MYC;MYB;DPF2;EPC1;KAT8;TRIM27;BTRC;MED1;SMARCC2;NSMCE3;MED9;DICER1;HCFC2;HCFC1;BIN1;WDR82;DDIT3;ATF5;BCORL1;CLOCK;ATF3;ATF4;L3MBTL1;URI1;CTR9;PDGFB;SUPT4H1;BAZ2A;RTF1;HIF1A;MIER2;MIER1;NKX2-1;NKX2-5;SNX6;JUN;XRCC6;JUND;XRCC5;SMARCA5;SMARCA2;SMARCA4;SNW1;RCOR3;RCOR2;EZH1;RCOR1;EZH2;TCF25;SUV39H1;IFNA2;RSF1;BRCA1;BMI1;ING1;GLI3;GLI2;ING4;NIPBL;ING2;QARS1;SUFU;UIMC1;MLX;BATF3;RING1;TET1;SIRT1;COMMD7;SREBF2;RARA;PPARG;SINHCAF;JDP2;YAP1;SF3B3;LIN37;RPL10;NR1I2;RELA;MNT;BCLAF1;RXRA;NFIL3;FLNA;PCGF1;PRAME;BRD7;RPL17;MBD3;IL33;PCGF6;STAT1;NR1H2;PCGF2;MBD2;STAT3;NR1H3;GATAD2B;PEX14;GATAD2A;VEGFA;MAD2L2;PER2;PER1;PER3;MYBBP1A;CTNNB1;BMAL1;MPHOSPH8;LIMS1;CDK5R1;NDUFA13;CSF2;KDM1A;GMNN;ARID4A;ARID4B;YY1;CCND1;MEN1;KDM2A;KDM2B;FBXW11;ARID5B;FOXP3;FOXP2;FOXP1;SAP30;MAF;BRMS1;PSPC1;KAT6B;KAT6A;TIMELESS;UBE2V1;NOTCH1;MAX;FOXO3;SDCBP;ORC2;TPR;DMAP1;SUDS3;BPTF;CBX8;SMAD2;CBX7;HSPA8;DR1;CBX6;SMAD4;UBE2I;SMAD3;CBX4;ATP8B1;CBX3;CBX2;NONO;ESR1;DRAP1;IL4;MLXIPL;GCLC;DLG1;CNOT7;MAFB;CDK5;YEATS2;CNOT1;CNOT2;COPS2;MAFG;MAFF;MDM2;UBA2;MDM4;MAFK;MXD1;OGT;MXD4;CREBZF;THRB;MIDEAS;ZC3H8;CHD4;CHD3;FOXM1;CDC73;FLCN;DNMT3L;BCL7A;SIN3B;SIN3A;VPS72;DNMT3B;GET1;YAF2;ACTR6;EED;DNMT3A;PEX2;YWHAZ;SFPQ;CREB1;TFDP2;IFNG;TRAF6;CRY2;CRY1;BIRC5;LCOR;PFDN5;CEBPA;CEBPB;HDAC2;HDAC1;LEF1;DDX20;AURKB;RNF2;MTA1;IFNL1;RBBP4;SAP30L;MXI1;E2F1;SAP18;RBBP7;MTA2;FNIP1;E2F6;MTA3;FNIP2;SMARCE1;BRMS1L;TAF7;BCOR;TAF3;TAF1,3351
complex_genes,SE,GO_Cellular_Component_2023,H4/H2A Histone Acetyltransferase Complex (GO:0043189),21/29,3.6723297172193147e-10,13.117905405405406,310.6395224213408,MEAF6;ACTL6B;TRRAP;ACTL6A;MSL3;YEATS4;MBTD1;MORF4L1;ING3;MRGBP;KAT5;YEATS2;VPS72;RUVBL2;MORF4L2;RUVBL1;EP400;EPC1;EPC2;BRD8;DMAP1,3351
complex_genes,SE,GO_Cellular_Component_2023,NuA4 Histone Acetyltransferase Complex (GO:0035267),21/29,3.6723297172193147e-10,13.117905405405406,310.6395224213408,MEAF6;ACTL6B;TRRAP;ACTL6A;MSL3;YEATS4;MBTD1;MORF4L1;ING3;MRGBP;KAT5;YEATS2;VPS72;RUVBL2;MORF4L2;RUVBL1;EP400;EPC1;EPC2;BRD8;DMAP1,3351
complex_genes,SE,GO_Biological_Process_2023,Positive Regulation Of Telomere Maintenance In Response To DNA Damage (GO:1904507),14/14,4.0587877325284014e-10,233086,5834974.444967565,INO80C;INO80B;INO80E;INO80D;ACTR5;MCRS1;ACTR8;INO80;UCHL5;YY1;TFPT;RUVBL2;RUVBL1;NFRKB,3351
complex_genes,SE,GO_Biological_Process_2023,Regulation Of Histone H3-K4 Methylation (GO:0051569),14/14,4.0587877325284014e-10,233086,5834974.444967565,SMAD4;KDM1A;PHF20;MCRS1;CTR9;BRCA1;HCFC1;KANSL1;KANSL2;KANSL3;WDR5;CTNNB1;KAT8;OGT,3351
complex_genes,SE,GO_Biological_Process_2023,Vesicle Coating (GO:0006901),21/28,5.098606506234119e-10,14.992792792792793,371.75607554853104,TRAPPC2;TRAPPC3;TRAPPC1;TRAPPC2L;CUL3;TRAPPC10;TRAPPC4;TRAPPC5;AP3D1;TRAPPC2B;KLHL12;TRAPPC8;TRAPPC9;AP3M2;TRAPPC6A;TRAPPC6B;TRAPPC12;TRAPPC11;AP3S2;AP3S1;TRAPPC13,3351
complex_genes,SE,GO_Biological_Process_2023,Nuclear-Transcribed mRNA Catabolic Process (GO:0000956),41/85,5.098606506234119e-10,4.674574292776709,115.89234022892173,SMG1;NBAS;RBM8A;EIF4A3;SMG9;SMG8;TENT4B;GSPT1;EXOSC7;EXOSC6;EXOSC5;EXOSC10;EXOSC4;EXOSC9;MAGOH;EXOSC8;TNKS1BP1;POLR2G;CNOT6L;NCBP1;NCBP2;CNOT10;MAGOHB;CNOT4;PAN2;CNOT6;CNOT7;XRN1;THRAP3;CNOT1;CNOT11;CSDE1;CNOT2;CNOT3;EIF3E;RNPS1;CNOT8;DCP1A;CNOT9;DCP2;DCP1B,3351
complex_genes,SE,GO_Cellular_Component_2023,ATAC Complex (GO:0140672),13/13,5.408572990143874e-10,216437,5030822.12418856,SGF29;POLE4;KAT2B;KAT2A;TADA2A;ZZZ3;YEATS2;POLE3;TADA3;MBIP;WDR5;MAP3K7;KAT14,3351
complex_genes,SE,GO_Cellular_Component_2023,GBAF Complex (GO:0140288),13/13,5.408572990143874e-10,216437,5030822.12418856,SMARCD1;SS18;SMARCC1;ACTL6B;BICRAL;ACTL6A;SMARCA2;BICRA;SMARCA4;BCL7A;BCL7C;BCL7B;BRD9,3351
complex_genes,SE,GO_Cellular_Component_2023,Brahma Complex (GO:0035060),13/13,5.408572990143874e-10,216437,5030822.12418856,SMARCE1;SMARCD1;SMARCC1;SMARCD2;SMARCB1;SMARCC2;SMARCD3;ACTL6B;ACTL6A;ARID1A;ARID1B;SMARCA2;DPF3,3351
complex_genes,SE,GO_Cellular_Component_2023,Cilium (GO:0005929),85/257,6.618402921954652e-10,2.493173144020849,57.407676004344836,ODAD1;CLXN;ODAD3;TRAF3IP1;IFT172;PKD2;PKD1;GLI3;GLI2;FLCN;IFT52;TCTN3;TCTN2;IQUB;BBS9;ROPN1L;PMPCA;BBS7;KIFAP3;IFT57;BBS5;BBS4;IQCB1;PDGFRA;IFT140;CASK;DNAJB13;IFT80;NME5;RPGRIP1L;DYNLL1;DYNLL2;WDR35;IQCG;IFT88;CATSPERB;IFT43;IFT81;CATSPERG;TMEM216;SCNN1A;WDPCP;IFT46;GAS8;PAFAH1B1;DRC7;INTU;GPR88;RSPH9;CFAP206;RRP7A;IFT74;KIF3B;KIF3A;TMEM67;TTC21B;NPHP1;NPHP4;KIF3C;ATP6V1D;PDZD7;BBS2;BBS1;RSPH4A;CSNK1A1;SEPTIN2;WHRN;WDR19;IFT122;FUZ;BBIP1;SEPTIN9;SEPTIN7;TMEM231;IFT20;RSPH3;AHI1;TTC8;IFT22;RSPH1;TMEM17;TTLL1;IFT27;DYNLRB1;CLUAP1,3351
complex_genes,SE,GO_Biological_Process_2023,Establishment Or Maintenance Of Apical/Basal Cell Polarity (GO:0035088),20/26,7.013677238586122e-10,16.654658260782547,407.4815887651386,CRB2;CRB1;PATJ;PRKCI;PARD6G;SCRIB;PRKCZ;OOEP;PARD6B;DLG1;PARD6A;DLG2;DLG3;DLG4;DLG5;PARD3;LLGL1;CRB3;LLGL2;PALS1,3351
complex_genes,SE,GO_Biological_Process_2023,Positive Regulation Of Gene Expression (GO:0010628),138/480,7.075850491968692e-10,2.047935743498179,50.07427626224112,N6AMT1;ATF2;RPL5;PHB1;CSF2;SMARCB1;CSF1;FMR1;EIF4A3;TNC;RBPJ;UXT;MYC;VPS35;KAT7;MEN1;MED1;RPS7;METTL3;TRAPPC2B;TICAM1;PRKAB1;HCFC1;MYCN;HGS;RPL26;ATF4;NOTCH1;KMT2A;PRKDC;PDGFB;PIK3R3;PIK3R1;HIF1A;FXR1;FXR2;CALCR;DDRGK1;PDCD10;NKX2-1;MBIP;RIPK1;SMAD3;FN1;SNF8;SMARCA4;IL4;IL6;AGO2;TADA3;HNRNPD;EIF4G3;OGT;MYD88;NFE2L2;IL21;GSK3B;GSK3A;CXCL8;IL26;PHF1;PRKAG1;PIK3CD;NAT10;DPY30;ASH2L;PIK3CB;BRCA1;SGF29;CD3E;TENT4A;TENT4B;PIK3CG;RPS4X;TRMT112;METTL14;VPS72;DNMT3B;ITGAX;WDR5;ITGB8;EMILIN1;IL10;IFNGR1;IL15;IL13;ARID1A;MED26;TERF2;ARID1B;TGFBR1;MED23;KAT2B;IL1A;KAT2A;IFNG;PPARG;TLR6;GAPDH;TLR4;TLR2;YAP1;SMARCD1;PRKAA1;RAMP2;RAMP3;HDAC1;POLDIP3;RPL11;LEF1;THBS1;RELA;TTN;POLR2A;RBBP5;U2AF2;RPS3;E2F1;METTL5;BRD7;RPL17;IL33;IL37;CARD9;STAT3;DTNBP1;MTOR;BATF;VEGFA;SOD1;EIF3E;IL17F;FAM98B;FAM98A;EIF3C;EIF3D;LAMTOR5;LIMS1,3351
complex_genes,SE,GO_Biological_Process_2023,Regulation Of DNA Strand Elongation (GO:0060382),15/16,8.847356248038939e-10,74.85611510791367,1813.0981178527252,INO80C;INO80B;INO80E;INO80D;ACTR5;MCRS1;ACTR8;INO80;UCHL5;YY1;TFPT;RUVBL2;RUVBL1;POT1;NFRKB,3351
complex_genes,SE,GO_Cellular_Component_2023,Cul4-RING E3 Ubiquitin Ligase Complex (GO:0080008),23/35,9.085544714707215e-10,9.581605568910257,217.43891472327073,FBXW5;CRBN;DCAF8;DCAF5;DCAF4;DCAF7;DCAF6;DDA1;DDB2;RBX1;DCAF1;DCAF15;CUL4A;DDB1;DCAF16;DCAF17;ERCC8;DCAF10;DCAF11;DCAF12;DCAF13;WDTC1;CUL4B,3351
complex_genes,SE,GO_Cellular_Component_2023,SAGA Complex (GO:0000124),18/23,9.528967622861648e-10,17.977317731773176,406.8305384135399,SF3B5;ENY2;SF3B3;TAF12;TRRAP;TAF10;USP22;TAF9;SGF29;SUPT7L;TAF5L;TADA2B;KAT2B;TAF6L;KAT2A;TADA2A;TADA3;ATXN7L3,3351
complex_genes,SE,GO_Biological_Process_2023,Protein Stabilization (GO:0050821),74/208,1.027281213266142e-9,2.783101580896251,66.97592990796079,RPL5;SWSAP1;PHB1;HSP90AB1;CCNH;MCM8;PTEN;PHB2;DNAAF10;UXT;RUVBL2;RUVBL1;GET1;CCT3;CCT2;USP7;HSP90AA1;COG7;CSNK2A1;RPS7;DNAAF2;FBXW7;VBP1;PIH1D1;COG3;TSC1;ASDURF;ATP1B1;TTI2;HCFC1;PDRG1;TTI1;CREB1;CDC37;PEX6;TCP1;PIH1D2;PFDN1;PFDN2;IFT46;PFDN4;GAPDH;PFDN5;TELO2;PFDN6;URI1;RPL11;TAF9;PIK3R1;RPAP3;BAG6;NCLN;PDCD10;POLR2E;FLNA;CCT8;ZSWIM7;VHL;CCT7;RPL17;CCT5;GPIHBP1;CCT4;HPS4;PARVA;CCT6A;CDK7;PER3;PRKRA;SPAG1;MDM4;NAA16;NAA15;TAF1,3351
complex_genes,SE,GO_Biological_Process_2023,Nucleus Organization (GO:0006997),27/44,1.0508045462883373e-9,7.946910172011043,191.01272137208827,NUP205;SEH1L;VPS4B;VPS4A;SYNE1;RPS19;ATXN7;CHMP1B;CHMP1A;TPR;NDC1;PDCD6IP;NUP133;NUP155;IRAG2;NUP93;BIN1;CHMP2B;CHMP2A;CHMP4C;CHMP3;NUP35;CHMP4A;NUP54;CHMP6;CHMP7;CHMP5,3351
complex_genes,SE,GO_Cellular_Component_2023,Voltage-Gated Calcium Channel Complex (GO:0005891),28/49,1.08032527244982e-9,6.671882836794062,150.04687633799637,CATSPER1;CATSPER3;CATSPER2;CATSPER4;CACNA1C;TMEM262;EFCAB9;SCN11A;TMEM249;SCN9A;SCN7A;SCN5A;CACNA1S;SCN3A;SCN1A;CATSPERZ;CACNB1;CACNB2;CACNB3;SCN10A;CACNB4;CATSPERB;CATSPERE;CATSPERD;CATSPERG;SCN8A;SCN4A;SCN2A,3351
complex_genes,SE,GO_Biological_Process_2023,Melanosome Assembly (GO:1903232),16/18,1.1668687837467814e-9,39.93283358320839,955.3890711634659,HPS1;AP1B1;AP3D1;HPS4;HPS3;AP3B1;HPS6;HPS5;AP3M1;AP1G1;AP1S2;AP1S1;AP3S2;AP1S3;AP3S1;AP1M1,3351
complex_genes,SE,GO_Biological_Process_2023,Negative Regulation Of Stem Cell Population Maintenance (GO:1902455),17/20,1.2132956498408831e-9,28.29254149170166,675.61158329368,HDAC2;SF3B3;HDAC1;TET1;ARID4B;ING1;SAP30;ING2;BRMS1;RBBP4;SIN3A;BRMS1L;SAP30L;RBBP7;SINHCAF;SUDS3;OGT,3351
complex_genes,SE,GO_Biological_Process_2023,Regulation Of Cell Differentiation (GO:0045595),70/193,1.2350347949170867e-9,2.8665165042384957,68.38185843972929,GSK3B;SMARCB1;HSP90AB1;CSF1;CHD4;CHD3;BCL7A;PPP2R1A;BCL7C;DPF1;BCL7B;DPF3;TNR;ARID2;CDK5RAP3;APC2;SS18;SMARCC1;PBRM1;SMARCC2;ACTL6B;ACTL6A;ARID1A;ARID1B;KLHL41;TGFBR1;BIN1;SINHCAF;BIRC2;ATF4;SMARCD1;CEBPB;HDAC2;NLGN1;SMARCD2;TNXB;SMARCD3;CEBPD;HDAC1;LEF1;BICRA;PPP2CA;RELN;MTA1;RBBP4;BRD9;PRAME;RBBP7;VHL;BRD7;MTA2;MTA3;MBD3;SUZ12;SMARCE1;PHF10;BICRAL;TRIP4;SMARCA2;ELL3;GATAD2B;SMARCA4;GATAD2A;CDK9;CDK6;APC;APLF;TAF8;CTNNB1;CDK5R1,3351
complex_genes,SE,GO_Biological_Process_2023,Positive Regulation Of Developmental Process (GO:0051094),80/233,1.2520817885310182e-9,2.636918213734082,62.85191770134196,GSK3B;SMARCB1;HSP90AB1;FMR1;ARID4A;ARID4B;ING1;CDC20;ING2;BCL7A;SIN3A;BCL7C;DPF1;BCL7B;DPF2;DPF3;VPS35;FBXO5;TRAPPC13;ARID2;NCOA1;NCOA2;SS18;SMARCC1;PBRM1;SMARCC2;ACTL6B;ACTL6A;TET1;ARID1A;SIRT1;ARID1B;SAP30;BRMS1;MMRN2;PPARG;SINHCAF;ANAPC2;SMARCD1;CEBPB;HDAC2;NLGN1;PRKAA1;SMARCD2;PAXIP1;SF3B3;TNXB;SMARCD3;HDAC1;NRXN1;LEF1;PDGFB;BICRA;RELN;RBBP4;SAP30L;NLRP5;BRD9;SUDS3;RBBP7;VHL;BRD7;SMARCE1;XBP1;PHF10;BICRAL;KRT10;SMARCA2;SMARCA4;VEGFA;MAD2L2;DLG4;DLG5;BRMS1L;SHLD2;AGO2;SHLD1;CTNNB1;OGT;MCU,3351
complex_genes,SE,GO_Cellular_Component_2023,Transcription Factor TFTC Complex (GO:0033276),15/17,1.3506680658060077e-9,37.42580935251799,832.7639334091618,ENY2;TAF12;TRRAP;TAF10;USP22;TAF9;TAF5L;KAT2A;TADA3;TAF7;TAF6;TAF5;TAF4;ATXN7L3;TAF2,3351
complex_genes,SE,GO_Molecular_Function_2023,Ubiquitin Ligase-Substrate Adaptor Activity (GO:1990756),27/44,1.425563310533021e-9,7.946910172011043,191.01272137208827,KLHL15;KEAP1;FBXO45;FBXO42;DCAF1;FZR1;FBXO4;FBXO3;FEM1C;PRAME;VHL;BTRC;DCAF12;FBXO7;DCAF13;FBXO9;KLHDC10;SKP1;KLHDC2;KLHDC3;FEM1A;KLHL25;FEM1B;FBXL19;KLHL22;APPBP2;FBXL2,3351
complex_genes,SE,GO_Biological_Process_2023,Integrated Stress Response Signaling (GO:0140467),21/29,1.452568223444541e-9,13.117905405405406,310.6395224213408,CREBZF;CEBPA;BATF2;NFE2;CEBPB;BATF3;JUN;CEBPD;CEBPE;CEBPG;FOS;EIF2S1;BATF;FOSL1;CREB3;MAF;MAFB;DDIT3;NFE2L3;JUNB;NFE2L2,3351
complex_genes,SE,GO_Molecular_Function_2023,DNA-binding Transcription Factor Binding (GO:0140297),92/282,1.4874327773967872e-9,2.4454191631272106,58.55513251752623,RB1;ATF2;GSK3B;CCNT1;KDM1A;GTF2B;KEAP1;CHD4;RBPJ;YY1;KAT5;SIN3A;MYC;MLX;KAT8;UBXN7;BBS7;NBN;BBS5;BBS4;MED1;TBP;DNMT3A;ARNT;FOS;SIRT1;YWHAZ;HCFC1;RBX1;KAT2B;KAT2A;CREB1;TFDP1;DDIT3;KAT6A;MYOD1;CSNK2B;PPARG;ATF4;YAP1;CEBPA;HDAC2;SMARCD3;DHX9;EPAS1;PRKDC;MAX;HDAC1;CEBPG;TAF9;DDX20;HIF1A;RELA;MTA1;DDRGK1;NKX2-1;RPS3;E2F1;RBBP8;FLNA;NLRP3;DMAP1;VHL;NKX2-5;MTA2;EIF4E;BBS2;STAT5A;SMAD2;BBS1;JUN;SMAD3;TAF12;NFYB;SETD1A;STAT3;SMARCA1;USF2;USF1;MAD2L2;MLXIPL;PSMC5;TTC8;CNOT7;STING1;BCL2;CTNNB1;TAF7;BCOR;BMAL1;NFE2L2;TAF1,3351
complex_genes,SE,GO_Biological_Process_2023,Spliceosomal Complex Assembly (GO:0000245),33/62,1.5321465517837294e-9,5.699943879778013,134.63841056872462,SF3B4;SF3B5;SF3B2;SF3B3;DDX46;DDX1;SF3B6;DDX23;PRPF19;USP39;HTATSF1;SNRPD2;RBMX2;SNRPD1;SNIP1;SNRPB2;SNRPD3;SMN1;TXNL4A;SF3B1;SF3A3;SF3A1;SF3A2;NCBP1;PRPF6;PHF5A;DDX39B;SNRPG;SNRPA1;SNRPE;SNRPF;SNRNP200;SNRPB,3351
complex_genes,SE,GO_Cellular_Component_2023,Calcium Channel Complex (GO:0034704),31/59,1.98597443429233e-9,5.542717297762478,121.11244497430721,RYR1;RYR2;MCUB;CACNA1C;PKD1;RYR3;SCN11A;SCN9A;SCN7A;SCN5A;CACNA1S;SCN3A;SCN1A;TRPC5;TRPC4;CACNB1;CACNB2;CACNB3;SCN10A;SMDT1;CACNB4;SCN8A;MICU3;SCN4A;CALM3;MICU2;MICU1;CALM1;SCN2A;CALM2;MCU,3351
complex_genes,SE,GO_Biological_Process_2023,Cellular Component Assembly (GO:0022607),86/260,2.134975335602429e-9,2.4939712379644785,58.06720468598702,SYCP2;GPAA1;SYCP1;SLC2A1;CD3G;IL1RAP;LAMC1;CD3E;PPP2R1A;RAC3;ELOB;KNTC1;IKBKG;KIFAP3;TEAD1;KPNA3;AP2M1;RSPH6A;FGB;CARD10;FGA;TINF2;FGG;TEX12;AXIN1;DNAJB13;TRAF2;YWHAZ;DARS1;TAPBP;NEMF;SLC7A9;GORASP2;PARD3;ZW10;CSNK2B;MATN1;POT1;GEMIN5;LLGL1;GAS8;YAP1;BECN1;NLGN1;KMT2A;DHX9;PDGFA;LIN7A;RSPH9;CFAP206;ADD1;ADD2;BAG6;SYCE3;SYCE2;VCPIP1;SYCE1;PARD6B;PDCD10;HAS1;HAS3;HAS2;ACD;RSPH4A;WDR19;FANCA;RANBP9;FANCC;PARVB;PEX14;RSPH1;EPRS1;STAG3;APC;DLG4;CAPZA1;CAPZA2;KRT14;IL2RB;MDM2;TCAP;APBA1;MDM4;NDUFAF1;CD247;MNAT1,3351
complex_genes,SE,GO_Biological_Process_2023,Response To Ionizing Radiation (GO:0010212),36/72,2.1674021737262627e-9,5.011463046757164,116.5756558326157,BLM;PRKAA1;PAXIP1;BRCA1;BRCA2;TANK;BABAM1;BABAM2;STK11;MTA1;KAT5;MYC;FIGNL1;UIMC1;SWI5;TNKS1BP1;TOPBP1;MEN1;BARD1;XRCC4;INTS3;HUS1;LIG4;INO80;SIRT1;SPIDR;INIP;RAD51;MSH2;FANCD2;ERCC4;NABP2;NABP1;INTS7;CLOCK;RAD9A,3351
complex_genes,SE,GO_Biological_Process_2023,Cell-Matrix Adhesion (GO:0007160),47/109,2.222538489121637e-9,3.805694954307584,88.4084402247202,COL17A1;ITGB1;ITGAM;COL13A1;ITGB5;ITGB4;ITGB3;ITGA2B;ITGB2;ILK;ITGAE;ITGAL;PKD1;THBS3;SGCE;VTN;TNN;ITGAX;ITGB8;EMILIN1;ITGAV;ITGB7;ITGB6;RAC1;FGB;FGA;ITGA4;ITGA3;ITGA2;FGG;ITGA1;FN1;TSC1;DYNLL1;TIMM10B;MKLN1;COL3A1;ITGAD;ITGA10;ITGA11;ITGA8;ITGA7;ITGA6;ITGB1BP1;ITGA5;VCL;ITGA9,3351
complex_genes,SE,GO_Biological_Process_2023,Melanosome Organization (GO:0032438),24/37,2.2516687866693905e-9,9.23132413123396,214.272541672187,SNAPIN;HPS1;AP1B1;AP3D1;DTNBP1;HPS4;HPS3;AP3B1;HPS6;HPS5;BLOC1S4;AP3M1;BLOC1S5;BLOC1S6;AP1G1;BLOC1S1;BLOC1S2;BLOC1S3;AP1S2;AP1S1;AP3S2;AP1S3;AP3S1;AP1M1,3351
complex_genes,SE,GO_Molecular_Function_2023,Nuclear Vitamin D Receptor Binding (GO:0042809),13/13,2.8620512794803196e-9,216437,5030822.12418856,TAF11;MED16;MED4;MED17;MED12;MED22;MED14;MED13;RXRA;SNW1;MED30;THRAP3;TAF7,3351
complex_genes,SE,GO_Cellular_Component_2023,RNA Polymerase I Complex (GO:0005736),12/12,2.867779992048367e-9,199788,4286315.406091295,POLR1B;POLR1C;POLR1D;POLR2E;POLR1E;POLR2F;POLR1F;POLR1G;POLR2H;POLR1H;POLR2K;POLR2L,3351
complex_genes,SE,GO_Cellular_Component_2023,npBAF Complex (GO:0071564),12/12,2.867779992048367e-9,199788,4286315.406091295,SMARCE1;SMARCD1;SMARCC1;SMARCB1;SMARCC2;SMARCD3;PHF10;ACTL6A;ARID1A;ARID1B;SMARCA2;SMARCA4,3351
complex_genes,SE,GO_Biological_Process_2023,ATP Biosynthetic Process (GO:0006754),19/25,2.9332548595828534e-9,15.8171768707483,362.76653946024305,ATP5PF;ATP5PD;ATP5PB;ATP5MC2;ATP5MC3;PRKAG2;ATP5F1C;ATP5F1D;ATP5F1E;ATP5MC1;ATP5F1A;ATP5F1B;ATP5MGL;ATP5PO;ATP5MK;ATP5MJ;ATP5MG;ATP5MF;ATP5ME,3351
complex_genes,SE,GO_Biological_Process_2023,Response To dsRNA (GO:0043331),19/25,2.9332548595828534e-9,15.8171768707483,362.76653946024305,IFNA5;IFNA4;IFNA7;IFNA6;IFNA14;TICAM2;IFNA16;IFNB1;IFNA17;IFNA2;SLC3A2;TICAM1;IFNA8;IFNW1;IFNE;IFNK;PMAIP1;IFNA21;IFNA10,3351
complex_genes,SE,GO_Biological_Process_2023,Regulation Of Macroautophagy (GO:0016241),43/96,3.0893597124955013e-9,4.070338345006959,93.11775146994971,ATP6V1A;BECN1;PRKAA2;PIK3R4;SNX32;VPS26A;VPS26B;WDR24;TBK1;CAPNS1;ATP6V0A2;ATP6V1H;VPS35;CAPN1;IKBKG;MAP3K7;ATP6V1D;SNX5;ATG5;ATP6V0A1;SNX6;ATP6V0B;EXOC8;EXOC7;TSC2;TSC1;ATG14;SIRT1;ATG12;MTOR;IL4;PIK3CA;CDK5;STING1;EXOC4;PIK3C3;SMCR8;ULK1;ATP6V0C;GAPDH;PAFAH1B2;TECPR1;CDK5R1,3351
complex_genes,SE,GO_Molecular_Function_2023,Transcription Coregulator Binding (GO:0001221),44/99,3.302185437579859e-9,4.014272754762625,92.55435645410004,THRB;SMARCD3;EPAS1;HDAC1;PHF1;LEF1;CHD4;HIF1A;RELA;RXRA;TERT;MYC;ELOB;STAT6;ELOC;RPL17;SUZ12;MED1;SREBF1;SMAD4;SMAD3;UBE2I;CBX3;EED;STAT1;MED9;TRAPPC2B;FOS;ESR1;MED6;SMARCA4;CDK9;PER2;CREB3;PER1;PER3;CNOT2;MTF2;RARA;LCOR;CTNNB1;ATF7;PPARG;EZH2,3351
complex_genes,SE,GO_Cellular_Component_2023,U2-type Catalytic Step 2 Spliceosome (GO:0071007),20/29,3.607004860768907e-9,11.101104106207679,235.4632371671129,CDC5L;CWC15;PLRG1;PRPF19;PRPF8;EFTUD2;XAB2;SNRNP40;SNW1;SNRPD2;SNRPD1;SNRPG;PPIE;SNRPB2;SNRPA1;SNRPE;SNRPD3;SNRPF;BCAS2;SNRPB,3351
complex_genes,SE,GO_Biological_Process_2023,Intracellular Protein Transmembrane Transport (GO:0065002),27/46,4.117521482786184e-9,7.1095382861485845,160.5613172970559,TOMM40;SRP54;TOMM20;PEX26;TIMM50;SEC61A2;SEC61A1;GRPEL1;SEC61G;GRPEL2;TIMM17A;TIMM17B;ROMO1;SEC61B;DNAJC19;PAM16;TIMM23;PEX10;PEX2;TIMM44;PEX1;TIMM21;DNAJC15;PEX12;PEX13;PEX14;PEX6,3351
complex_genes,SE,GO_Biological_Process_2023,Regulation Of Translation (GO:0006417),71/202,4.326441001235772e-9,2.7294218953639917,61.48988144583125,EIF4A2;CYFIP1;RPL5;FMR1;EIF4A3;NAT10;YBX1;RPS4X;SYNCRIP;METTL14;ENC1;RACK1;CSNK2A1;NCBP1;DAPK1;NCBP2;METTL3;RPL13A;TSC1;MIF4GD;CSDE1;GEMIN5;ETF1;RPL26;EIF4E2;GAPDH;DDX6;RPL10;DHX9;PRKDC;POLDIP3;DDX1;NOLC1;FOXO3;MRPL13;THBS1;GIGYF2;GSPT1;FXR1;FXR2;TCOF1;RPS3;IGF2BP1;METTL5;EIF4E;PAIP1;EIF2B4;EIF2B2;KLHL25;ELP1;ELP2;ELP3;CNOT10;ELP4;ELP5;ELP6;EIF2S1;MTOR;IL6;EPRS1;CNOT1;HNRNPD;EIF3H;EIF3E;EIF3C;CNOT9;EIF4G3;OGT;EIF3D;EIF4G1;EIF3B,3351
complex_genes,SE,GO_Biological_Process_2023,Protein Targeting (GO:0006605),52/129,4.346728373424226e-9,3.3923857288513246,76.33370396527539,NCF1;AP4E1;SRP54;SRP14;TOMM20;TOMM22;AP4M1;SEC61A1;SEC61G;TIMM17A;TIMM17B;AP1S3;FBXO7;PRKCI;VPS37C;TIMM23;VPS37D;VPS37A;PEX1;VPS37B;CDC37;PARD3;PEX6;NLGN1;TOMM40;TIMM9;RPL11;PIK3R4;TIMM13;KATNB1;TIMM10;SDCBP;VPS8;AP4S1;AP1M2;DNAJC19;TIMM8B;HPS4;AP3D1;TIMM44;PEX12;AP4B1;SPCS3;SPCS2;SPCS1;NACA;GIPC1;VPS41;SRPRA;TOMM7;SRPRB;TOMM5,3351
