ko_symbol,event,database,term,overlap,adjusted_p_value,odds_ratio,combined_score,genes,gene_number
Qk,SE,GO_Biological_Process_2023,Protein Localization To Chromatin (GO:0071168),3/31,0.040841913511922505,9.937625754527163,53.77006807612963,MCM8;PPHLN1;CHMP7,216
Qk,SE,GO_Biological_Process_2023,Protein Lipidation (GO:0006497),4/62,0.040905140760823314,6.41704619388419,34.63944501545296,DPM1;SLC30A5;PIGP;ATG5,216
Qk,SE,GO_Biological_Process_2023,Protein-Containing Complex Disassembly (GO:0032984),4/62,0.040905140760823314,6.41704619388419,34.63944501545296,CHMP2A;PEX2;CHMP7;PEX14,216
Qk,SE,GO_Cellular_Component_2023,Swr1 Complex (GO:0000812),2/12,0.042426865600045764,18.4803738317757,91.3426319460225,ING3;BRD8,216
Qk,SE,GO_Biological_Process_2023,NIK/NF-kappaB Signaling (GO:0038061),3/32,0.043165348504165285,9.594463331714424,51.04466492297387,IRAK1;BTRC;MAP3K7,216
Qk,SE,GO_Biological_Process_2023,Negative Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000134),3/32,0.043165348504165285,9.594463331714424,51.04466492297387,DLG1;RBL1;JADE1,216
Qk,SE,GO_Biological_Process_2023,Regulation Of Gene Expression By Genomic Imprinting (GO:0006349),2/10,0.043165348504165285,23.102803738317757,122.70970243239833,PCGF5;DNMT3A,216
Qk,SE,GO_Biological_Process_2023,Vacuole Fusion (GO:0097576),2/10,0.043165348504165285,23.102803738317757,122.70970243239833,CHMP2A;CHMP7,216
Qk,SE,GO_Biological_Process_2023,Nuclear Pore Complex Assembly (GO:0051292),2/10,0.043165348504165285,23.102803738317757,122.70970243239833,FXR1;NDC1,216
Qk,SE,GO_Biological_Process_2023,Positive Regulation Of DNA Methylation-Dependent Heterochromatin Formation (GO:0090309),2/10,0.043165348504165285,23.102803738317757,122.70970243239833,PPHLN1;MPHOSPH8,216
Qk,SE,GO_Biological_Process_2023,Gene Expression (GO:0010467),9/296,0.04369006399859933,2.9536433873655508,15.636644393735144,NUP214;FYTTD1;FMR1;HNRNPD;DDX20;RPL10A;MRPL24;RPS24;THOC7,216
Qk,SE,GO_Biological_Process_2023,Positive Regulation Of Type I Interferon Production (GO:0032481),4/64,0.043868989900169734,6.20251572327044,32.77780673447107,IRAK1;POLR3B;DHX9;GAPDH,216
Qk,SE,GO_Molecular_Function_2023,Basal RNA Polymerase II Transcription Machinery Binding (GO:0001099),3/36,0.044763934808995154,8.429790866410585,42.04351284934773,TBP;DHX9;PEX2,216
Qk,SE,GO_Biological_Process_2023,Negative Regulation Of Protein Metabolic Process (GO:0051248),6/147,0.04492345844099719,3.9803444782168187,20.85322265730517,BAG6;FXR1;FMR1;IGF2BP1;CNOT10;GAPDH,216
Qk,SE,GO_Biological_Process_2023,Regulation Of Potassium Ion Transmembrane Transport (GO:1901379),3/33,0.04492345844099719,9.274178403755869,48.53002837803599,DLG1;CAB39;BIN1,216
Qk,SE,GO_Biological_Process_2023,Ubiquitin-Dependent Protein Catabolic Process Via The Multivesicular Body Sorting Pathway (GO:0043162),3/33,0.04492345844099719,9.274178403755869,48.53002837803599,CHMP2A;UBAP1;CHMP7,216
Qk,SE,GO_Biological_Process_2023,Positive Regulation Of Chromosome Organization (GO:2001252),3/33,0.04492345844099719,9.274178403755869,48.53002837803599,RAD50;TINF2;TERF2,216
Qk,SE,GO_Biological_Process_2023,RNA Export From Nucleus (GO:0006405),4/65,0.04492345844099719,6.100525827404887,31.902273443257425,NUP214;FYTTD1;FMR1;THOC7,216
Qk,SE,GO_Biological_Process_2023,Regulation Of Translational Initiation (GO:0006446),4/65,0.04492345844099719,6.100525827404887,31.902273443257425,EIF4A2;FMR1;MIF4GD;EIF4G3,216
Qk,SE,GO_Biological_Process_2023,Macroautophagy (GO:0016236),5/104,0.04534539288763925,4.711810043563598,24.571807829412016,VPS41;CHMP2A;ULK1;CHMP7;ATG5,216
Qk,SE,GO_Molecular_Function_2023,Methyltransferase Activity (GO:0008168),3/37,0.047180410740411766,8.181441590720796,40.17757276127521,N6AMT1;DNMT3B;BUD23,216
Qk,SE,GO_Biological_Process_2023,Transcription Initiation-Coupled Chromatin Remodeling (GO:0045815),3/34,0.04822120430170623,8.974557019536574,46.20402493066531,N6AMT1;ATF2;KAT7,216
Qk,SE,GO_Biological_Process_2023,Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045),5/106,0.048234705390896,4.618037633147201,23.71398637000718,DLG1;PBRM1;RBL1;JADE1;AMBRA1,216
Qk,SE,GO_Biological_Process_2023,"RNA Splicing, Via Endonucleolytic Cleavage And Ligation (GO:0000394)",2/11,0.048234705390896,20.53478712357217,105.09502599440822,ZBTB8OS;TSEN2,216
Qk,SE,GO_Biological_Process_2023,"tRNA Splicing, Via Endonucleolytic Cleavage And Ligation (GO:0006388)",2/11,0.048234705390896,20.53478712357217,105.09502599440822,ZBTB8OS;TSEN2,216
Qk,SE,GO_Biological_Process_2023,Telomere Maintenance In Response To DNA Damage (GO:0043247),2/11,0.048234705390896,20.53478712357217,105.09502599440822,TRAPPC13;TERF2,216
Qk,SE,GO_Biological_Process_2023,Lysosomal Membrane Organization (GO:0097212),2/11,0.048234705390896,20.53478712357217,105.09502599440822,CHMP2A;CHMP7,216
Qk,SE,GO_Biological_Process_2023,Negative Regulation Of Potassium Ion Transmembrane Transport (GO:1901380),2/11,0.048234705390896,20.53478712357217,105.09502599440822,CAB39;BIN1,216
Qk,SE,GO_Cellular_Component_2023,ISWI-type Complex (GO:0031010),2/13,0.04847610598637899,16.79949022939677,80.34735281254864,CECR2;BPTF,216
Qk,SE,GO_Biological_Process_2023,Regulation Of Cellular Response To Stress (GO:0080135),5/107,0.04906763989452017,4.572530433974538,23.300895626379344,INO80E;ACTR5;TADA3;USP1;NFRKB,216
Rbm24,SE,GO_Cellular_Component_2023,Nucleus (GO:0005634),101/4487,8.392660830999345e-14,3.195265032474335,113.05433455940513,ATF2;CCNT1;FMR1;DCAF8;RBPJ;VIRMA;KAT5;PPP4R2;RBMX2;KNTC1;MAP3K7;MED1;KDM2B;FBXW11;DNTTIP1;TSC2;ARMC8;PRKAB1;THOC7;INIP;MED7;BIN1;MSH3;GEMIN8;PAXIP1;MEAF6;SRCAP;CUL3;FXR1;BAG6;FIGNL1;MIER1;BPTF;CPSF7;BRPF3;XRCC3;INTS2;RFXANK;FANCE;LSM2;POLA1;STAG1;DLG1;CNOT2;TADA3;MDM2;RNPS1;MMS19;MDM4;MYD88;EIF4G1;NCAPG2;ZBTB8OS;MED15;ING1;MED14;ING3;UBXN7;YAF2;KDM6A;TOP3B;TBP;RING1;STRADA;STRADB;ACTR5;TOP3A;MSL2;RAD23A;TERF2;UCHL5;MED22;CREB1;TFDP2;MTF2;SPOPL;GAPDH;ITGB3BP;BIRC2;NAA20;PNKP;AMBRA1;CENPA;CECR2;USP1;RBBP8;PMS2;BRD8;SMARCE1;SLF2;PCGF5;PCGF2;TPRKB;APTX;GATAD2A;KANSL1;TAF8;ERCC8;NAA16;BCOR;TAF2,212
Rbm24,SE,GO_Cellular_Component_2023,Intracellular Membrane-Bounded Organelle (GO:0043231),106/5175,3.6294124875288376e-12,2.9037285460643125,89.78852121875661,ATF2;CCNT1;FMR1;DCAF8;RBPJ;VIRMA;KAT5;PPP4R2;RBMX2;KNTC1;MAP3K7;MED1;KDM2B;FBXW11;DNTTIP1;TSC2;ARMC8;PRKAB1;THOC7;INIP;MED7;BIN1;MSH3;GEMIN8;PAXIP1;MEAF6;SRCAP;CUL3;FXR1;BAG6;FIGNL1;MIER1;SEC31A;BPTF;OSBPL9;CPSF7;BRPF3;XRCC3;INTS2;RFXANK;FANCE;LSM2;POLA1;STAG1;DLG1;HOOK2;CNOT2;TADA3;MDM2;RNPS1;MMS19;MDM4;MYD88;EIF4G1;NCAPG2;ZBTB8OS;MED15;ING1;MED14;ING3;AP1G1;UBXN7;YAF2;KDM6A;TOP3B;SUN1;TBP;RING1;STRADA;STRADB;ACTR5;TOP3A;MSL2;RAD23A;TERF2;UCHL5;MED22;CREB1;TFDP2;MTF2;SPOPL;GAPDH;ITGB3BP;BIRC2;NAA20;PNKP;AMBRA1;CENPA;CECR2;USP1;RBBP8;PMS2;BRD8;SMARCE1;SLF2;PCGF5;PCGF2;TPRKB;APTX;GATAD2A;KANSL1;TAF8;ERCC8;NAA16;BCOR;TAF2,212
Rbm24,SE,GO_Biological_Process_2023,DNA Repair (GO:0006281),21/291,7.704899582101887e-9,7.947993019197208,206.35211393270293,UVRAG;FANCM;FMR1;ACTR5;PNKP;XRCC3;GTF2H1;RAD23A;FANCE;APTX;INIP;FANCG;POLA1;KAT5;EME2;MSH3;EP400;RBBP8;PMS2;ERCC8;MMS19,212
Rbm24,SE,GO_Cellular_Component_2023,INO80-type Complex (GO:0097346),8/25,8.406881183856466e-9,45.6078431372549,1038.4268534541202,INO80E;ING3;SRCAP;KAT5;ACTR5;EP400;BRD8;UCHL5,212
Rbm24,SE,GO_Cellular_Component_2023,Nuclear Chromosome (GO:0000228),12/95,1.8137945083083922e-8,14.244578313253012,309.2777840264025,SMARCE1;INO80E;ING3;KAT5;SRCAP;ACTR5;FIGNL1;NCAPG2;EP400;BRD8;NCAPD3;UCHL5,212
Rbm24,SE,GO_Biological_Process_2023,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508),27/557,3.461708593663775e-8,5.303069862315145,126.03889371632808,INO80E;MEAF6;PHF20;ING1;IKBKB;MED14;ING3;KAT5;EP400;BRD8;YAF2;MED1;SMARCC2;CHUK;FBXW11;ACTR5;MSL2;GTF2H1;UCHL5;GATAD2A;MED22;CREB1;KANSL1;TADA3;MMS19;NAA16;TAF2,212
Rbm24,SE,GO_Biological_Process_2023,Regulation Of DNA Repair (GO:0006282),14/129,4.752751584864038e-8,12.09582784365393,278.74509147065015,SMARCE1;INO80E;SMARCC2;MEAF6;ACTR5;UCHL5;ING3;KAT5;PPP4R2;TADA3;EP400;USP1;BRD8;TAF2,212
Rbm24,SE,GO_Biological_Process_2023,Chromatin Remodeling (GO:0006338),17/228,1.3350470555101782e-7,8.088686353141329,175.72040520024578,SMARCE1;INO80E;SMARCC2;PAXIP1;RING1;KDM2B;PCGF2;ACTR5;UCHL5;GATAD2A;CECR2;KAT5;MIER1;MTF2;BCOR;BPTF;KDM6A,212
Rbm24,SE,GO_Biological_Process_2023,Regulation Of DNA-templated Transcription (GO:0006355),50/1922,4.56760918612646e-7,2.9538619816397595,59.877894226289555,ATF2;CCNT1;PHF20;RBPJ;ING1;IKBKB;MED14;ING3;KAT5;YAF2;MED1;SMARCC2;KDM2A;RING1;KDM2B;CHUK;FBXW11;ACTR5;MSL2;UCHL5;MED7;MED22;CREB1;TFDP2;MTF2;INO80E;MEAF6;SRCAP;MIER1;EP400;RBBP8;BRD8;BPTF;SMARCE1;PCGF5;BRPF3;GTF2H1;RFXANK;GATAD2A;ZZZ3;KANSL1;CNOT2;TADA3;MDM2;MMS19;MDM4;NAA16;BCOR;RCOR2;TAF2,212
Rbm24,SE,GO_Biological_Process_2023,DNA Metabolic Process (GO:0006259),18/288,4.584210857956764e-7,6.707216494845361,134.715139965905,TOP3B;UVRAG;INO80E;FMR1;ACTR5;PNKP;XRCC3;TOP3A;GTF2H1;TERF2;UCHL5;INIP;FANCG;POLA1;MSH3;EP400;RBBP8;MMS19,212
Rbm24,SE,GO_Biological_Process_2023,Positive Regulation Of Transcription Initiation By RNA Polymerase II (GO:0060261),9/52,7.33385703932354e-7,20.358002062091877,396.18849482092776,MED1;MED22;MED14;TBP;PAXIP1;TAF8;MED15;TAF2;MED7,212
Rbm24,SE,GO_Biological_Process_2023,Chromatin Organization (GO:0006325),17/268,7.888078833168548e-7,6.78575952599857,130.65767682651136,SMARCE1;INO80E;SMARCC2;PAXIP1;RING1;KDM2B;PCGF2;ACTR5;UCHL5;GATAD2A;CECR2;ZZZ3;MIER1;MTF2;BCOR;BPTF;KDM6A,212
Rbm24,SE,GO_Biological_Process_2023,Histone H4 Acetylation (GO:0043967),8/39,1.019113201239858e-6,24.99304237824162,471.2405239550188,ING3;MEAF6;KAT5;KANSL1;PHF20;EP400;MSL2;BRD8,212
Rbm24,SE,GO_Biological_Process_2023,Positive Regulation Of DNA-templated Transcription Initiation (GO:2000144),9/56,1.019113201239858e-6,18.6216329525207,349.6282030601754,MED1;MED22;MED14;TBP;PAXIP1;TAF8;MED15;TAF2;MED7,212
Rbm24,SE,GO_Biological_Process_2023,Regulation Of Transcription Initiation By RNA Polymerase II (GO:0060260),9/57,1.0901516857245254e-6,18.232758620689655,339.3605764959881,MED1;MED22;MED14;TBP;PAXIP1;TAF8;MED15;TAF2;MED7,212
Rbm24,SE,GO_Biological_Process_2023,Positive Regulation Of Double-Strand Break Repair (GO:2000781),10/84,2.4451610770945205e-6,13.188386406208188,233.67022888982083,SMARCE1;ING3;SMARCC2;SLF2;KAT5;MEAF6;PNKP;EP400;MMS19;BRD8,212
Rbm24,SE,GO_Biological_Process_2023,Regulation Of Double-Strand Break Repair (GO:2000779),10/88,3.539519087115745e-6,12.50952018278751,215.95407613953188,SMARCE1;ING3;SMARCC2;SLF2;KAT5;PPP4R2;MEAF6;FIGNL1;EP400;BRD8,212
Rbm24,SE,GO_Biological_Process_2023,Positive Regulation Of DNA-templated Transcription (GO:0045893),36/1243,3.539519087115745e-6,3.1488476312419973,54.14080762576933,ATF2;INO80E;MEAF6;CCNT1;PHF20;RBPJ;ING1;IKBKB;RPTOR;MED14;ING3;KAT5;EP400;BRD8;YAF2;BPTF;MED1;SMARCC2;CHUK;PCGF5;FBXW11;ACTR5;MSL2;GTF2H1;RFXANK;UCHL5;GATAD2A;MED22;MAVS;CREB1;TFDP2;KANSL1;TADA3;MMS19;NAA16;TAF2,212
Rbm24,SE,GO_Cellular_Component_2023,Swr1 Complex (GO:0000812),5/12,3.7112918397201644e-6,68.25741890959283,1103.5649381573671,ING3;KAT5;SRCAP;EP400;BRD8,212
Rbm24,SE,GO_Biological_Process_2023,Regulation Of Cell Cycle (GO:0051726),16/298,1.1639104415650395e-5,5.646547980894486,89.6249213583678,INO80E;MEAF6;ACTR5;TSC2;RAD23A;UCHL5;ZZZ3;ING3;KAT5;BIN1;FIGNL1;TADA3;EP400;MDM2;BRD8;BIRC2,212
Rbm24,SE,GO_Biological_Process_2023,RNA Polymerase II Preinitiation Complex Assembly (GO:0051123),8/56,1.1639104415650395e-5,16.127450980392158,255.9416310324398,MED1;MED22;MED14;TBP;TAF8;MED15;TAF2;MED7,212
Rbm24,SE,GO_Biological_Process_2023,Internal Peptidyl-Lysine Acetylation (GO:0018393),7/39,1.2750313277559972e-5,21.08109756097561,330.2725544498943,BAG6;ING3;MEAF6;KAT5;TADA3;EP400;BRD8,212
Rbm24,SE,GO_Biological_Process_2023,DNA Damage Response (GO:0006974),18/384,1.2750313277559972e-5,4.923609937468312,77.10850073542721,ATF2;UVRAG;SLF2;FMR1;PNKP;XRCC3;GTF2H1;INIP;FANCG;RPTOR;POLA1;KAT5;MSH3;EP400;RBBP8;ERCC8;MMS19;BID,212
Rbm24,SE,GO_Biological_Process_2023,Regulation Of Multicellular Organismal Development (GO:2000026),8/59,1.4144991982775284e-5,15.176470588235293,234.50383846965147,BAG6;INO80E;ZZZ3;MEAF6;BRPF3;ACTR5;TADA3;UCHL5,212
Rbm24,SE,GO_Biological_Process_2023,Transcription Preinitiation Complex Assembly (GO:0070897),8/59,1.4144991982775284e-5,15.176470588235293,234.50383846965147,MED1;MED22;MED14;TBP;TAF8;MED15;TAF2;MED7,212
Rbm24,SE,GO_Biological_Process_2023,Histone Acetylation (GO:0016573),8/60,1.5403523617437205e-5,14.883861236802414,227.98767468043306,ING3;KAT5;MEAF6;TADA3;EP400;BRD8;MAP3K7;TAF2,212
Rbm24,SE,GO_Biological_Process_2023,Double-Strand Break Repair (GO:0006302),12/168,1.6139067564659104e-5,7.550769230769231,114.95752337339543,POLA1;KDM2A;SLF2;KAT5;EME2;ACTR5;PNKP;XRCC3;TOP3A;RBBP8;ZSWIM7;INIP,212
Rbm24,SE,GO_Biological_Process_2023,Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161),16/319,2.0300095086200746e-5,5.249545362699536,78.48477910583803,FBXW11;CUL3;FAF2;FBXO17;RAD23A;ARMC8;AMBRA1;FBXL12;BAG6;KAT5;MDM2;UBXN7;SPOPL;ERCC8;BIRC2;KLHDC10,212
Rbm24,SE,GO_Biological_Process_2023,Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:0010569),8/71,5.072175780329124e-5,12.278244631185808,171.80318359868343,ING3;KAT5;PPP4R2;MEAF6;FIGNL1;EP400;MMS19;BRD8,212
Rbm24,SE,GO_Biological_Process_2023,Positive Regulation Of DNA Recombination (GO:0045911),7/51,6.168742278472853e-5,15.32239467849224,210.77394692828395,ING3;PAXIP1;KAT5;MEAF6;EP400;MMS19;BRD8,212
Rbm24,SE,GO_Biological_Process_2023,Transcription Initiation At RNA Polymerase II Promoter (GO:0006367),8/76,7.930275064823557e-5,11.372549019607844,153.13736439099156,MED1;MED22;MED14;TBP;TAF8;MED15;TAF2;MED7,212
Rbm24,SE,GO_Biological_Process_2023,Regulation Of Transcription Elongation By RNA Polymerase II (GO:0034243),8/77,8.445073598025246e-5,11.207161125319693,149.78248682943575,MED1;MED22;MED14;CCNT1;SRCAP;INTS2;MED15;MED7,212
Rbm24,SE,GO_Molecular_Function_2023,Methylation-Dependent Protein Binding (GO:0140034),8/68,1.0179259859215228e-4,12.894117647058824,184.76525027695564,ING3;ZZZ3;FMR1;NCAPG2;MTF2;NCAPD3;ING1;BPTF,212
Rbm24,SE,GO_Molecular_Function_2023,Methylated Histone Binding (GO:0035064),8/71,1.0179259859215228e-4,12.278244631185808,171.80318359868343,ING3;ZZZ3;FMR1;NCAPG2;MTF2;NCAPD3;ING1;BPTF,212
Rbm24,SE,GO_Biological_Process_2023,Positive Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:1905168),6/36,1.0243525328117296e-4,19.18252427184466,251.97129538148593,ING3;MEAF6;KAT5;EP400;MMS19;BRD8,212
Rbm24,SE,GO_Biological_Process_2023,Histone H2A Acetylation (GO:0043968),5/21,1.1204435456689407e-4,29.84903381642512,388.0143015901315,ING3;MEAF6;KAT5;EP400;BRD8,212
Rbm24,SE,GO_Biological_Process_2023,Histone Modification (GO:0016570),8/81,1.1204435456689407e-4,10.59092130002686,137.43631014463824,ING3;KAT5;MEAF6;MIER1;TADA3;EP400;BRD8;GATAD2A,212
Rbm24,SE,GO_Biological_Process_2023,Proteasomal Protein Catabolic Process (GO:0010498),12/220,1.9834351265488308e-4,5.648076923076923,69.88313940610298,BAG6;KAT5;FBXW11;CUL3;MDM2;UBXN7;SPOPL;ERCC8;RAD23A;ARMC8;AMBRA1;BIRC2,212
Rbm24,SE,GO_Biological_Process_2023,Positive Regulation Of Transcription Elongation By RNA Polymerase II (GO:0032968),6/43,2.637320805920144e-4,15.547887693518762,187.4488568289266,MED1;MED22;MED14;CCNT1;MED15;MED7,212
Rbm24,SE,GO_Cellular_Component_2023,Nuclear Lumen (GO:0031981),23/780,2.669549012097177e-4,3.0593682945069998,35.31743808776954,SMARCE1;MED1;INO80E;MEAF6;CCNT1;KRR1;FMR1;PNKP;DNTTIP1;RBPJ;APTX;TENT4B;UCHL5;FANCG;FXR1;POLA1;ZZZ3;KAT5;RBMX2;FIGNL1;MDM2;UTP20;NOL11,212
Rbm24,SE,GO_Cellular_Component_2023,Intracellular Non-Membrane-Bounded Organelle (GO:0043232),30/1195,2.669549012097177e-4,2.634957317360751,30.388435320020907,INO80E;MEAF6;CCNT1;FMR1;PNKP;FAF2;AMBRA1;RBPJ;TENT4B;FXR1;KAT5;RBMX2;UTP20;MED1;KRR1;DNTTIP1;FANCE;APTX;UCHL5;FANCG;POLA1;STAG1;ZZZ3;BIN1;SASS6;MDM2;MMS19;NOL11;EIF4G3;GAPDH,212
Rbm24,SE,GO_Cellular_Component_2023,H4/H2A Histone Acetyltransferase Complex (GO:0043189),5/29,2.669549012097177e-4,19.891304347826086,224.85539806548897,ING3;MEAF6;KAT5;EP400;BRD8,212
Rbm24,SE,GO_Cellular_Component_2023,NuA4 Histone Acetyltransferase Complex (GO:0035267),5/29,2.669549012097177e-4,19.891304347826086,224.85539806548897,ING3;MEAF6;KAT5;EP400;BRD8,212
Rbm24,SE,GO_Biological_Process_2023,Regulation Of DNA Metabolic Process (GO:0051052),9/124,3.1069109533821794e-4,7.584364960376955,89.96262380911243,INO80E;SLF2;MEAF6;ACTR5;TADA3;USP1;TERF2;UCHL5;TAF2,212
Rbm24,SE,GO_Cellular_Component_2023,cullin-RING Ubiquitin Ligase Complex (GO:0031461),10/174,3.361173478469647e-4,5.9236899299686065,64.97378374251187,FBXW11;CUL3;FBXO17;DCAF8;SPOPL;ERCC8;KLHL13;KLHDC10;DDA1;FBXL12,212
Rbm24,SE,GO_Biological_Process_2023,Double-Strand Break Repair Via Homologous Recombination (GO:0000724),8/111,0.001034497907321859,7.494764896249762,79.66083846272237,SLF2;KAT5;FANCM;XRCC3;TOP3A;RBBP8;ZSWIM7;INIP,212
Rbm24,SE,GO_Biological_Process_2023,Nucleotide-Excision Repair (GO:0006289),6/56,0.001113381039928691,11.497864077669902,120.7071139353891,POLA1;KAT5;PNKP;ERCC8;RAD23A;MMS19,212
Rbm24,SE,GO_Biological_Process_2023,"Positive Regulation Of DNA-templated Transcription, Elongation (GO:0032786)",6/56,0.001113381039928691,11.497864077669902,120.7071139353891,MED1;MED22;MED14;CCNT1;MED15;MED7,212
Rbm24,SE,GO_Cellular_Component_2023,Nucleolus (GO:0005730),21/771,0.001341142638715183,2.7909109947643977,26.483896637189666,MED1;INO80E;MEAF6;CCNT1;KRR1;FMR1;PNKP;DNTTIP1;RBPJ;APTX;TENT4B;UCHL5;FANCG;FXR1;POLA1;ZZZ3;KAT5;RBMX2;MDM2;UTP20;NOL11,212
Rbm24,SE,GO_Cellular_Component_2023,Core Mediator Complex (GO:0070847),4/23,0.0015075012050088888,20.00910931174089,185.792478331242,MED22;MED14;MED15;MED7,212
Rbm24,SE,GO_Biological_Process_2023,Positive Regulation Of DNA Repair (GO:0045739),7/89,0.0017654128293612078,8.205948839976205,82.14022237482578,SMARCE1;INO80E;SMARCC2;SLF2;ACTR5;USP1;UCHL5,212
Rbm24,SE,GO_Biological_Process_2023,mRNA Transcription By RNA Polymerase II (GO:0042789),5/38,0.0018427689795363917,14.459815546772068,143.73469426595776,MED1;TBP;CREB1;TAF8;TAF2,212
Rbm24,SE,GO_Biological_Process_2023,Regulation Of Embryonic Development (GO:0045995),6/62,0.0018458132865270306,10.262829403606103,101.73193143819869,BAG6;INO80E;ZZZ3;ACTR5;TADA3;UCHL5,212
Rbm24,SE,GO_Biological_Process_2023,Regulation Of Autophagy (GO:0010506),11/241,0.002011162999110472,4.653644819381354,45.61292459466502,RPTOR;UVRAG;KAT5;NPRL3;ATP6V1H;AMBRA1;DEPDC5;ATG13;EIF4G3;GAPDH;EIF4G1,212
Rbm24,SE,GO_Biological_Process_2023,Recombinational Repair (GO:0000725),7/95,0.002421760780765137,7.644124168514413,73.31536060279913,SLF2;KAT5;TOP3A;XRCC3;RBBP8;ZSWIM7;INIP,212
Rbm24,SE,GO_Biological_Process_2023,Double-Strand Break Repair Via Nonhomologous End Joining (GO:0006303),5/41,0.0024258235687545484,13.252818035426731,126.76718355554914,UVRAG;POLA1;KDM2A;PNKP;ERCC8,212
Rbm24,SE,GO_Molecular_Function_2023,Nuclear Receptor Binding (GO:0016922),8/115,0.0025334956580184893,7.213120762323621,74.81884816818634,SMARCE1;MED1;MED22;MED14;TADA3;MMS19;GTF2H1;BRD8,212
Rbm24,SE,GO_Cellular_Component_2023,Histone Acetyltransferase Complex (GO:0000123),4/27,0.0026678652268401796,16.525919732441473,142.69349794792066,MEAF6;KANSL1;PHF20;BRPF3,212
Rbm24,SE,GO_Biological_Process_2023,Regulation Of Chromosome Organization (GO:0033044),5/43,0.002923629823693409,12.554030002542587,117.15578193325055,INO80E;SLF2;ACTR5;TERF2;UCHL5,212
Rbm24,SE,GO_Biological_Process_2023,mRNA Transcription (GO:0009299),5/43,0.002923629823693409,12.554030002542587,117.15578193325055,MED1;TBP;CREB1;TAF8;TAF2,212
Rbm24,SE,GO_Biological_Process_2023,Negative Regulation Of DNA-templated Transcription (GO:0045892),25/1025,0.0029503058365790555,2.511764705882353,23.360842502020265,ATF2;RBPJ;ING1;KAT5;MIER1;YAF2;BPTF;SMARCE1;MED1;SMARCC2;KDM2A;RING1;KDM2B;FBXW11;PCGF2;GATAD2A;DLG1;CREB1;TFDP2;BIN1;CNOT2;MDM2;MDM4;BCOR;RCOR2,212
Rbm24,SE,GO_Molecular_Function_2023,Histone H4 Acetyltransferase Activity (GO:0010485),4/20,0.003161424283025471,23.764423076923077,234.40038019105668,ING3;MEAF6;KAT5;BRPF3,212
Rbm24,SE,GO_Biological_Process_2023,I-kappaB kinase/NF-kappaB Signaling (GO:0007249),5/45,0.0034889542720605697,11.92512077294686,108.64855292130575,IKBKB;CHUK;AZI2;MAP3K7;BIRC2,212
Rbm24,SE,GO_Biological_Process_2023,Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045),7/106,0.0042238230042543476,6.790983000739098,60.42788280648538,RPTOR;SMARCE1;DLG1;SMARCC2;SASS6;AMBRA1;EIF4G1,212
Rbm24,SE,GO_Molecular_Function_2023,Histone H4K12 Acetyltransferase Activity (GO:0043997),3/10,0.004321941667481091,40.562542720437456,361.91173207903086,ING3;MEAF6;BRPF3,212
Rbm24,SE,GO_Molecular_Function_2023,Histone H4K5 Acetyltransferase Activity (GO:0043995),3/10,0.004321941667481091,40.562542720437456,361.91173207903086,ING3;MEAF6;BRPF3,212
Rbm24,SE,GO_Molecular_Function_2023,Histone H4K8 Acetyltransferase Activity (GO:0043996),3/10,0.004321941667481091,40.562542720437456,361.91173207903086,ING3;MEAF6;BRPF3,212
Rbm24,SE,GO_Molecular_Function_2023,Histone Acetyltransferase Activity (GO:0004402),4/27,0.004321941667481091,16.525919732441473,142.69349794792066,ATF2;ING3;SRCAP;KAT5,212
Rbm24,SE,GO_Molecular_Function_2023,Nuclear Thyroid Hormone Receptor Binding (GO:0046966),4/27,0.004321941667481091,16.525919732441473,142.69349794792066,MED1;MED22;GTF2H1;BRD8,212
Rbm24,SE,GO_Molecular_Function_2023,Acetyltransferase Activity (GO:0016407),4/27,0.004321941667481091,16.525919732441473,142.69349794792066,SMARCE1;KAT5;DBT;NAA16,212
Rbm24,SE,GO_Cellular_Component_2023,ATAC Complex (GO:0140672),3/13,0.004324838536022488,28.389473684210525,229.31094025764475,ZZZ3;TADA3;MAP3K7,212
Rbm24,SE,GO_Biological_Process_2023,Regulation Of Cellular Response To Stress (GO:0080135),7/107,0.004386075211224029,6.722731707317073,59.425621439814265,INO80E;ACTR5;TADA3;USP1;UCHL5;TAF2;EIF4G1,212
Rbm24,SE,GO_Biological_Process_2023,Establishment Or Maintenance Of Apical/Basal Cell Polarity (GO:0035088),4/26,0.004530118711318017,17.277972027972027,151.81415387158637,DLG1;DLG3;DLG5;SCRIB,212
Rbm24,SE,GO_Molecular_Function_2023,Ubiquitin Binding (GO:0043130),6/80,0.0045677406642575065,7.759380739963264,65.8298316062582,FAF2;MDM2;UBXN7;RAD23A;MAP3K7;BIRC2,212
Rbm24,SE,GO_Cellular_Component_2023,Ino80 Complex (GO:0031011),3/14,0.005097320313235114,25.807307525010874,202.4322534709355,INO80E;ACTR5;UCHL5,212
