top_10
tRNA Modification
Nucleus
Chromatin Organization
"Catalytic Activity, Acting On A tRNA"
DNA Metabolic Process
Intracellular Membrane-Bounded Organelle
RNA Modification
Chromatin Remodeling
Histone Modification
DNA Repair
