Term,Overlap,Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,ko_symbol,gene_number,db
Intracellular Membrane-Bounded Organelle (GO:0043231),291/5175,5.037466957057342e-16,2.0090540828245746,82.02280109091946,VPS29;SLC4A1AP;RTCA;DCAF8;HNRNPR;ENO1;MKI67;GPATCH8;CCAR1;TIAL1;RPS6KA2;CHEK2;CHEK1;DPF2;FAM53A;UBAP2L;RNF111;AGFG1;TMPO;ESCO1;DDX11;SLC35C2;IFRD1;METTL3;DNTTIP1;RECQL;RFX1;ACTN4;SRRM1;NISCH;BIN1;TFAM;ANKRA2;BLZF1;LLGL2;MTMR2;CTBP1;STXBP2;COPS7B;UBE2J1;FXR1;SCFD1;RAB11FIP1;RACGAP1;PCBP4;PCBP2;LTA4H;PATZ1;RAB11FIP3;KAT14;TRMT1L;LHPP;VTI1B;SEC31A;PHC1;TIPARP;INTS2;NFATC3;CDC7;MEMO1;PTK2;MLLT10;STAG1;EIF5;STAG2;PPT1;RNPS1;PKIG;RPS24;RPAIN;SETD5;SETD6;MIA3;MED17;SMG6;ING3;NELFB;AP3S1;NELFCD;SPTAN1;TMED5;PBRM1;STRADA;TFE3;GNL2;BAZ1B;TERF2;GAK;MED22;MMP14;NCOR1;SLTM;MED21;MTF2;WAC;GPRC5C;PTMA;RNMT;ZDHHC20;GPS1;AKAP8;GGA1;SCAF8;BCLAF1;ARVCF;RNF138;PPP1R7;HSF1;EXOSC8;BRD9;BRD8;EXOSC1;NKTR;BRD4;RANBP3;MYEF2;MGMT;RRP1B;RAB11A;RNF146;CENPF;SEC23IP;FABP5;CENPH;TTC3;HNRNPA2B1;NBR1;CEP43;EEF1AKMT2;MTCH2;CCNT1;FMR1;CIB1;COMT;CDC14B;EEF1B2;STK11;PAPOLA;KMT5A;GTF2I;BORA;KDM2B;KMT5C;FBXW11;APLP2;IPMK;VRK1;CFAP410;THOC7;CLIP1;ILF3;MSH3;PRPF3;HDGFL2;CSNK1G2;ANKRD17;PDS5B;BAG6;BAG4;DEAF1;BAG1;SAFB2;SMYD2;TBC1D14;RPRD1B;NAE1;ECT2;ZC3H14;SMAD2;UBE2F;CHTOP;TIA1;ANKRD27;CPSF6;CPSF1;UBE2B;VTA1;HMGA1;ASPSCR1;DNAJC13;MACO1;FANCE;NFKB1;AZIN1;LSM2;CLK1;IFT20;NSFL1C;UBOX5;DAB2;LSM6;HOOK2;NASP;CNOT2;TADA3;UBA2;MAN2B1;OSBPL1A;FGFR1;SLC25A1;RBM27;KDM5A;MUS81;DIDO1;KDM5C;NAA40;CELF1;AKAP8L;FHL1;CEP164;DDX42;UFSP2;PIK3CB;RESF1;DTWD1;FLCN;AP1G1;UBTF;TLK2;HMG20B;BUD23;TOPBP1;DNM1L;YAF2;ILKAP;POLG;ACTR2;USP48;NCBP1;AKTIP;ATRX;RAD23A;PEX2;PPP2R5C;TRNAU1AP;REXO4;SENP1;EPN2;SUPV3L1;TRAF7;TFDP1;PKM;TFDP2;THRAP3;TRAPPC6B;TMBIM1;GAPDH;ITGB3BP;VAC14;GTF2A2;RBM47;ATF6B;POLDIP3;NAA20;USP10;WBP4;DPCD;UACA;ADD1;MAPK9;TRA2B;POLD1;MKNK2;RBBP8;BNIP2;RALY;POLR2H;DRAM2;MTA3;SMNDC1;MUTYH;TCF7L2;ATE1;PPIL2;ASCC1;IRX3;SWT1;DTNBP1;PTPN13;CDK11B;CHFR;U2SURP;RAD52;CARM1;ACIN1;QRICH1;FAM98A;ERCC6;TNRC6A;TAF2;SSBP4,Tra2b,718,GO_Cellular_Component_2023
Nucleus (GO:0005634),244/4487,5.183990297589112e-11,1.8245569023589114,52.167425477290124,RTCA;DCAF8;HNRNPR;ENO1;MKI67;GPATCH8;CCAR1;TIAL1;RPS6KA2;CHEK2;CHEK1;DPF2;FAM53A;UBAP2L;RNF111;TMPO;ESCO1;DDX11;IFRD1;METTL3;DNTTIP1;RECQL;ACTN4;SRRM1;BIN1;TFAM;ANKRA2;BLZF1;MTMR2;CTBP1;STXBP2;COPS7B;UBE2J1;FXR1;RACGAP1;PCBP4;PCBP2;LTA4H;PATZ1;KAT14;TRMT1L;LHPP;PHC1;TIPARP;INTS2;NFATC3;CDC7;MEMO1;PTK2;MLLT10;STAG1;EIF5;STAG2;PPT1;RNPS1;PKIG;RPS24;RPAIN;SETD5;SETD6;MED17;SMG6;ING3;NELFB;NELFCD;PBRM1;STRADA;TFE3;GNL2;BAZ1B;TERF2;MED22;MMP14;NCOR1;SLTM;MED21;MTF2;WAC;PTMA;RNMT;GPS1;AKAP8;SCAF8;BCLAF1;ARVCF;RNF138;PPP1R7;HSF1;EXOSC8;BRD9;BRD8;EXOSC1;NKTR;BRD4;RANBP3;MYEF2;MGMT;RRP1B;RNF146;CENPF;FABP5;CENPH;TTC3;HNRNPA2B1;CEP43;EEF1AKMT2;MTCH2;CCNT1;FMR1;CIB1;CDC14B;EEF1B2;STK11;PAPOLA;KMT5A;GTF2I;BORA;KDM2B;KMT5C;FBXW11;APLP2;IPMK;VRK1;THOC7;CLIP1;ILF3;MSH3;PRPF3;HDGFL2;CSNK1G2;ANKRD17;PDS5B;BAG6;BAG4;DEAF1;BAG1;SAFB2;SMYD2;RPRD1B;NAE1;ECT2;ZC3H14;SMAD2;UBE2F;CHTOP;TIA1;CPSF6;CPSF1;UBE2B;HMGA1;ASPSCR1;MACO1;FANCE;NFKB1;AZIN1;LSM2;CLK1;NSFL1C;UBOX5;LSM6;NASP;CNOT2;TADA3;UBA2;FGFR1;SLC25A1;RBM27;KDM5A;MUS81;DIDO1;KDM5C;NAA40;CELF1;AKAP8L;FHL1;DDX42;UFSP2;PIK3CB;RESF1;DTWD1;FLCN;UBTF;TLK2;HMG20B;BUD23;TOPBP1;YAF2;ILKAP;ACTR2;USP48;NCBP1;AKTIP;ATRX;RAD23A;PPP2R5C;TRNAU1AP;REXO4;SENP1;SUPV3L1;TFDP1;PKM;TFDP2;THRAP3;GAPDH;ITGB3BP;GTF2A2;RBM47;ATF6B;POLDIP3;NAA20;USP10;WBP4;DPCD;UACA;ADD1;MAPK9;TRA2B;POLD1;MKNK2;RBBP8;RALY;POLR2H;MTA3;SMNDC1;MUTYH;TCF7L2;ATE1;PPIL2;ASCC1;IRX3;SWT1;DTNBP1;PTPN13;CDK11B;CHFR;U2SURP;RAD52;CARM1;ACIN1;QRICH1;FAM98A;ERCC6;TAF2;SSBP4,Tra2b,718,GO_Cellular_Component_2023
Macropinosome (GO:0044354),4/6,0.0014011101786893393,54.00560224089636,576.027832371329,CARMIL1;CLIP1;MMP14;APLP2,Tra2b,718,GO_Cellular_Component_2023
Pinosome (GO:0044352),4/6,0.0014011101786893393,54.00560224089636,576.027832371329,CARMIL1;CLIP1;MMP14;APLP2,Tra2b,718,GO_Cellular_Component_2023
Chromosome (GO:0005694),18/164,0.0014011101786893393,3.3703326810176124,35.6014013810966,PBRM1;ESCO1;KRR1;FMR1;DNTTIP1;RECQL;PDS5B;RRP1B;MKI67;FANCE;SYCE2;STAG1;STAG2;CENPH;PPP1R7;EXOSC8;KMT5A;TOPBP1,Tra2b,718,GO_Cellular_Component_2023
Intracellular Non-Membrane-Bounded Organelle (GO:0043232),70/1195,0.0016442515650178006,1.7434705075445815,17.819714491869348,SRP19;CCNT1;TMEM179B;FMR1;FAF2;HNRNPR;PIK3CB;MKI67;SMG6;CDC14B;EPB41L4A;UBTF;LRRFIP1;BUD23;TOPBP1;SPG11;NOM1;ESCO1;DDX11;TPM1;DNTTIP1;RECQL;VRK1;LARP4B;GNL2;BAZ1B;REXO4;TRAF7;ILF3;MRPS9;SAPCD2;BIN1;LDAH;GAPDH;MAD1L1;INO80B;AKAP8;RRBP1;PDS5B;PKMYT1;SPATA5;ADD1;FXR1;SYCE2;TCOF1;RACGAP1;CALD1;PPP1R7;EXOSC8;BNIP2;UTP20;ZC3H14;EXOSC1;COX10;NOP56;IDH3G;KRR1;RRP1B;FANCE;PTK2;CENPF;STAG1;LSM6;STAG2;ZZZ3;CENPH;TTC3;TSR1;CEP85;ERCC6,Tra2b,718,GO_Cellular_Component_2023
Mitochondrial Membrane (GO:0031966),37/540,0.005092499133307485,2.028425628315277,17.9883136726049,SLC25A1;MRPS17;MTCH2;MTARC2;TAFAZZIN;SRC;TAMM41;COX15;TIMM9;NDUFA10;OMA1;MFF;MRPL33;RCC1L;RHOT1;OPA1;NNT;MPV17;BID;DNM1L;COX10;PTCD3;TIMMDC1;MUL1;IMMT;TIMM22;NME4;TIMM44;MRPL48;MRPL24;ATAD3A;CLPX;QTRT1;MRPS9;COQ2;KRAS;DAP3,Tra2b,718,GO_Cellular_Component_2023
Nucleolus (GO:0005730),48/771,0.005092499133307485,1.8390041493775933,16.097118757747122,INO80B;SRP19;CCNT1;TMEM179B;FMR1;AKAP8;HNRNPR;PIK3CB;PKMYT1;MKI67;SMG6;CDC14B;FXR1;TCOF1;EXOSC8;UBTF;BNIP2;UTP20;POLR2H;BUD23;SPG11;ZC3H14;EXOSC1;COX10;NOP56;NOM1;IDH3G;KRR1;DDX11;DNTTIP1;VRK1;RRP1B;LARP4B;GNL2;BAZ1B;REXO4;TRAF7;ILF3;MRPS9;LSM6;STAG2;ZZZ3;CENPH;SAPCD2;TTC3;TSR1;CEP85;ERCC6,Tra2b,718,GO_Cellular_Component_2023
Mitochondrial Inner Membrane (GO:0005743),28/370,0.005092499133307485,2.2473090939910163,19.36721551621701,MRPS17;SLC25A1;TAFAZZIN;TAMM41;COX15;SRC;TIMM9;NDUFA10;OMA1;MRPL33;RCC1L;OPA1;NNT;MPV17;COX10;PTCD3;TIMMDC1;IMMT;NME4;TIMM22;TIMM44;MRPL48;MRPL24;ATAD3A;CLPX;MRPS9;COQ2;DAP3,Tra2b,718,GO_Cellular_Component_2023
Mitotic Spindle (GO:0072686),15/143,0.005092499133307485,3.192900960170697,27.22185430990848,CKAP2;CDC7;HAUS2;CDC14B;FLCN;ZZZ3;NCOR1;RACGAP1;TFDP2;TADA3;MAP4;ECT2;LSM14A;MAD1L1;KAT14,Tra2b,718,GO_Cellular_Component_2023
Nuclear Lumen (GO:0031981),48/780,0.005092499133307485,1.8155126009297773,15.403190396564492,INO80B;SRP19;CCNT1;TMEM179B;FMR1;AKAP8;HNRNPR;PIK3CB;PKMYT1;MKI67;SMG6;CDC14B;FXR1;TCOF1;EXOSC8;UBTF;BNIP2;UTP20;BUD23;SPG11;ZC3H14;EXOSC1;COX10;NOP56;NOM1;PBRM1;IDH3G;KRR1;DDX11;DNTTIP1;VRK1;RRP1B;LARP4B;GNL2;BAZ1B;REXO4;TRAF7;ILF3;MRPS9;LSM6;STAG2;ZZZ3;CENPH;SAPCD2;TTC3;TSR1;CEP85;ERCC6,Tra2b,718,GO_Cellular_Component_2023
Vesicle Coat (GO:0030120),7/37,0.006775311924753781,6.318049695264885,51.250010265003695,SEC24B;NECAP2;COPG1;SEC24C;EPN1;SEC31A;EPN2,Tra2b,718,GO_Cellular_Component_2023
Organelle Inner Membrane (GO:0019866),28/398,0.012204374159476974,2.074171562867215,15.438329242772022,SLC25A1;MRPS17;TAFAZZIN;SRC;TAMM41;COX15;TIMM9;NDUFA10;OMA1;MRPL33;RCC1L;OPA1;NNT;MPV17;COX10;PTCD3;TIMMDC1;IMMT;TIMM22;NME4;TIMM44;MRPL48;MRPL24;ATAD3A;CLPX;MRPS9;COQ2;DAP3,Tra2b,718,GO_Cellular_Component_2023
Cytoplasmic Stress Granule (GO:0010494),9/76,0.030323297603307018,3.6405069153527148,23.513671773395952,TIAL1;FXR1;TIA1;STAU1;CELF1;FMR1;LARP4B;PUM1;LSM14A,Tra2b,718,GO_Cellular_Component_2023
RNA Binding (GO:0003723),102/1411,4.280971433875281e-6,1.9593402378212506,36.558232117136534,EIF4A2;TCERG1;TFRC;FMR1;NUDT1;VIRMA;GPATCH8;EIF4ENIF1;PPP1CC;ENDOV;NUSAP1;FBRSL1;UBAP2L;MTPAP;AGFG1;RARS2;DIMT1;SECISBP2;PUS1;METTL3;CIRBP;ZCRB1;SRRM1;ILF3;RPP21;PPIG;DUS3L;AARS2;ZCCHC9;RTN4;RCC1L;HNRNPDL;PCBP4;ERI3;HLTF;DND1;SAFB2;UTP20;MAP4;LYAR;ZC3H14;MARK2;TIA1;CHTOP;PNPT1;CPSF6;HMGA1;MAGOHB;PUM1;TDRD3;SRPK1;FUBP3;HNRNPD;NOL10;RNPS1;RPS24;EIF4G1;RBM25;AKAP8L;ZCCHC17;UBTF;RBM7;RBM5;NCOA5;RBM18;MRPS23;SPATS2;DARS2;PPHLN1;TRNAU1AP;SAFB;DALRD3;SARS2;PKM;SLTM;NOA1;ESRP1;TRUB2;POLDIP3;SRRT;SAMHD1;ADD1;MTHFSD;SCAF8;TCOF1;SRP72;TRA2A;IGF2BP1;RRP36;PTCD3;MYEF2;KRR1;ADAT1;RSRC2;TPD52L2;APTX;U2SURP;KTN1;SEC23IP;TNIP1;ZYX;R3HDM1,Trim71,813,GO_Molecular_Function_2023
Methylation-Dependent Protein Binding (GO:0140034),12/68,0.004563182424056544,5.117977528089888,56.26549490412,KDM5A;MBTD1;SUZ12;MORC3;ING3;ZZZ3;FMR1;MTF2;CBX1;ZMYND11;TDRD3;BPTF,Trim71,813,GO_Molecular_Function_2023
Methylated Histone Binding (GO:0035064),12/71,0.0047834415023339915,4.856979622928966,51.1978692574245,KDM5A;MBTD1;SUZ12;MORC3;ING3;ZZZ3;FMR1;MTF2;CBX1;ZMYND11;TDRD3;BPTF,Trim71,813,GO_Molecular_Function_2023
DNA Binding (GO:0003677),56/846,0.02681188705307699,1.7227095630653981,14.38429269066181,KDM5A;FMR1;PRDM5;HP1BP3;SMC5;SMC6;RBPJ;ENDOV;RUVBL2;DNMT3B;SMARCAD1;RBM5;POLG;MORC3;SECISBP2;ATRX;DNMT3A;SAFB;SIRT3;ILF3;SLTM;IRF1;MTF2;ZMYND11;HDAC4;KDM3A;WBP2;SRRT;PDS5B;SAMHD1;RELA;RNF138;HSF1;IGF2BP1;SAFB2;RBBP8;PMS2;PATZ1;LYAR;NHEJ1;BPTF;SUZ12;SMAD2;TCF7L2;POU2F1;ATAD5;CBX1;HMGA1;APTX;KLF2;CAMSAP3;TFAP4;FUBP3;AUNIP;QRICH1;RAD18,Trim71,813,GO_Molecular_Function_2023
Ubiquitin-Like Protein Peptidase Activity (GO:0019783),7/32,0.02681188705307699,6.6567741935483875,55.2950363709272,USP47;USP48;USPL1;ATG4B;UFSP2;UCHL3;USP28,Trim71,813,GO_Molecular_Function_2023
Histone Modification (GO:0016570),15/81,0.002210041931659668,5.445716564137617,76.44747014396664,HDAC4;MEAF6;UBE2B;USP3;MBTD1;ING3;MRGBP;RUVBL2;BRMS1L;MIER1;TADA3;EP400;TBL1X;MTA3;KAT14,Trim71,813,GO_Biological_Process_2023
Internal Peptidyl-Lysine Acetylation (GO:0018393),10/39,0.003500323556572284,8.226907716751835,106.00453603681083,BAG6;MBTD1;ATAT1;ING3;MRGBP;MEAF6;RUVBL2;TADA3;EP400;KAT14,Trim71,813,GO_Biological_Process_2023
Histone H2A Acetylation (GO:0043968),7/21,0.010670285389136062,11.8939205955335,134.17990606027223,MBTD1;NAA40;ING3;MRGBP;MEAF6;RUVBL2;EP400,Trim71,813,GO_Biological_Process_2023
DNA Damage Response (GO:0006974),34/384,0.010670285389136062,2.3490115532734275,25.522840556823432,MUS81;USP16;STXBP4;FMR1;DOT1L;NUDT1;SMC5;CIB1;SMC6;PDS5B;SAMHD1;ENDOV;HPF1;HLTF;EP400;TLK2;RBBP8;MAP2K6;MUTYH;USP47;UBE2B;KMT5C;USP3;METTL3;CBX1;ATRX;VRK1;FANCC;CHD1L;USP28;FOXP1;TTC5;MMS19;RAD18,Trim71,813,GO_Biological_Process_2023
DNA Metabolic Process (GO:0006259),28/288,0.010670285389136062,2.596550710436061,28.18348790495981,MUS81;FMR1;DOT1L;NUDT1;PDS5B;SAMHD1;ENDOV;HPF1;ORC6;ORC1;CBS;RUVBL2;HLTF;EP400;RBBP8;SMARCAD1;POLG;MUTYH;TCF7L2;UBE2B;KMT5C;USP3;ATRX;FANCC;CHD1L;UBE2V2;MMS19;RAD18,Trim71,813,GO_Biological_Process_2023
Histone Acetylation (GO:0016573),11/60,0.011926187019366742,5.356964731029569,56.57280164498144,MBTD1;NAA40;ING3;MRGBP;MEAF6;RUVBL2;TADA3;EP400;MAP3K7;KAT14;TAF2,Trim71,813,GO_Biological_Process_2023
mRNA Polyadenylation (GO:0006378),7/24,0.013196617736353715,9.793460808641074,100.8476434454112,SCAF8;PNPT1;PAPOLA;PEX2;TENT2;MTPAP;CDC73,Trim71,813,GO_Biological_Process_2023
RNA Polyadenylation (GO:0043631),7/25,0.013196617736353715,9.248897160187482,92.5305885022402,SCAF8;PNPT1;PAPOLA;PEX2;TENT2;MTPAP;CDC73,Trim71,813,GO_Biological_Process_2023
Establishment Of Mitotic Spindle Localization (GO:0040001),8/34,0.013196617736353715,7.323841376015289,72.38182968020975,GPSM1;SAPCD2;FBXW11;NUSAP1;CENPA;CLASP1;CDK5RAP2;ENKD1,Trim71,813,GO_Biological_Process_2023
Regulation Of Organelle Organization (GO:0033043),14/100,0.013196617736353715,3.8916960153680473,38.40480133175167,USP6NL;FIS1;RAP1GDS1;MFF;PTK2;CAMSAP3;TJP1;RHOT1;RUVBL2;PREB;NF2;DNM1L;MARK2;ATG5,Trim71,813,GO_Biological_Process_2023
DNA Repair (GO:0006281),27/291,0.013196617736353715,2.4622224149895904,23.894488821577603,MUS81;ABRAXAS1;FMR1;DOT1L;NUDT1;CIB1;PDS5B;ENDOV;HPF1;HLTF;EP400;RBBP8;PMS2;NHEJ1;MUTYH;USP47;UBE2B;KMT5C;USP3;ATRX;FANCC;CHD1L;APTX;UBE2V2;MMS19;RAD18;RHNO1,Trim71,813,GO_Biological_Process_2023
Regulation Of mRNA Processing (GO:0050684),8/35,0.013196617736353715,7.052219921785139,68.12117348447657,TIA1;SLTM;PAPOLA;SAFB2;MAGOHB;SAFB;SRPK1;SRRM1,Trim71,813,GO_Biological_Process_2023
Establishment Of Spindle Orientation (GO:0051294),8/35,0.013196617736353715,7.052219921785139,68.12117348447657,GPSM1;SAPCD2;FBXW11;MAP4;CENPA;CLASP1;CDK5RAP2;ENKD1,Trim71,813,GO_Biological_Process_2023
Intracellular Protein Transport (GO:0006886),29/325,0.013196617736353715,2.3607237658576943,22.69147890742801,RPAIN;IPO11;FUT10;COX18;SNX13;RAB22A;ARFRP1;EIF4ENIF1;XPO4;ARFIP2;HEATR3;TLK1;ARFIP1;FAM53A;HOMER3;RAB28;SEC31A;APPL1;CTSA;RANBP3;STRADA;STX8;SEC16A;FAM91A1;CAMSAP3;SEC23IP;CTTN;RAB3GAP2;PREB,Trim71,813,GO_Biological_Process_2023
Selective Autophagy (GO:0061912),10/58,0.019051874969099596,4.96549398090494,45.56281548894066,RETREG3;TAFAZZIN;UBA5;UBQLN1;ARFIP2;ATG4B;PEX2;AMBRA1;ATG13;ATG5,Trim71,813,GO_Biological_Process_2023
Histone H4 Acetylation (GO:0043967),8/39,0.02492923086345271,6.140973752754959,54.301399045193484,MBTD1;NAA40;ING3;MRGBP;MEAF6;KANSL2;RUVBL2;EP400,Trim71,813,GO_Biological_Process_2023
Positive Regulation Of Mitochondrial Calcium Ion Concentration (GO:0051561),4/8,0.02672205550638568,23.711990111248454,206.3178690691987,FIS1;RAP1GDS1;MICU1;SLC25A23,Trim71,813,GO_Biological_Process_2023
mRNA 3'-End Processing (GO:0031124),8/40,0.02672205550638568,5.948757763975156,51.48794078106282,SCAF8;CPSF6;PAPOLA;RPRD1B;PEX2;TENT2;MTPAP;CDC73,Trim71,813,GO_Biological_Process_2023
Positive Regulation Of DNA Recombination (GO:0045911),9/51,0.027617055223829352,5.102611940298507,43.72035774139201,MBTD1;ING3;MRGBP;TFRC;MEAF6;KMT5C;RUVBL2;EP400;MMS19,Trim71,813,GO_Biological_Process_2023
Regulation Of mRNA Metabolic Process (GO:1903311),5/15,0.030792780914407035,11.866955445544555,99.19944987155573,SLTM;SAFB2;MAGOHB;SAFB;SRPK1,Trim71,813,GO_Biological_Process_2023
Regulation Of miRNA-mediated Gene Silencing (GO:0060964),5/15,0.030792780914407035,11.866955445544555,99.19944987155573,FMR1;DND1;LIMD1;PUM1;EIF4G1,Trim71,813,GO_Biological_Process_2023
Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161),27/319,0.03497578742905236,2.2228249503293944,18.194722469667298,ANAPC15;WDR26;ANAPC16;PSMD14;FAF2;UBR1;AMBRA1;UBE2J2;UBE2J1;ECPAS;BAG6;AMN1;ZNRF1;SHARPIN;RNF216;UBQLN1;TBL1X;BTRC;FBXW5;UBE2B;FBXW11;UBE4A;ARMC8;DNAJC10;MDM2;RBCK1;RNF121,Trim71,813,GO_Biological_Process_2023
Protein Secretion (GO:0009306),10/67,0.04249128244638099,4.179502304952917,33.21162237772677,TANGO6;CYB5R4;PORCN;RAB13;MIA2;MIA3;PREB;COPG2;NAGPA;RAB8B,Trim71,813,GO_Biological_Process_2023
Intracellular Membrane-Bounded Organelle (GO:0043231),298/5175,8.214649933669167e-10,1.697836685372792,45.05498767563467,TCERG1;PANK2;TFRC;NUDT1;EHMT1;SMC5;SMC6;RBPJ;GABPB1;GPATCH8;PPP4R2;ANKFY1;FAM53A;UBAP2L;TMPO;AGFG1;ESCO1;METTL3;CIRBP;RFX1;ARMC8;PRKAB1;EML3;SCAMP2;SRRM1;BIN1;PREB;NSMF;KIF20B;RHNO1;MTMR2;MEAF6;SRCAP;CTBP2;UBE2J2;UBE2J1;RAB11FIP1;RNF216;PCBP4;FIGNL1;MIER1;HLTF;DND1;DPH3;PATZ1;LYAR;NHEJ1;KAT14;SEC31A;CTSA;TIPARP;TMEM192;MAGOHB;PTK2;WAPL;SRPK1;MLLT10;FUBP3;HNRNPD;GTF2IRD1;MMS19;RNPS1;PKIG;RAD18;RPS24;CEP57;RPAIN;SETD5;INTS13;SETD6;TDRP;OTUD7B;ZBTB8OS;MIA3;MED16;LIMD1;MED15;N4BP2L2;ING3;XPO4;CTSH;NELFB;ACADS;GABPA;APPL1;SS18;NCOA2;SPHK2;STRADA;KIF23;SIRT3;GAK;NCOR2;NCOR1;CTTN;SLTM;MED20;MTF2;GPRC5C;WDR26;DOT1L;CENPA;RELA;ECPAS;SCAF8;RNF138;HSF1;USP1;PMS2;MARCHF7;METTL6;TBL1X;APBB3;BRD4;SUZ12;RANBP3;MYEF2;ATAD5;PCGF5;MOK;APTX;RNF146;SEC23IP;TFAP4;TTC3;ZYX;TRIP10;FMR1;PRDM5;CTNND1;ARID4B;CIB1;VIRMA;CDC14B;EEF1B2;EIF4ENIF1;PPP1CC;RUVBL2;PAPOLA;NEK1;SMARCAD1;KMT5A;MTPAP;MAP3K7;GTF2I;MORC3;BORA;KMT5C;FBXW11;USP4;USP3;PUS1;IPMK;UBE4A;VRK1;CHD1L;CDC25C;THOC7;FOXP1;ILF3;UBE2V2;PPIG;CSNK1G2;ANKRD16;PSMD14;UBA5;PDS5B;GPATCH2L;PMF1;BAG6;ORC1;YBEY;DEAF1;SAFB2;OTX2;RPRD1B;ZC3H14;BPTF;OSBPL9;SMAD2;TIA1;CHTOP;POU2F1;CPSF6;UBE2B;VTA1;PHF12;CBX1;HMGA1;FANCC;MACO1;CLK4;NFKB1;TDRD3;IFT20;DAB2;DLG1;HOOK2;NASP;P4HA1;TADA3;MDM2;UBA3;PIR;NF2;SERGEF;EIF4G1;KDM5A;MUS81;KDM5C;NAA40;AKAP8L;HP1BP3;CEP164;UFSP2;CDC73;RESF1;SENP6;FLCN;HPF1;PPP6R3;UBTF;DNMT3B;TLK2;TLK1;FLOT2;DNM1L;RBM7;RBM5;ILKAP;POLG;USP47;SUN1;USP48;TBP;ACTR6;CEMIP2;AKTIP;ATRX;CAD;DNMT3A;PEX2;TRNAU1AP;SAFB;EPN2;TRAF7;CREB1;PKM;RABEP2;TRAPPC6B;IRF1;ESRP1;DNAJC5;ZMYND11;GAPDH;ITGB3BP;HDAC4;KDM3A;USP16;CARNMT1;PPM1M;WBP2;POLDIP3;ABRAXAS1;RAP1GDS1;LENG8;AMBRA1;SAMHD1;CLCN3;UACA;ADD1;ZNRF1;NFS1;TNKS2;CBS;TRA2A;NRIP1;IGF2BP1;RBBP8;MTA3;REPS1;MUTYH;SMARCE1;TCF7L2;ATE1;PPIL2;IRX3;LIMK2;MCOLN1;PTPN13;USP28;CHFR;U2SURP;MCM3AP;WEE1;BRMS1L;QRICH1;TAF2,Trim71,813,GO_Cellular_Component_2023
Nucleus (GO:0005634),259/4487,2.2810839356808126e-8,1.654084084443063,37.249401137359364,TCERG1;PANK2;NUDT1;EHMT1;SMC5;SMC6;RBPJ;GABPB1;GPATCH8;PPP4R2;FAM53A;UBAP2L;TMPO;ESCO1;METTL3;CIRBP;ARMC8;PRKAB1;EML3;SRRM1;BIN1;PREB;NSMF;KIF20B;RHNO1;MTMR2;MEAF6;SRCAP;CTBP2;UBE2J2;UBE2J1;RNF216;PCBP4;FIGNL1;MIER1;HLTF;DND1;DPH3;PATZ1;LYAR;NHEJ1;KAT14;TIPARP;TMEM192;MAGOHB;PTK2;WAPL;SRPK1;MLLT10;FUBP3;HNRNPD;GTF2IRD1;MMS19;RNPS1;PKIG;RAD18;RPS24;CEP57;RPAIN;SETD5;INTS13;SETD6;TDRP;OTUD7B;ZBTB8OS;MED16;LIMD1;MED15;N4BP2L2;ING3;XPO4;NELFB;ACADS;GABPA;APPL1;SS18;NCOA2;SPHK2;STRADA;KIF23;SIRT3;NCOR2;NCOR1;SLTM;MED20;MTF2;WDR26;DOT1L;CENPA;RELA;ECPAS;SCAF8;RNF138;HSF1;USP1;PMS2;MARCHF7;METTL6;TBL1X;APBB3;BRD4;SUZ12;RANBP3;MYEF2;ATAD5;PCGF5;MOK;APTX;RNF146;TFAP4;TTC3;ZYX;FMR1;PRDM5;CTNND1;ARID4B;CIB1;VIRMA;CDC14B;EEF1B2;EIF4ENIF1;PPP1CC;RUVBL2;PAPOLA;NEK1;SMARCAD1;KMT5A;MAP3K7;GTF2I;MORC3;BORA;KMT5C;FBXW11;USP4;USP3;PUS1;IPMK;UBE4A;VRK1;CHD1L;CDC25C;THOC7;FOXP1;ILF3;UBE2V2;PPIG;CSNK1G2;ANKRD16;PSMD14;PDS5B;GPATCH2L;BAG6;ORC1;YBEY;DEAF1;SAFB2;OTX2;RPRD1B;ZC3H14;BPTF;SMAD2;TIA1;CHTOP;POU2F1;CPSF6;UBE2B;PHF12;CBX1;HMGA1;FANCC;MACO1;CLK4;NFKB1;TDRD3;DLG1;NASP;TADA3;MDM2;UBA3;PIR;NF2;SERGEF;EIF4G1;KDM5A;MUS81;KDM5C;NAA40;AKAP8L;HP1BP3;UFSP2;CDC73;RESF1;SENP6;FLCN;HPF1;PPP6R3;UBTF;DNMT3B;TLK2;TLK1;RBM7;RBM5;ILKAP;USP47;USP48;TBP;ACTR6;AKTIP;ATRX;CAD;DNMT3A;TRNAU1AP;SAFB;CREB1;PKM;IRF1;ESRP1;ZMYND11;GAPDH;ITGB3BP;HDAC4;KDM3A;USP16;CARNMT1;PPM1M;WBP2;POLDIP3;ABRAXAS1;RAP1GDS1;LENG8;AMBRA1;SAMHD1;UACA;ADD1;NFS1;TNKS2;HAUS8;CBS;TRA2A;NRIP1;IGF2BP1;RBBP8;MTA3;MUTYH;SMARCE1;TCF7L2;ATE1;PPIL2;IRX3;LIMK2;PTPN13;USP28;CHFR;U2SURP;MCM3AP;WEE1;BRMS1L;QRICH1;TAF2,Trim71,813,GO_Cellular_Component_2023
