Term,Overlap,Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,ko_symbol,type,gene_number,db
DNA Repair,27/312,0.0034260964558984635,2.6045091019879654,27.658746385991805,MUS81;INO80B;USP10;GPS1;COPS7B;CHEK2;POLD1;CHEK1;RBBP8;TOPBP1;POLR2H;RNF111;MUTYH;UBE2B;MGMT;ASCC1;REV1;GTF2H1;RAD23A;BAZ1B;FANCE;TERF2;RAD52;MSH3;ERCC1;ERCC6;DTL,Tra2b,rmats,718,Reactome_Pathways_2024
Signaling by FGFR1 in Disease,8/38,0.006297688067604526,7.230798122065727,71.62424155219728,BAG4;FGF8;CPSF6;FGFR1OP2;KRAS;LRRFIP1;CEP43;FGFR1,Tra2b,rmats,718,Reactome_Pathways_2024
"Cell Cycle, Mitotic",37/516,0.006382257866868245,2.1327809098127215,20.894409071562034,SRC;CEP164;PDS5B;PKMYT1;ORC6;POLD1;ENSA;NUP88;KMT5A;TMPO;CENPT;DYNC1H1;BORA;ESCO1;FBXW11;CDC7;VRK1;PPP2R5C;CDK11B;HAUS2;CENPF;CLIP1;STAG1;DBF4;TFDP1;STAG2;CENPH;TFDP2;CENPI;CHMP2A;CEP63;CEP43;MAD1L1;BLZF1;ITGB3BP;ANAPC2;SPC25,Tra2b,rmats,718,Reactome_Pathways_2024
Signaling by FGFR in Disease,10/63,0.008031053763438207,5.124453682976228,48.57974878599583,BAG4;FGF8;CPSF6;NCBP1;FGFR1OP2;KRAS;LRRFIP1;POLR2H;CEP43;FGFR1,Tra2b,rmats,718,Reactome_Pathways_2024
FGFR1 Mutant Receptor Activation,7/31,0.008969035983711189,7.9000234411626815,73.3871158035587,BAG4;FGF8;CPSF6;FGFR1OP2;LRRFIP1;CEP43;FGFR1,Tra2b,rmats,718,Reactome_Pathways_2024
Transcriptional Regulation by E2F6,7/34,0.015280080734587252,7.021149137886128,60.85444953988113,PHC1;TFDP1;TFDP2;CHEK1;RBBP8;CDC7;YAF2,Tra2b,rmats,718,Reactome_Pathways_2024
Transport of Mature Transcript to Cytoplasm,11/83,0.015280080734587252,4.151147257582901,35.7563554495105,CHTOP;NCBP1;FIP1L1;CPSF1;POLDIP3;U2AF1;NUP88;RNPS1;THOC7;SRRM1;U2AF1L4,Tra2b,rmats,718,Reactome_Pathways_2024
Establishment of Sister Chromatid Cohesion,4/11,0.03503710211338992,15.426170468187275,119.07788080046619,STAG1;STAG2;ESCO1;PDS5B,Tra2b,rmats,718,Reactome_Pathways_2024
Processing of Intronless Pre-mRNAs,5/20,0.04255634538868522,9.007480130902291,67.10087505491526,CPSF6;CPSF1;NCBP1;FIP1L1;PAPOLA,Tra2b,rmats,718,Reactome_Pathways_2024
Resolution of Sister Chromatid Cohesion,13/126,0.04255634538868522,3.1280612565116424,23.169573476685184,CENPT;DYNC1H1;PDS5B;PPP2R5C;CLIP1;STAG1;CENPF;STAG2;CENPH;CENPI;MAD1L1;ITGB3BP;SPC25,Tra2b,rmats,718,Reactome_Pathways_2024
Mitochondrial tRNA Aminoacylation,5/21,0.04922873862458991,8.444074333800842,60.85890746447216,RARS2;SARS2;PPA2;TARS2;CARS2,Tra2b,rmats,718,Reactome_Pathways_2024
Messenger RNA processing,22/203,0.0036835882120663664,3.3357306153553057,41.316559546432536,RBM39;CPSF1;NCBP1;RNMT;CELF1;METTL3;HNRNPR;GTF2H1;U2AF1;CCAR1;SRRM1;LSM2;CLK1;PRPF3;TRA2B;PCBP2;HNRNPA2B1;PAPOLA;NUP88;RNPS1;POLR2H;SUGP1,Tra2b,rmats,718,BioPlanet_2019
RNA polymerase II transcription,13/101,0.01817265246077032,4.021953578336557,38.72987248333484,GTF2A2;CCNT1;CPSF1;NCBP1;RNMT;U2AF1;GTF2H1;SRRM1;PAPOLA;RNPS1;NELFB;NELFCD;POLR2H,Tra2b,rmats,718,BioPlanet_2019
Mitochondrial tRNA aminoacylation,6/21,0.01817265246077032,10.824157303370786,103.3018150173409,RARS2;SARS2;KARS;PPA2;TARS2;CARS2,Tra2b,rmats,718,BioPlanet_2019
Transcription,18/181,0.01817265246077032,3.0161437335670462,27.93086810255861,GTF2A2;GTF3C4;CCNT1;CPSF1;NCBP1;RNMT;U2AF1;GTF2H1;SRRM1;TAF1A;PAPOLA;UBTF;TFAM;RNPS1;NELFB;NELFCD;POLR2H;ERCC6,Tra2b,rmats,718,BioPlanet_2019
Cell cycle,33/453,0.01817265246077032,2.163524504692388,19.862434830503403,DIDO1;CEP164;PKMYT1;CDC14B;HDAC7;SYCE2;ORC6;MIS18BP1;CHEK2;POLD1;CHEK1;CENPT;SMAD2;DYNC1H1;CDC7;PPP2R5C;TERF2;CDK11B;HAUS2;CENPF;CLIP1;STAG1;DBF4;TFDP1;STAG2;CENPH;TFDP2;CENPI;CEP63;MAD1L1;ITGB3BP;ANAPC2;SPC25,Tra2b,rmats,718,BioPlanet_2019
Capped intron-containing pre-mRNA processing,15/138,0.01863171880100863,3.323561044998786,29.656799445399212,CPSF1;NCBP1;METTL3;HNRNPR;U2AF1;CCAR1;SRRM1;LSM2;PCBP2;HNRNPA2B1;PAPOLA;NUP88;RNPS1;POLR2H;SUGP1,Tra2b,rmats,718,BioPlanet_2019
Messenger RNA splicing: major pathway,10/68,0.01863171880100863,4.681472822910578,41.286712848195364,CPSF1;PCBP2;HNRNPA2B1;PAPOLA;HNRNPR;U2AF1;RNPS1;CCAR1;SRRM1;SUGP1,Tra2b,rmats,718,BioPlanet_2019
ATM pathway,8/48,0.028790600914086497,5.420281690140845,44.32897948745192,CTBP1;CHEK2;CHEK1;RBBP8;MRE11A;BID;TERF2;NFKB1,Tra2b,rmats,718,BioPlanet_2019
Membrane trafficking,14/133,0.028790600914086497,3.202372994652406,25.883933794553098,SEC24B;SRC;VTA1;DTNBP1;PUM1;DNM2;GAK;DAB2;AP1G1;CHMP2A;AP3S1;COPG1;SEC24C;SEC31A,Tra2b,rmats,718,BioPlanet_2019
Protein processing in the endoplasmic reticulum,16/166,0.028790600914086497,2.9070465337132005,23.335773202829778,MBTPS1;SEC24B;ATF6B;EIF2AK1;RAD23A;RRBP1;UBE2J1;SEC61A2;NSFL1C;MAPK9;BAG1;DNAJC10;UBQLN1;UGGT1;SEC24C;SEC31A,Tra2b,rmats,718,BioPlanet_2019
RNA Binding (GO:0003723),122/1411,2.039774668005137e-17,2.8573552152701485,127.60275171446084,SRP19;SLC4A1AP;FMR1;RTCA;HNRNPR;MSI1;ENO1;MKI67;GPATCH8;CCAR1;TIAL1;FBRSL1;UBAP2L;AGFG1;RARS2;NOM1;TYW5;DDX11;SECISBP2;ACTN1;METTL3;LARP4B;ZCRB1;ACTN4;GTPBP1;SRRM1;ILF3;PRPF3;TFAM;DAP3;ANKRD17;RTF1;RCC1L;FXR1;BAG4;PCBP4;PCBP2;SAFB2;UTP20;LTA4H;MAP4;ZC3H14;TRMT1L;CHTOP;TIA1;CPSF6;HMGA1;ERAL1;PUM1;LSM2;EIF5;LSM6;RNPS1;LSM14A;RPS24;SUGP1;RBM27;DIDO1;RBM25;CELF1;AKAP8L;DDX42;SMG6;FASTK;UBTF;NELFCD;LRRFIP1;BUD23;ZC3H10;NCBP1;PPHLN1;TRNAU1AP;GNL2;REXO4;SUPV3L1;MRPS9;SARS2;PKM;SLTM;THRAP3;CSDE1;EIF4E2;RBM47;STAU1;RNMT;POLDIP3;USP10;WBP4;AKAP8;U2AF1;RRBP1;ADD1;MTHFSD;SCAF8;BCLAF1;TCOF1;FIP1L1;TRA2B;RALY;SMNDC1;EXOSC1;NOP56;PTCD3;PTPN1;DYNC1H1;RBM39;MYEF2;KRR1;IMMT;RSRC2;RRP1B;TPD52L2;CDK11B;U2SURP;KTN1;SEC23IP;TNIP1;HNRNPA2B1;TSR1;ACIN1;FAM98A;TNRC6A,Tra2b,rmats,718,GO_Molecular_Function_2023
mRNA 3'-UTR Binding (GO:0003730),15/93,2.6859092326525134e-4,5.253309990152095,72.26301168511536,RBM47;TIA1;CPSF1;CELF1;FMR1;SECISBP2;LARP4B;PUM1;TIAL1;FXR1;ILF3;PCBP4;EXOSC8;HNRNPA2B1;RNPS1,Tra2b,rmats,718,GO_Molecular_Function_2023
mRNA Binding (GO:0003729),27/282,6.522565776652383e-4,2.9155188558780964,36.33610255028481,RBM25;RBM47;SLC4A1AP;CELF1;POLDIP3;FMR1;HNRNPR;MSI1;TIAL1;FXR1;SCAF8;PCBP4;TRA2B;PCBP2;CHTOP;TIA1;MYEF2;CPSF6;NCBP1;SECISBP2;METTL3;LARP4B;PUM1;PKM;HNRNPA2B1;RNPS1;LSM14A,Tra2b,rmats,718,GO_Molecular_Function_2023
Nuclear Thyroid Hormone Receptor Binding (GO:0046966),6/27,0.03680690134797564,7.729133226324238,62.072273715737836,MED22;NCOR1;THRAP3;GTF2H1;BRD8;MED17,Tra2b,rmats,718,GO_Molecular_Function_2023
Nuclear Receptor Coactivator Activity (GO:0030374),8/50,0.03680690134797564,5.161636485580147,40.71923648281382,MED22;THRAP3;CARM1;HMGA1;ACTN4;BRD8;CCAR1;MED17,Tra2b,rmats,718,GO_Molecular_Function_2023
Annealing Activity (GO:0140666),3/5,0.03680690134797564,40.44755244755245,312.93652945536405,FXR1;FMR1;RECQL,Tra2b,rmats,718,GO_Molecular_Function_2023
Single-Stranded DNA Binding (GO:0003697),11/96,0.045285645337249755,3.513886346617855,25.777817841683774,RAD52;MSH3;RNF138;DDX11;ERCC1;PCBP2;RECQL;RAD23A;RTF1;POLR2H;REXO4,Tra2b,rmats,718,GO_Molecular_Function_2023
RNA Polymerase II Complex Binding (GO:0000993),6/31,0.045285645337249755,6.491123595505618,47.00781029653398,SCAF8;SMYD2;WAC;RPRD1B;PEX2;BRD4,Tra2b,rmats,718,GO_Molecular_Function_2023
DNA Damage Response (GO:0006974),33/384,0.005286441674035204,2.5983030756753385,32.52405365081513,MUS81;USP10;FMR1;CIB1;PDS5B;BCLAF1;STK11;CHEK2;POLD1;CHEK1;TLK2;RBBP8;NAE1;TOPBP1;BID;MUTYH;UBE2B;MGMT;KMT5C;DDX11;METTL3;ATRX;RECQL;GTF2H1;VRK1;BAZ1B;REXO4;TTC5;MSH3;ERCC1;WAC;CEP63;HDGFL2,Tra2b,rmats,718,GO_Biological_Process_2023
Regulation Of Cell Cycle Process (GO:0010564),17/130,0.005286441674035204,4.1138828222640225,50.95061144205321,PBRM1;BORA;MKI67;PKMYT1;PUM1;RAB11A;FLCN;DBF4;RACGAP1;BIN1;CHEK1;DPF2;RPRD1B;CEP85;ENTR1;ECT2;RAB11FIP3,Tra2b,rmats,718,GO_Biological_Process_2023
RNA Processing (GO:0006396),20/183,0.006367899932167809,3.3608733102466295,38.70309914087558,RBM39;CPSF6;NCBP1;PDCD7;CELF1;METTL3;AKAP8L;WBP4;HNRNPR;U2AF1;ZCRB1;SRRM1;ARVCF;LSM6;PRPF3;FASTK;EXOSC8;HNRNPA2B1;RNPS1;EXOSC1,Tra2b,rmats,718,GO_Biological_Process_2023
mRNA Metabolic Process (GO:0016071),13/85,0.006367899932167809,4.919818754925138,56.60630515277049,CPSF6;NCBP1;CELF1;AKAP8L;METTL3;HNRNPR;U2AF1;LSM2;LSM6;PRPF3;HSF1;PCBP2;HNRNPA2B1,Tra2b,rmats,718,GO_Biological_Process_2023
DNA Metabolic Process (GO:0006259),26/288,0.008380718487254876,2.727573578078807,30.025028929249473,MUS81;INO80B;RNASEH2A;FMR1;PDS5B;ORC6;POLD1;CHEK1;RBBP8;TOPBP1;POLG;MUTYH;TCF7L2;UBE2B;MGMT;KMT5C;ATRX;RECQL;REV1;GTF2H1;TERF2;REXO4;SUPV3L1;RAD52;MSH3;ERCC1,Tra2b,rmats,718,GO_Biological_Process_2023
Regulation Of mRNA Processing (GO:0050684),8/35,0.011034221220287486,8.03547209181012,84.70688451946302,RBM39;TIA1;NCBP1;SLTM;PAPOLA;SAFB2;CDK11B;SRRM1,Tra2b,rmats,718,GO_Biological_Process_2023
"Regulation Of mRNA Splicing, Via Spliceosome (GO:0048024)",13/94,0.011034221220287486,4.371123369232116,45.444047151355115,RBM39;RBM25;RBM47;TIA1;NCBP1;CELF1;FMR1;SRRM1;FXR1;THRAP3;PCBP4;TRA2B;RNPS1,Tra2b,rmats,718,GO_Biological_Process_2023
Macromolecule Catabolic Process (GO:0009057),12/85,0.015305054877559933,4.472583336567193,44.309619455208775,MUS81;SUPV3L1;RNASEH2A;NCBP1;CHEK2;EXOSC8;PPT1;CLN8;USE1;REXO4;EXOSC1;SIDT2,Tra2b,rmats,718,GO_Biological_Process_2023
DNA Repair (GO:0006281),25/291,0.015305054877559933,2.5789582180559623,25.32002298018839,MUS81;RNASEH2A;FMR1;CIB1;PDS5B;CHEK2;POLD1;CHEK1;RBBP8;TOPBP1;MUTYH;UBE2B;MGMT;KMT5C;ASCC1;ATRX;RECQL;GTF2H1;RAD23A;FANCE;REXO4;RAD52;MSH3;ERCC1;ERCC6,Tra2b,rmats,718,GO_Biological_Process_2023
Protein Transport (GO:0015031),26/313,0.017281637301617216,2.4867072163702644,23.85026982379427,VPS29;LMAN2L;STXBP2;MIA2;MIA3;VPS26B;GGA1;GOLGA4;SCFD1;ARFIP1;STX3;RAB28;RAB6A;TMED5;SEC31A;STX8;ASPSCR1;TIMM44;DNM2;CENPF;SEC23IP;PPT1;CHMP2A;IFT27;COPG1;BLZF1,Tra2b,rmats,718,GO_Biological_Process_2023
Vesicle-Mediated Transport (GO:0016192),31/411,0.01955263504348696,2.24454914579024,20.95024783381015,STXBP2;MIA2;MIA3;GOLGA4;AP5M1;RAB25;AP1G1;AP3S1;STX3;RAB11FIP3;VPS16;VTI1B;STX8;VTA1;AKTIP;RAB11A;EPN1;DNM2;EPN2;NECAP2;BIN3;HOOK2;BIN1;VPS41;OCIAD1;CHMP2A;KXD1;IFT27;OSBPL1A;EXOC2;CSNK1G2,Tra2b,rmats,718,GO_Biological_Process_2023
Golgi Vesicle Transport (GO:0048193),19/197,0.01955263504348696,2.917297584028548,27.0880352247926,COG8;SEC24B;LMAN2L;PITPNB;MIA2;MIA3;USE1;DNM2;GOLGA4;SCFD1;TRAPPC6B;SGSM2;TBC1D14;COPG1;RAB6A;SEC24C;TMED5;SEC31A;VTI1B,Tra2b,rmats,718,GO_Biological_Process_2023
Nucleobase-Containing Compound Catabolic Process (GO:0034655),8/44,0.026926183543846825,6.0237871674491394,53.05595447090364,MUS81;SUPV3L1;RNASEH2A;NCBP1;EXOSC8;EXOSC1;REXO4;SIDT2,Tra2b,rmats,718,GO_Biological_Process_2023
Stress Granule Assembly (GO:0034063),6/24,0.026926183543846825,9.0187265917603,78.708570642931,DYNC1H1;TIA1;FMR1;CSDE1;UBAP2L;LSM14A,Tra2b,rmats,718,GO_Biological_Process_2023
Positive Regulation Of Hippo Signaling (GO:0035332),4/9,0.026926183543846825,21.59887955182073,186.27856486568916,TIAL1;SRC;DLG5;SCHIP1,Tra2b,rmats,718,GO_Biological_Process_2023
Positive Regulation Of miRNA-mediated Gene Silencing (GO:2000637),4/9,0.026926183543846825,21.59887955182073,186.27856486568916,FXR1;TIAL1;FMR1;PUM1,Tra2b,rmats,718,GO_Biological_Process_2023
RNA Catabolic Process (GO:0006401),9/57,0.026926183543846825,5.086565585331453,43.83104756575331,SUPV3L1;RNASEH2A;LSM6;NCBP1;METTL3;EXOSC8;EXOSC1;SIDT2;LSM2,Tra2b,rmats,718,GO_Biological_Process_2023
RNA Splicing (GO:0008380),12/98,0.028281286160844223,3.793925818565123,32.289201388056306,ARVCF;LSM6;NCBP1;PDCD7;PRPF3;TRA2B;WBP4;RNPS1;U2AF1;ZCRB1;SMNDC1;SRRM1,Tra2b,rmats,718,GO_Biological_Process_2023
mRNA Processing (GO:0006397),19/214,0.03503617656939861,2.6605993910714942,21.8327708461808,CPSF6;NCBP1;RNMT;CELF1;METTL3;WBP4;HNRNPR;U2AF1;SRRM1;LSM2;U2AF1L4;LSM6;PRPF3;TRA2B;HNRNPA2B1;PAPOLA;RNPS1;RPRD1B;RALY,Tra2b,rmats,718,GO_Biological_Process_2023
Regulation Of mRNA Polyadenylation (GO:1900363),4/10,0.03503617656939861,17.99813258636788,146.5485517051726,CPSF6;NCBP1;HSF1;ZC3H14,Tra2b,rmats,718,GO_Biological_Process_2023
Positive Regulation Of Post-Transcriptional Gene Silencing By RNA (GO:1900370),4/10,0.03503617656939861,17.99813258636788,146.5485517051726,FXR1;TIAL1;FMR1;PUM1,Tra2b,rmats,718,GO_Biological_Process_2023
Macroautophagy (GO:0016236),12/104,0.04050295997258125,3.545387362975736,28.18908070943684,SRC;VTA1;MTMR14;NBR1;VPS41;CHMP2A;UBQLN1;WIPI2;SPG11;ATG5;VPS16;VTI1B,Tra2b,rmats,718,GO_Biological_Process_2023
Regulation Of Mitochondrion Organization (GO:0010821),8/50,0.041223865043562985,5.161636485580147,40.71923648281382,FLCN;MTCH2;RHOT1;MUL1;OMA1;DNM1L;MFF;CYRIB,Tra2b,rmats,718,GO_Biological_Process_2023
DNA Double-Strand Break Processing Involved In Repair Via Single-Strand Annealing (GO:0010792),3/5,0.043208012310014934,40.44755244755245,312.93652945536405,RAD52;RNF138;RBBP8,Tra2b,rmats,718,GO_Biological_Process_2023
Double-Strand Break Repair Via Single-Strand Annealing (GO:0045002),3/5,0.043208012310014934,40.44755244755245,312.93652945536405,RAD52;RNF138;RBBP8,Tra2b,rmats,718,GO_Biological_Process_2023
Programmed Necrotic Cell Death (GO:0097300),4/11,0.043208012310014934,15.426170468187275,119.07788080046619,IPMK;PPIF;TRPM7;DNM1L,Tra2b,rmats,718,GO_Biological_Process_2023
Cell Cycle G2/M Phase Transition (GO:0044839),7/40,0.04469858502767547,5.742786514938413,43.709428780856825,CHEK2;AKAP8L;ENSA;AKAP8;PKMYT1;TAF2;DNM2,Tra2b,rmats,718,GO_Biological_Process_2023
mRNA 3'-End Processing (GO:0031124),7/40,0.04469858502767547,5.742786514938413,43.709428780856825,SCAF8;CPSF6;CPSF1;NCBP1;PAPOLA;RPRD1B;PEX2,Tra2b,rmats,718,GO_Biological_Process_2023
"Regulation Of Alternative mRNA Splicing, Via Spliceosome (GO:0000381)",8/53,0.048891838583071105,4.816776212832551,36.03915499068926,FXR1;RBM25;RBM47;TIA1;THRAP3;FMR1;TRA2B;RNPS1,Tra2b,rmats,718,GO_Biological_Process_2023
Transcription By RNA Polymerase II (GO:0006366),17/192,0.048891838583071105,2.647801100468718,19.7328082958045,PBRM1;GTF2A2;CCNT1;NCBP1;PEX2;GTF2H1;RTF1;NFKB1;MED17;SCAF8;TFDP1;DEAF1;TAF1A;RPRD1B;POLR2H;ERCC6;TAF2,Tra2b,rmats,718,GO_Biological_Process_2023
Intracellular Membrane-Bounded Organelle (GO:0043231),291/5175,5.037466957057342e-16,2.0090540828245746,82.02280109091946,VPS29;SLC4A1AP;RTCA;DCAF8;HNRNPR;ENO1;MKI67;GPATCH8;CCAR1;TIAL1;RPS6KA2;CHEK2;CHEK1;DPF2;FAM53A;UBAP2L;RNF111;AGFG1;TMPO;ESCO1;DDX11;SLC35C2;IFRD1;METTL3;DNTTIP1;RECQL;RFX1;ACTN4;SRRM1;NISCH;BIN1;TFAM;ANKRA2;BLZF1;LLGL2;MTMR2;CTBP1;STXBP2;COPS7B;UBE2J1;FXR1;SCFD1;RAB11FIP1;RACGAP1;PCBP4;PCBP2;LTA4H;PATZ1;RAB11FIP3;KAT14;TRMT1L;LHPP;VTI1B;SEC31A;PHC1;TIPARP;INTS2;NFATC3;CDC7;MEMO1;PTK2;MLLT10;STAG1;EIF5;STAG2;PPT1;RNPS1;PKIG;RPS24;RPAIN;SETD5;SETD6;MIA3;MED17;SMG6;ING3;NELFB;AP3S1;NELFCD;SPTAN1;TMED5;PBRM1;STRADA;TFE3;GNL2;BAZ1B;TERF2;GAK;MED22;MMP14;NCOR1;SLTM;MED21;MTF2;WAC;GPRC5C;PTMA;RNMT;ZDHHC20;GPS1;AKAP8;GGA1;SCAF8;BCLAF1;ARVCF;RNF138;PPP1R7;HSF1;EXOSC8;BRD9;BRD8;EXOSC1;NKTR;BRD4;RANBP3;MYEF2;MGMT;RRP1B;RAB11A;RNF146;CENPF;SEC23IP;FABP5;CENPH;TTC3;HNRNPA2B1;NBR1;CEP43;EEF1AKMT2;MTCH2;CCNT1;FMR1;CIB1;COMT;CDC14B;EEF1B2;STK11;PAPOLA;KMT5A;GTF2I;BORA;KDM2B;KMT5C;FBXW11;APLP2;IPMK;VRK1;CFAP410;THOC7;CLIP1;ILF3;MSH3;PRPF3;HDGFL2;CSNK1G2;ANKRD17;PDS5B;BAG6;BAG4;DEAF1;BAG1;SAFB2;SMYD2;TBC1D14;RPRD1B;NAE1;ECT2;ZC3H14;SMAD2;UBE2F;CHTOP;TIA1;ANKRD27;CPSF6;CPSF1;UBE2B;VTA1;HMGA1;ASPSCR1;DNAJC13;MACO1;FANCE;NFKB1;AZIN1;LSM2;CLK1;IFT20;NSFL1C;UBOX5;DAB2;LSM6;HOOK2;NASP;CNOT2;TADA3;UBA2;MAN2B1;OSBPL1A;FGFR1;SLC25A1;RBM27;KDM5A;MUS81;DIDO1;KDM5C;NAA40;CELF1;AKAP8L;FHL1;CEP164;DDX42;UFSP2;PIK3CB;RESF1;DTWD1;FLCN;AP1G1;UBTF;TLK2;HMG20B;BUD23;TOPBP1;DNM1L;YAF2;ILKAP;POLG;ACTR2;USP48;NCBP1;AKTIP;ATRX;RAD23A;PEX2;PPP2R5C;TRNAU1AP;REXO4;SENP1;EPN2;SUPV3L1;TRAF7;TFDP1;PKM;TFDP2;THRAP3;TRAPPC6B;TMBIM1;GAPDH;ITGB3BP;VAC14;GTF2A2;RBM47;ATF6B;POLDIP3;NAA20;USP10;WBP4;DPCD;UACA;ADD1;MAPK9;TRA2B;POLD1;MKNK2;RBBP8;BNIP2;RALY;POLR2H;DRAM2;MTA3;SMNDC1;MUTYH;TCF7L2;ATE1;PPIL2;ASCC1;IRX3;SWT1;DTNBP1;PTPN13;CDK11B;CHFR;U2SURP;RAD52;CARM1;ACIN1;QRICH1;FAM98A;ERCC6;TNRC6A;TAF2;SSBP4,Tra2b,rmats,718,GO_Cellular_Component_2023
Nucleus (GO:0005634),244/4487,5.183990297589112e-11,1.8245569023589114,52.167425477290124,RTCA;DCAF8;HNRNPR;ENO1;MKI67;GPATCH8;CCAR1;TIAL1;RPS6KA2;CHEK2;CHEK1;DPF2;FAM53A;UBAP2L;RNF111;TMPO;ESCO1;DDX11;IFRD1;METTL3;DNTTIP1;RECQL;ACTN4;SRRM1;BIN1;TFAM;ANKRA2;BLZF1;MTMR2;CTBP1;STXBP2;COPS7B;UBE2J1;FXR1;RACGAP1;PCBP4;PCBP2;LTA4H;PATZ1;KAT14;TRMT1L;LHPP;PHC1;TIPARP;INTS2;NFATC3;CDC7;MEMO1;PTK2;MLLT10;STAG1;EIF5;STAG2;PPT1;RNPS1;PKIG;RPS24;RPAIN;SETD5;SETD6;MED17;SMG6;ING3;NELFB;NELFCD;PBRM1;STRADA;TFE3;GNL2;BAZ1B;TERF2;MED22;MMP14;NCOR1;SLTM;MED21;MTF2;WAC;PTMA;RNMT;GPS1;AKAP8;SCAF8;BCLAF1;ARVCF;RNF138;PPP1R7;HSF1;EXOSC8;BRD9;BRD8;EXOSC1;NKTR;BRD4;RANBP3;MYEF2;MGMT;RRP1B;RNF146;CENPF;FABP5;CENPH;TTC3;HNRNPA2B1;CEP43;EEF1AKMT2;MTCH2;CCNT1;FMR1;CIB1;CDC14B;EEF1B2;STK11;PAPOLA;KMT5A;GTF2I;BORA;KDM2B;KMT5C;FBXW11;APLP2;IPMK;VRK1;THOC7;CLIP1;ILF3;MSH3;PRPF3;HDGFL2;CSNK1G2;ANKRD17;PDS5B;BAG6;BAG4;DEAF1;BAG1;SAFB2;SMYD2;RPRD1B;NAE1;ECT2;ZC3H14;SMAD2;UBE2F;CHTOP;TIA1;CPSF6;CPSF1;UBE2B;HMGA1;ASPSCR1;MACO1;FANCE;NFKB1;AZIN1;LSM2;CLK1;NSFL1C;UBOX5;LSM6;NASP;CNOT2;TADA3;UBA2;FGFR1;SLC25A1;RBM27;KDM5A;MUS81;DIDO1;KDM5C;NAA40;CELF1;AKAP8L;FHL1;DDX42;UFSP2;PIK3CB;RESF1;DTWD1;FLCN;UBTF;TLK2;HMG20B;BUD23;TOPBP1;YAF2;ILKAP;ACTR2;USP48;NCBP1;AKTIP;ATRX;RAD23A;PPP2R5C;TRNAU1AP;REXO4;SENP1;SUPV3L1;TFDP1;PKM;TFDP2;THRAP3;GAPDH;ITGB3BP;GTF2A2;RBM47;ATF6B;POLDIP3;NAA20;USP10;WBP4;DPCD;UACA;ADD1;MAPK9;TRA2B;POLD1;MKNK2;RBBP8;RALY;POLR2H;MTA3;SMNDC1;MUTYH;TCF7L2;ATE1;PPIL2;ASCC1;IRX3;SWT1;DTNBP1;PTPN13;CDK11B;CHFR;U2SURP;RAD52;CARM1;ACIN1;QRICH1;FAM98A;ERCC6;TAF2;SSBP4,Tra2b,rmats,718,GO_Cellular_Component_2023
Macropinosome (GO:0044354),4/6,0.0014011101786893393,54.00560224089636,576.027832371329,CARMIL1;CLIP1;MMP14;APLP2,Tra2b,rmats,718,GO_Cellular_Component_2023
Pinosome (GO:0044352),4/6,0.0014011101786893393,54.00560224089636,576.027832371329,CARMIL1;CLIP1;MMP14;APLP2,Tra2b,rmats,718,GO_Cellular_Component_2023
Chromosome (GO:0005694),18/164,0.0014011101786893393,3.3703326810176124,35.6014013810966,PBRM1;ESCO1;KRR1;FMR1;DNTTIP1;RECQL;PDS5B;RRP1B;MKI67;FANCE;SYCE2;STAG1;STAG2;CENPH;PPP1R7;EXOSC8;KMT5A;TOPBP1,Tra2b,rmats,718,GO_Cellular_Component_2023
Intracellular Non-Membrane-Bounded Organelle (GO:0043232),70/1195,0.0016442515650178006,1.7434705075445815,17.819714491869348,SRP19;CCNT1;TMEM179B;FMR1;FAF2;HNRNPR;PIK3CB;MKI67;SMG6;CDC14B;EPB41L4A;UBTF;LRRFIP1;BUD23;TOPBP1;SPG11;NOM1;ESCO1;DDX11;TPM1;DNTTIP1;RECQL;VRK1;LARP4B;GNL2;BAZ1B;REXO4;TRAF7;ILF3;MRPS9;SAPCD2;BIN1;LDAH;GAPDH;MAD1L1;INO80B;AKAP8;RRBP1;PDS5B;PKMYT1;SPATA5;ADD1;FXR1;SYCE2;TCOF1;RACGAP1;CALD1;PPP1R7;EXOSC8;BNIP2;UTP20;ZC3H14;EXOSC1;COX10;NOP56;IDH3G;KRR1;RRP1B;FANCE;PTK2;CENPF;STAG1;LSM6;STAG2;ZZZ3;CENPH;TTC3;TSR1;CEP85;ERCC6,Tra2b,rmats,718,GO_Cellular_Component_2023
Mitochondrial Membrane (GO:0031966),37/540,0.005092499133307485,2.028425628315277,17.9883136726049,SLC25A1;MRPS17;MTCH2;MTARC2;TAFAZZIN;SRC;TAMM41;COX15;TIMM9;NDUFA10;OMA1;MFF;MRPL33;RCC1L;RHOT1;OPA1;NNT;MPV17;BID;DNM1L;COX10;PTCD3;TIMMDC1;MUL1;IMMT;TIMM22;NME4;TIMM44;MRPL48;MRPL24;ATAD3A;CLPX;QTRT1;MRPS9;COQ2;KRAS;DAP3,Tra2b,rmats,718,GO_Cellular_Component_2023
