Term,Overlap,Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,ko_symbol,event,type,gene_number,db
Golgi Vesicle Transport (GO:0048193),25/197,0.03849101323962186,2.3084815321477428,18.61508085118753,GOSR2;GCC2;MIA3;GOLGA4;TBC1D14;TMED1;ATP9B;SEC31A;RAB8B;UVRAG;COG2;TRAPPC8;RBSN;RINT1;RP2;SGSM2;RAB13;TRIP11;SPIRE1;PREB;COPG2;EXOC5;COPG1;ERGIC2;SEC24C,Cd2bp2,SE,rmats,1198,GO_Biological_Process_2023
Epigenetic Regulation Of Gene Expression (GO:0040029),14/83,0.04410163332467268,3.2102183705444576,25.23415433955761,ATF2;SUV39H2;SPHK2;WBP2;DNMT3A;SIRT7;ARID1B;SIRT2;ZDBF2;MTA1;MTF2;KAT7;TRIM37;EZH2,Cd2bp2,SE,rmats,1198,GO_Biological_Process_2023
tRNA Aminoacylation For Mitochondrial Protein Translation (GO:0070127),4/7,0.04410163332467268,20.992741485203798,164.9241466725472,SARS2;DARS2;TARS2;EARS2,Cd2bp2,SE,rmats,1198,GO_Biological_Process_2023
Regulation Of DNA Metabolic Process (GO:0051052),18/124,0.04647325906249874,2.6905020786696516,20.90510550001289,ANKRD17;SLF1;ESCO1;EHMT2;ACTR5;NSMCE2;JADE1;YLPM1;SMC5;SIRT7;TERF2;CCDC88A;RUVBL2;TADA3;UIMC1;SMARCAD1;KAT7;TAF2,Cd2bp2,SE,rmats,1198,GO_Biological_Process_2023
Intracellular Membrane-Bounded Organelle (GO:0043231),403/5175,1.3632847664452162e-7,1.4903736154823473,32.16172566578791,ATF2;TFRC;EHMT2;ITSN1;EHMT1;DCAF8;SMC5;RBPJ;ALKBH6;PPP4R2;RNF111;MBNL1;DDX11;DAPK2;RFX3;MRTFA;RFX1;ARMC8;ISL1;PRKAB1;MED7;NISCH;BIN1;COPS7B;MTDH;NTHL1;LTA4H;KAT14;LHPP;HACE1;PHC1;TIPARP;FUCA1;TMEM192;SETX;MLLT10;MOV10;FIBP;TADA2A;TDP2;GTF2IRD1;HNRNPC;CDK12;PKIG;RAD18;EZH2;PHF3;CEP57;SETD5;SETD6;NCAPG2;TDRP;MED15;CLINT1;MED14;WDR37;SPHK2;SIRT7;TERF1;RBSN;TERF2;SIRT2;NCOR2;MED22;AFTPH;KIFC1;MED20;MTF2;ERGIC2;MYRF;CIPC;BCLAF1;BTAF1;NSD2;PMS2;PCGF1;PMS1;NKTR;BRD4;SLF1;TRMT10B;EGLN2;YTHDF2;ATAD5;PCGF5;SEPTIN2;MGMT;PCGF2;ATAD2;YLPM1;HIPK2;RNF146;ZYX;CRLF3;FMR1;CTNND1;UBP1;RPL10A;VIRMA;CDC14B;EIF4ENIF1;PPP1CC;STK11;HMGN5;RUVBL2;SMARCAD1;KMT5B;CLCC1;NEPRO;GTF2I;TLE1;KMT5C;RALGAPA1;USP4;USP3;IPMK;VRK1;CDC25C;GTF2F2;THOC7;THOC6;CLIP1;ILF3;MSH3;PKP4;CSNK1G2;ANKRD17;IPPK;ANKRD16;ANKRD11;GPATCH2L;BCL2L12;BAG6;SAFB2;OSBPL9;TIA1;CHTOP;ANKRD27;BRPF3;FANCL;RFXANK;FANCC;FANCE;LSM2;DAB2;LSM6;DAB1;P4HA1;CNOT2;TADA3;MDM2;PIR;NF2;OSBPL1A;MDM1;EIF4G1;CELF1;RNF14;FHL1;UFSP2;ARRB2;FOXM1;PIK3C2A;CDC73;RESF1;METTL14;SIN3A;PPP6R3;TRIM68;TLK2;TLK1;DNM1L;ILKAP;ACTR5;DNMT3A;MSL3;PTBP2;REXO4;MSL1;PTBP3;METTL22;PKM;TFDP2;SLC25A19;DNAJC5;DNAJC8;BIRC2;PPM1M;WBP2;SRF;AMBRA1;CECR2;GANAB;NFS1;HIRIP3;IGF2BP1;ASCC3;DRAM2;E2F6;SMOX;DONSON;TPRKB;EXOG;MCOLN1;PTPN13;PML;RAD52;RAD50;DOLPP1;BCOR;TRIM33;PANK2;UXT;TIAL1;HERC2;CHEK2;SPATA24;CPNE1;KAT7;CCNL2;ESCO1;NSMCE2;METTL3;CIRBP;RECQL;CSNK1D;JMJD7;SRRM1;RRAGB;AKAP9;PREB;NSMF;ANKRA2;MYCBP2;UBE2J2;OSGEP;GMCL1;DHX30;RAB11FIP1;RACGAP1;DHX33;MIER1;DPH3;PATZ1;LYAR;SEC31A;ATP6V0A1;CTSA;SRPK2;STK11IP;XRCC3;MEMO1;PTK2;STAG1;STAG2;GOLGB1;RNPS1;RPS24;RPAIN;SUV39H2;SLC35F6;TECR;OTUD7B;ZBTB8OS;MIA3;ZMYM2;UIMC1;CTSH;SPTAN1;GABPA;TOP3B;NCOA2;GRIPAP1;PBRM1;STRADA;PABPC4;STRADB;TFE3;PRMT3;GAK;SLTM;SLU7;STX16;MIS12;RAD54B;TBL1X;APBB1;EPS15;APBB3;MYEF2;NFYC;MOK;HUWE1;APTX;SEC23IP;ITCH;TFAP4;TTC3;HNRNPA2B1;CRTC2;CRTC1;GEMIN2;JADE1;PRDM2;SLC30A9;BORA;KDM2B;FBXW11;ANGEL1;ADAM10;TSC2;OCRL;CDYL;CFAP410;MAU2;FANCD2;GEMIN5;WDFY2;GEMIN8;ISCU;ARHGAP19;HTRA2;PDS5B;IRAK1;CAMTA1;TBC1D14;ZC3H14;BPTF;UBE2F;CBX5;POU2F1;PHF12;MACO1;CLK4;CLK2;CLK1;UBE2W;DLG1;HOOK2;UBE2K;FGFR2;KDM5A;KDM5C;RBM26;CHD6;YBX3;SENP6;SNAPC4;RBM7;POLE;KDM6A;SUN1;USP48;TBP;PPP2R5B;PPP2R5C;TRNAU1AP;TTI2;EPN2;CREB1;RBMS1;ITGB3BP;LAMA5;RBM47;USP15;MVK;USP16;POLDIP3;ABRAXAS1;DCTN4;BRAT1;WIZ;RMND5B;CLN3;MTA1;TNKS2;CBS;RALY;MTA3;SMNDC1;S100PBP;MUTYH;TCF7L2;KDM4C;NAA10;B3GAT3;SWT1;LIMK2;DTNBP1;USP28;CDK11B;CHFR;TICRR;NAP1L4;FMNL3;KANSL1;ERCC2;ERCC8;ACIN1;QRICH1;RGS12;TAF2;SSBP4,Cd2bp2,SE,rmats,1198,GO_Cellular_Component_2023
Nucleus (GO:0005634),353/4487,5.088528993010367e-7,1.4822396464017542,29.00654172822699,ATF2;PANK2;EHMT2;EHMT1;DCAF8;SMC5;RBPJ;ALKBH6;UXT;TIAL1;HERC2;PPP4R2;CHEK2;SPATA24;CPNE1;KAT7;CCNL2;RNF111;MBNL1;ESCO1;DDX11;DAPK2;NSMCE2;METTL3;CIRBP;RECQL;RFX3;MRTFA;CSNK1D;ARMC8;JMJD7;ISL1;PRKAB1;MED7;SRRM1;BIN1;RRAGB;PREB;NSMF;ANKRA2;MYCBP2;COPS7B;UBE2J2;OSGEP;GMCL1;MTDH;DHX30;RACGAP1;DHX33;NTHL1;MIER1;DPH3;LTA4H;PATZ1;LYAR;KAT14;LHPP;SRPK2;HACE1;PHC1;TIPARP;XRCC3;TMEM192;MEMO1;PTK2;SETX;MLLT10;MOV10;FIBP;STAG1;TADA2A;STAG2;TDP2;GTF2IRD1;RNPS1;HNRNPC;CDK12;PKIG;RAD18;RPS24;EZH2;PHF3;CEP57;RPAIN;SUV39H2;SETD5;SETD6;NCAPG2;TECR;TDRP;OTUD7B;ZBTB8OS;MED15;MED14;ZMYM2;UIMC1;GABPA;TOP3B;NCOA2;PBRM1;WDR37;SPHK2;STRADA;PABPC4;STRADB;TFE3;PRMT3;SIRT7;TERF1;TERF2;SIRT2;NCOR2;MED22;SLTM;KIFC1;MED20;MTF2;ERGIC2;SLU7;MYRF;CIPC;MIS12;RAD54B;BCLAF1;NSD2;PMS2;PCGF1;TBL1X;APBB1;APBB3;PMS1;NKTR;BRD4;SLF1;TRMT10B;EGLN2;YTHDF2;MYEF2;ATAD5;PCGF5;SEPTIN2;MGMT;PCGF2;NFYC;ATAD2;YLPM1;MOK;HUWE1;APTX;HIPK2;RNF146;TFAP4;TTC3;HNRNPA2B1;ZYX;CRLF3;CRTC2;CRTC1;GEMIN2;FMR1;CTNND1;JADE1;UBP1;PRDM2;RPL10A;VIRMA;CDC14B;EIF4ENIF1;PPP1CC;STK11;HMGN5;RUVBL2;SMARCAD1;KMT5B;NEPRO;GTF2I;SLC30A9;BORA;TLE1;KDM2B;KMT5C;FBXW11;RALGAPA1;USP4;USP3;IPMK;ANGEL1;ADAM10;TSC2;VRK1;OCRL;CDYL;CDC25C;GTF2F2;THOC7;THOC6;CLIP1;ILF3;MAU2;MSH3;FANCD2;GEMIN5;PKP4;GEMIN8;CSNK1G2;ISCU;ANKRD17;IPPK;ANKRD16;ANKRD11;HTRA2;PDS5B;GPATCH2L;BCL2L12;BAG6;IRAK1;SAFB2;CAMTA1;ZC3H14;BPTF;UBE2F;TIA1;CHTOP;CBX5;POU2F1;BRPF3;FANCL;PHF12;RFXANK;FANCC;MACO1;FANCE;CLK4;CLK2;LSM2;CLK1;UBE2W;DLG1;LSM6;CNOT2;TADA3;MDM2;PIR;NF2;UBE2K;FGFR2;MDM1;EIF4G1;KDM5A;KDM5C;RBM26;CELF1;RNF14;FHL1;CHD6;UFSP2;ARRB2;FOXM1;YBX3;CDC73;RESF1;SENP6;METTL14;SIN3A;PPP6R3;SNAPC4;TRIM68;TLK2;TLK1;RBM7;POLE;ILKAP;KDM6A;USP48;TBP;ACTR5;DNMT3A;PPP2R5B;MSL3;PPP2R5C;TRNAU1AP;TTI2;PTBP2;REXO4;MSL1;PTBP3;METTL22;CREB1;PKM;TFDP2;SLC25A19;RBMS1;DNAJC8;BIRC2;ITGB3BP;LAMA5;RBM47;USP15;USP16;PPM1M;WBP2;POLDIP3;ABRAXAS1;SRF;DCTN4;BRAT1;WIZ;AMBRA1;RMND5B;CECR2;CLN3;NFS1;MTA1;HIRIP3;TNKS2;HAUS8;CBS;IGF2BP1;RALY;ASCC3;E2F6;MTA3;SMNDC1;S100PBP;MUTYH;TCF7L2;KDM4C;NAA10;SWT1;LIMK2;DONSON;TPRKB;DTNBP1;EXOG;PTPN13;USP28;CDK11B;CHFR;PML;TICRR;NAP1L4;RAD52;RAD50;KANSL1;ERCC2;ERCC8;ACIN1;QRICH1;RGS12;BCOR;TRIM33;TAF2;SSBP4,Cd2bp2,SE,rmats,1198,GO_Cellular_Component_2023
Mitotic Spindle (GO:0072686),25/143,1.3140033400722034e-4,3.3746586327972605,45.92941022396975,EPB41;CDC14B;RACGAP1;HAUS8;TBL1X;KAT14;CLASP1;CLASP2;IQCB1;LIMK2;HAUS6;EML1;EML2;SIRT2;EML4;ATAT1;WRAP73;TADA2A;ZZZ3;TFDP2;KIFC1;TADA3;PKP4;LSM14A;MAD1L1,Cd2bp2,SE,rmats,1198,GO_Cellular_Component_2023
Cytoplasmic Stress Granule (GO:0010494),16/76,7.122421490420351e-4,4.228313592780598,49.184755840167185,MBNL1;TIA1;YTHDF2;RBPMS;YTHDF3;CELF1;FMR1;PABPC4;CIRBP;ZFAND1;HIPK2;PUM2;TIAL1;IGF2BP1;LSM14A;EIF4G1,Cd2bp2,SE,rmats,1198,GO_Cellular_Component_2023
trans-Golgi Network (GO:0005802),30/241,0.00760718432327162,2.2630737518665196,20.459692528155763,USP6NL;PI4K2B;STX16;GCC2;PCSK7;PIK3C2A;ATP2C1;CLN3;GOLGA4;SMPD4;ARFIP2;ARFIP1;SNX9;ATP9B;PLEKHJ1;CLASP2;ATP8B2;COG2;OCRL;FAM91A1;PHETA1;AP4B1;TJAP1;PREPL;HOOK2;SLC9A8;RAB13;RELCH;LGR5;PHAF1,Cd2bp2,SE,rmats,1198,GO_Cellular_Component_2023
Spindle (GO:0005819),27/210,0.007954010947743187,2.345914238915877,20.676326512732047,EPB41;CDC14B;RACGAP1;CSPP1;TBL1X;KAT14;CLASP1;CLASP2;IQCB1;LIMK2;SPICE1;CSNK1D;EML1;EML2;SIRT2;EML4;ATAT1;WRAP73;TADA2A;ZZZ3;TFDP2;KIFC1;TADA3;ERCC2;PKP4;LSM14A;MAD1L1,Cd2bp2,SE,rmats,1198,GO_Cellular_Component_2023
Golgi Stack (GO:0005795),8/31,0.01604947092735216,5.4889294848374135,43.374371208019284,CLN3;STX16;GOLGB1;RAB34;COG2;OCRL;VRK1;ZFYVE1,Cd2bp2,SE,rmats,1198,GO_Cellular_Component_2023
Intracellular Non-Membrane-Bounded Organelle (GO:0043232),100/1195,0.01604947092735216,1.4727482928695594,11.522898954337492,TMEM179B;GEMIN2;FMR1;HJURP;RBPJ;ZFYVE1;CDC14B;UXT;PPP1CC;ENDOV;CSPP1;ARFIP2;KAT7;NEPRO;SLC30A9;ESCO1;DDX11;SPICE1;RECQL;CSNK1D;VRK1;CDYL;SELENOO;ILF3;PREPL;SHQ1;BIN1;FANCD2;AKAP9;PKP4;WDFY3;MAD1L1;IPPK;MACF1;TSG101;RAB5C;EPB41;ZCCHC9;HTRA2;PDS5B;SYCE2;DHX33;RACGAP1;IRAK1;CALD1;EPB41L3;CAMTA1;UTP20;LYAR;ZC3H14;PLK4;SRPK2;CBX5;ATP8B2;FANCE;PTK2;FANCG;ABTB1;STAG1;LSM6;STAG2;ZZZ3;MDM2;NF2;EIF4G3;FAF2;FOXM1;TENT4B;EPB41L4A;SH3PXD2B;TRIM68;LRRFIP1;RBM7;SPG11;PPP1R12A;SIRT7;TERF1;ZFX;DDX50;SIRT2;REXO4;METTL22;TUT1;LDAH;ERGIC2;ROCK2;CIPC;ASAP1;AMBRA1;HIRIP3;E2F8;NAA10;IDH3G;KRR1;MTX2;APTX;PML;TTC3;ERCC2;RGS12,Cd2bp2,SE,rmats,1198,GO_Cellular_Component_2023
P-body (GO:0000932),13/83,0.044956392894691374,2.9356962025316458,19.5995264717421,YTHDF2;GARRE1;YTHDF3;EDC3;LSM2;PAN2;EIF4ENIF1;MOV10;LSM6;CNOT2;IGF2BP1;EIF4E2;LSM14A,Cd2bp2,SE,rmats,1198,GO_Cellular_Component_2023
RNA Binding (GO:0003723),43/1411,5.511147531806854e-7,3.1614818010417665,63.318454322740934,EIF4A2;TOP2A;UTP25;YTHDC1;CELF1;FASTKD3;FMR1;SRRT;NUDT1;PSIP1;BAZ2A;TIAL1;RAD51AP1;MRPL4;DHX30;RNASEH1;ALKBH1;PCBP2;SAFB2;UBAP2L;AGFG1;SEC63;RBM6;PTCD3;RBFOX2;CPSF6;DDX11;PRPF40B;RSRC2;PPRC1;APTX;SCAF4;PRRC2A;SON;CCDC9;CNOT1;UNC50;GEMIN5;ACIN1;RPL22L1;HNRNPC;TARDBP;R3HDM2,Qk,A3SS,rmats,226,GO_Molecular_Function_2023
DNA Binding (GO:0003677),25/846,0.0015905051633269317,2.871301228328516,32.63902146390334,TOP2A;DNMT1;TSG101;MYRF;MPG;FMR1;SRRT;HIF1A;MACROH2A1;RAD51AP1;CUX1;PCBP2;SAFB2;PMS2;RBM6;ESRRA;JMJD4;CENPX;DDX11;NR1H2;ATRX;APTX;TIMELESS;TCF4;TARDBP,Qk,A3SS,rmats,226,GO_Molecular_Function_2023
Ribosome Binding (GO:0043022),6/85,0.03713196331608092,6.799194476409666,53.11147212583029,PTCD3;USP16;NCLN;CPSF6;FMR1;GEMIN5,Qk,A3SS,rmats,226,GO_Molecular_Function_2023
mRNA 3'-UTR Binding (GO:0003730),6/93,0.04504195729284888,6.171473354231975,45.24083446903312,TIAL1;CELF1;FMR1;GEMIN5;HNRNPC;TARDBP,Qk,A3SS,rmats,226,GO_Molecular_Function_2023
DNA Repair (GO:0006281),15/291,0.0016010311196476218,5.022151246651556,68.43700358467149,CENPX;FANCM;MPG;FMR1;ATRX;NUDT1;APEX2;FANCE;APTX;MACROH2A1;RAD51AP1;ALKBH1;TIMELESS;PMS2;RAD9A,Qk,A3SS,rmats,226,GO_Biological_Process_2023
Regulation Of Cell Cycle (GO:0051726),13/298,0.016554195466428032,4.173577135326579,42.61706227385722,CTBP1;TSC1;FOXM1;ANAPC10;ING4;MORF4L1;SON;MRGBP;ANAPC5;E4F1;TARDBP;NFRKB;DLGAP5,Qk,A3SS,rmats,226,GO_Biological_Process_2023
Positive Regulation Of Double-Strand Break Repair (GO:2000781),7/84,0.016554195466428032,8.176421751764218,81.58365206954535,RAD51AP1;MORF4L1;MRGBP;DDX11;TIMELESS;FOXM1;HDGFL2,Qk,A3SS,rmats,226,GO_Biological_Process_2023
Positive Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:1905168),5/36,0.016554195466428032,14.40884542402569,142.7159182925451,RAD51AP1;MORF4L1;MRGBP;TIMELESS;HDGFL2,Qk,A3SS,rmats,226,GO_Biological_Process_2023
Regulation Of Nuclear Cell Cycle DNA Replication (GO:0033262),3/8,0.02027859530620599,53.19013452914798,504.1719253221553,ATRX;WIZ;CDC7,Qk,A3SS,rmats,226,GO_Biological_Process_2023
DNA Metabolic Process (GO:0006259),12/288,0.022650539038645907,3.9613978057700123,35.99441475623744,TOP2A;RAD51AP1;ALKBH1;FMR1;ORC3;ATRX;NUDT1;REV1;TIMELESS;NFRKB;MACROH2A1;RAD9A,Qk,A3SS,rmats,226,GO_Biological_Process_2023
DNA-templated DNA Replication Maintenance Of Fidelity (GO:0045005),5/43,0.022650539038645907,11.750416765896642,106.12487194838809,CENPX;FANCM;DDX11;ATRX;TIMELESS,Qk,A3SS,rmats,226,GO_Biological_Process_2023
Chromatin Organization (GO:0006325),11/268,0.03710531171466001,3.8853859379241698,32.25621118878389,ING4;DDX11;ATRX;PSIP1;BAZ2A;BRD9;HNRNPC;NFRKB;HDGFL2;MACROH2A1;GATAD2A,Qk,A3SS,rmats,226,GO_Biological_Process_2023
Positive Regulation Of DNA Recombination (GO:0045911),5/51,0.03710531171466001,9.702931339759985,79.68771122797502,RAD51AP1;MORF4L1;MRGBP;TIMELESS;HDGFL2,Qk,A3SS,rmats,226,GO_Biological_Process_2023
Chromatin Remodeling (GO:0006338),10/228,0.03710531171466001,4.153075093442066,33.977687092608384,SETDB1;ATRX;PSIP1;BAZ2A;BRD9;HNRNPC;NFRKB;HDGFL2;MACROH2A1;GATAD2A,Qk,A3SS,rmats,226,GO_Biological_Process_2023
Nucleus (GO:0005634),90/4487,2.292962786923776e-7,2.314295174517385,45.61050075750667,PANK4;TOP2A;PRDM4;TCF25;CELF1;FMR1;NUDT1;PSIP1;GABPB1;FOXM1;TIAL1;ING4;EDC4;ALKBH1;SUFU;FAM53A;UBAP2L;NFRKB;RNF111;DLGAP5;GTF2I;RBM6;JMJD4;RBFOX2;DDX11;NCOA3;AKTIP;IPMK;ATRX;HNF1B;TSC1;PPRC1;CDC25C;FOXP4;ISL1;ELF2;DMTF1;TIMELESS;GEMIN5;ANAPC5;BIRC6;SLC25A10;HDGFL2;DNMT1;USP16;MYRF;CTBP1;YTHDC1;KMT2B;WIZ;LENG8;BAZ2A;RNPC3;HIF1A;MACROH2A1;RXRB;NT5C;RAD51AP1;DHX30;MAPK9;CUX1;HAUS8;PCBP2;STK38;SAFB2;PMS2;APBB2;BRD9;ESRRA;CPSF6;SETDB1;NR1H2;SGTA;APEX2;CDC7;FANCE;APTX;SCAF4;AZIN1;GATAD2A;CLK2;TPX2;UBE2W;RSRP1;ACIN1;TCF4;HNRNPC;TARDBP;CUTC;RAD9A,Qk,A3SS,rmats,226,GO_Cellular_Component_2023
Intracellular Membrane-Bounded Organelle (GO:0043231),99/5175,2.292962786923776e-7,2.2571899257273693,44.065668406396625,PANK4;PRDM4;FMR1;ECI2;NUDT1;GABPB1;TIAL1;EDC4;ALKBH1;FAM53A;UBAP2L;NFRKB;RNF111;AGFG1;GTF2I;JMJD4;RBFOX2;IST1;DDX11;IPMK;HNF1B;TSC1;CDC25C;FOXP4;ISL1;DMTF1;TIMELESS;GEMIN5;ANAPC5;HDGFL2;LLGL2;DNMT1;CTBP1;YTHDC1;KMT2B;BAZ2A;RNPC3;HIF1A;MACROH2A1;RAD51AP1;DHX30;PCBP2;STK38;SAFB2;ESRRA;CPSF6;SETDB1;CDC7;FANCE;AZIN1;CLK2;IFT20;TPX2;UBE2W;RSRP1;TCF4;HNRNPC;CUTC;RAD9A;TOP2A;RNF13;TCF25;CELF1;PSIP1;FOXM1;CLINT1;RABEPK;ING4;SUFU;DLGAP5;RBM6;DBNL;NCOA3;AKTIP;ATRX;PPRC1;TRAF7;ELF2;BIRC6;SLC25A10;USP16;MYRF;WIZ;LENG8;RXRB;NT5C;MAPK9;CUX1;PMS2;APBB2;BRD9;NR1H2;SGTA;APEX2;APTX;SCAF4;GATAD2A;ACIN1;TARDBP,Qk,A3SS,rmats,226,GO_Cellular_Component_2023
Nucleus (GO:0005634),56/4487,3.15666620591196e-5,2.533554912701832,38.023085144067714,TRRAP;FBH1;ZMYND8;PDCD6;BRCA2;RESF1;MED12;ING4;FBL;EXO1;XPO6;UBAP2L;MAP3K7;HMGN3;UPF1;ESCO1;PABPC4;VRK1;JMJD6;GNL3;DXO;BIRC6;ZMYND11;SRSF7;RABL6;GTF2A2;ANKRD16;TEX264;HTRA2;PDS5B;MAPK7;BRD4;HNRNPA3;UBE2I;TAF13;USP9X;RFXANK;RRP1B;LSM5;SCAF4;USF1;TICRR;FIBP;TPX2;LSM7;CENPF;CDAN1;PRC1;SRRD;TTC3;MDM2;RLIM;CDK10;TARDBP;TRMT61A;EZH2,Qk,A5SS,rmats,133,GO_Cellular_Component_2023
Intracellular Membrane-Bounded Organelle (GO:0043231),60/5175,6.162140130890328e-5,2.370465592736914,32.34676911050203,TRRAP;FBH1;ZMYND8;PDCD6;BRCA2;RABEPK;RESF1;MED12;ING4;FBL;TBK1;EXO1;XPO6;UBAP2L;MAP3K7;HMGN3;UPF1;ESCO1;PABPC4;VRK1;JMJD6;GNL3;AFTPH;DXO;BIRC6;ZMYND11;SRSF7;RABL6;GTF2A2;ANKRD16;TEX264;UBA5;HTRA2;PDS5B;MAPK7;BRD4;HNRNPA3;UBE2I;TAF13;USP9X;RFXANK;RRP1B;LSM5;SCAF4;USF1;TICRR;FIBP;TPX2;LSM7;CENPF;CDAN1;PRC1;SRRD;TTC3;MDM2;RLIM;CDK10;TARDBP;TRMT61A;EZH2,Qk,A5SS,rmats,133,GO_Cellular_Component_2023
U6 snRNP (GO:0005688),2/7,0.024856948907221676,60.64732824427481,425.20669500729895,LSM7;LSM5,Qk,A5SS,rmats,133,GO_Cellular_Component_2023
Intracellular Non-Membrane-Bounded Organelle (GO:0043232),18/1195,0.024856948907221676,2.4854641498282293,17.28072255782956,ESCO1;TAF13;ZMYND8;HTRA2;VRK1;PDS5B;RRP1B;JMJD6;GNL3;FBL;TPX2;CENPF;TCOF1;PRC1;XPO6;TTC3;MDM2;TARDBP,Qk,A5SS,rmats,133,GO_Cellular_Component_2023
poly(A) Binding (GO:0008143),3/25,0.009977702872457186,40.51831750339213,377.74656640120895,HNRNPDL;RBPMS;ZC3H14,Qk,MXE,rmats,70,GO_Molecular_Function_2023
Poly-Purine Tract Binding (GO:0070717),3/31,0.009977702872457186,31.826226012793178,275.86480670614424,HNRNPDL;RBPMS;ZC3H14,Qk,MXE,rmats,70,GO_Molecular_Function_2023
Protein Phosphatase Activator Activity (GO:0072542),2/15,0.046033949144238445,45.06108597285068,301.902259841425,PPP4R3A;PPP4R3B,Qk,MXE,rmats,70,GO_Molecular_Function_2023
Phosphatase Activator Activity (GO:0019211),2/17,0.046033949144238445,39.049019607843135,251.69717074439234,PPP4R3A;PPP4R3B,Qk,MXE,rmats,70,GO_Molecular_Function_2023
Protein Phosphatase 4 Complex (GO:0030289),2/5,0.013672269065022181,195.36274509803923,1763.848974466872,PPP4R3A;PPP4R3B,Qk,MXE,rmats,70,GO_Cellular_Component_2023
tRNA Modification (GO:0006400),7/67,0.007050179207025862,11.010207336523125,129.48758009472343,QTRT1;CTU2;AARS2;TRMT1;FTSJ1;DUS3L;TRMT61A,Qk,RI,rmats,216,GO_Biological_Process_2023
Regulation Of Mitochondrion Organization (GO:0010821),6/50,0.007050179207025862,12.818181818181818,141.6919350743239,GSK3A;SLC30A9;HAX1;SIRT7;SREBF2;HDAC6,Qk,RI,rmats,216,GO_Biological_Process_2023
RNA Modification (GO:0009451),6/51,0.007050179207025862,12.532698412698412,137.0801304067163,QTRT1;AARS2;NAT10;TRMT1;FTSJ1;JMJD6,Qk,RI,rmats,216,GO_Biological_Process_2023
Chromatin Organization (GO:0006325),12/268,0.007747684971988406,4.487132352941177,45.811129945494066,INO80E;PHC1;BRPF1;HDAC3;HIRIP3;PWWP3A;BRD9;SUDS3;LRWD1;HMGN2;ARID1A;HMGN3,Qk,RI,rmats,216,GO_Biological_Process_2023
Chromatin Remodeling (GO:0006338),11/228,0.007747684971988406,4.838417444082275,49.03492390148465,INO80E;PHC1;BRPF1;SETDB1;PARP2;UBR5;BRD9;SIRT7;SUDS3;ARID1A;HDAC6,Qk,RI,rmats,216,GO_Biological_Process_2023
Regulation Of Autophagy Of Mitochondrion (GO:1903146),4/19,0.007747684971988406,24.866666666666667,248.80190074228466,GSK3A;HAX1;HDAC6;SREBF2,Qk,RI,rmats,216,GO_Biological_Process_2023
protein-DNA Complex Organization (GO:0071824),6/60,0.007747684971988406,10.43915343915344,104.3514441859238,HDAC3;HIRIP3;PWWP3A;LRWD1;HMGN2;HMGN3,Qk,RI,rmats,216,GO_Biological_Process_2023
Positive Regulation Of Protein Localization To Nucleus (GO:1900182),6/72,0.016774347198045568,8.535930735930735,76.52948819390727,CCT3;CCT2;HDAC3;TCP1;UBR5;LARP7,Qk,RI,rmats,216,GO_Biological_Process_2023
Regulation Of Protein Localization To Cajal Body (GO:1904869),3/10,0.016774347198045568,39.79275653923541,352.8434866359859,CCT3;TCP1;LARP7,Qk,RI,rmats,216,GO_Biological_Process_2023
Positive Regulation Of Protein Localization To Cajal Body (GO:1904871),3/10,0.016774347198045568,39.79275653923541,352.8434866359859,CCT3;TCP1;LARP7,Qk,RI,rmats,216,GO_Biological_Process_2023
Regulation Of Telomere Maintenance Via Telomerase (GO:0032210),5/51,0.020852964636007967,10.16793735833505,85.6341760419401,CCT3;CCT2;TCP1;NAT10;MAP2K7,Qk,RI,rmats,216,GO_Biological_Process_2023
Primary Neural Tube Formation (GO:0014020),4/28,0.020852964636007967,15.534591194968554,130.75798386994316,SEMA4C;TSC2;PLXNB2;SCRIB,Qk,RI,rmats,216,GO_Biological_Process_2023
Intracellular Protein Transport (GO:0006886),12/325,0.020852964636007967,3.659274572448788,30.690403099199553,CTSA;NSF;CAMSAP3;ARFRP1;RANBP3;ASPSCR1;TSC2;FAM53A;TMED1;TIMM21;ARHGEF2;HDAC6,Qk,RI,rmats,216,GO_Biological_Process_2023
Tube Closure (GO:0060606),4/29,0.021610120984434007,14.912452830188679,123.43402214331412,SEMA4C;TSC2;PLXNB2;SCRIB,Qk,RI,rmats,216,GO_Biological_Process_2023
Neural Tube Closure (GO:0001843),4/32,0.027912606472013043,13.31266846361186,105.00762252453029,SEMA4C;TSC2;PLXNB2;SCRIB,Qk,RI,rmats,216,GO_Biological_Process_2023
Positive Regulation Of Telomere Maintenance Via Telomerase (GO:0032212),4/32,0.027912606472013043,13.31266846361186,105.00762252453029,CCT3;CCT2;TCP1;MAP2K7,Qk,RI,rmats,216,GO_Biological_Process_2023
Positive Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904358),4/35,0.0372259860727149,12.022519780888619,90.61818166320009,CCT3;CCT2;TCP1;MAP2K7,Qk,RI,rmats,216,GO_Biological_Process_2023
tRNA Methylation (GO:0030488),4/36,0.0372259860727149,11.64622641509434,86.50837732579896,DALRD3;TRMT1;FTSJ1;TRMT61A,Qk,RI,rmats,216,GO_Biological_Process_2023
