go,symbol
GO:0005201,COL10A1
GO:0005201,COL11A1
GO:0005201,COL11A2
GO:0005201,COL13A1
GO:0005201,COL14A1
GO:0005201,COL15A1
GO:0005201,COL16A1
GO:0005201,COL18A1
GO:0005201,COL19A1
GO:0005201,COL1A1
GO:0005201,COL1A2
GO:0005201,COL20A1
GO:0005201,COL21A1
GO:0005201,COL22A1
GO:0005201,COL23A1
GO:0005201,COL24A1
GO:0005201,COL25A1
GO:0005201,COL26A1
GO:0005201,COL27A1
GO:0005201,COL28A1
GO:0005201,COL2A1
GO:0005201,COL3A1
GO:0005201,COL4A1
GO:0005201,COL4A2
GO:0005201,COL4A3
GO:0005201,COL4A4
GO:0005201,COL4A5
GO:0005201,COL4A6
GO:0005201,COL5A1
GO:0005201,COL5A2
GO:0005201,COL5A3
GO:0005201,COL6A1
GO:0005201,COL6A2
GO:0005201,COL6A3
GO:0005201,COL7A1
GO:0005201,COL8A1
GO:0005201,COL8A2
GO:0005201,COMP
GO:0005201,EMILIN1
GO:0005201,EMILIN2
GO:0005201,FN1
GO:0005201,LAMA1
GO:0005201,LAMA2
GO:0005201,LAMA4
GO:0005201,LAMA5
GO:0005201,LAMB1
GO:0005201,LAMB2
GO:0005201,LAMB3
GO:0005201,LAMC1
GO:0005201,LAMC2
GO:0005201,LAMC3
GO:0005201,MATN1
GO:0005201,MATN2
GO:0005201,MATN3
GO:0005201,MATN4
GO:0005201,MMRN1
GO:0005201,MMRN2
GO:0005201,NID1
GO:0005201,SERPINE1
GO:0005201,THBS1
GO:0005201,THBS2
GO:0005201,THBS3
GO:0005201,THBS4
GO:0005201,TNC
GO:0005201,TNN
GO:0005201,TNR
GO:0005201,TNXB
GO:0005201,VTN
GO:0005219,RYR1
GO:0005219,RYR2
GO:0005219,RYR3
GO:0005222,HCN1
GO:0005222,HCN2
GO:0005222,HCN4
GO:0005230,GABRA1
GO:0005230,GABRA3
GO:0005230,GABRA4
GO:0005230,GABRA5
GO:0005230,GABRB1
GO:0005230,GABRB2
GO:0005230,GABRB3
GO:0005230,GABRD
GO:0005230,GABRG2
GO:0005230,GABRG3
GO:0005234,GRIN1
GO:0005234,GRIN2A
GO:0005234,GRIN2B
GO:0005234,GRIN2C
GO:0005234,GRIN2D
GO:0005242,HCN1
GO:0005242,HCN2
GO:0005242,HCN3
GO:0005242,HCN4
GO:0005242,KCNE1
GO:0005242,KCNE2
GO:0005242,KCNH2
GO:0005242,KCNJ2
GO:0005245,CACNA1C
GO:0005245,CACNA1S
GO:0005245,CACNB1
GO:0005245,CACNB2
GO:0005245,CACNB3
GO:0005245,CACNB4
GO:0005245,CACNG1
GO:0005245,PKD1
GO:0005245,PKD2
GO:0005245,RYR1
GO:0005245,RYR2
GO:0005245,RYR3
GO:0005246,PLN
GO:0005248,HCN1
GO:0005248,HCN2
GO:0005248,HCN3
GO:0005248,HCN4
GO:0005248,NALCN
GO:0005248,NALF1
GO:0005248,SCN10A
GO:0005248,SCN11A
GO:0005248,SCN1A
GO:0005248,SCN1B
GO:0005248,SCN2A
GO:0005248,SCN2B
GO:0005248,SCN3A
GO:0005248,SCN3B
GO:0005248,SCN4A
GO:0005248,SCN4B
GO:0005248,SCN5A
GO:0005248,SCN8A
GO:0005248,SCN9A
GO:0005248,UNC79
GO:0005248,UNC80
GO:0005249,CALM1
GO:0005249,CALM2
GO:0005249,CALM3
GO:0005249,KCNQ1
GO:0005250 potassium channel activity),KCND2
GO:0005250 potassium channel activity),KCND3
GO:0005250 potassium channel activity),KCNIP1
GO:0005250 potassium channel activity),KCNIP2
GO:0005251,KCNE1
GO:0005251,KCNE2
GO:0005251,KCNH2
GO:0005254,GABRA1
GO:0005254,GABRA2
GO:0005254,GABRA3
GO:0005254,GABRA4
GO:0005254,GABRA5
GO:0005254,GABRA6
GO:0005254,GABRB1
GO:0005254,GABRB2
GO:0005254,GABRB3
GO:0005254,GABRD
GO:0005254,GABRG2
GO:0005254,GABRG3
GO:0005254,GABRQ
GO:0005261,SCN1B
GO:0005261,SCN2B
GO:0005261,SCN3B
GO:0005261,SCN4B
GO:0005261,SCN7A
GO:0005262,TRPC1
GO:0005262,TRPC4
GO:0005262,TRPC5
GO:0005267,ABCC8
GO:0005267,KCNJ11
GO:0005287,SLC3A1
GO:0005287,SLC7A9
GO:0005344,HBA-A1
GO:0005344,HBA-A2
GO:0005344,HBA-X
GO:0005344,HBA1
GO:0005344,HBA2
GO:0005344,HBB
GO:0005344,HBB-B1
GO:0005344,HBB-B2
GO:0005344,HBB-BH1
GO:0005344,HBB-Y
GO:0005344,HBD
GO:0005344,HBE1
GO:0005344,HBG1
GO:0005344,HBG2
GO:0005344,HBZ
GO:0005355,SLC2A1
GO:0005385,SLC30A1
GO:0005385,SLC30A10
GO:0005385,SLC30A2
GO:0005385,SLC30A3
GO:0005385,SLC30A4
GO:0005385,SLC30A5
GO:0005385,SLC30A6
GO:0005385,SLC30A7
GO:0005385,SLC30A8
GO:0005391,ATP1A1
GO:0005391,ATP1B1
GO:0005391,FXYD1
GO:0005391,FXYD2
GO:0005391,FXYD3
GO:0005391,FXYD4
GO:0005391,FXYD5
GO:0005391,FXYD6
GO:0005391,FXYD7
GO:0005504,NCOA1
GO:0005504,NCOA2
GO:0005504,PPARG
GO:0005506,PPP4C
GO:0005506,PPP4R1
GO:0005506,PPP4R2
GO:0005506,PPP4R3A
GO:0005506,PPP4R4
GO:0005509,C1QA
GO:0005509,C1QB
GO:0005509,C1QC
GO:0005509,CACNA1C
GO:0005509,CACNA1S
GO:0005509,CACNB1
GO:0005509,CACNB2
GO:0005509,CACNB3
GO:0005509,CACNB4
GO:0005509,CACNG1
GO:0005509,CAPN1
GO:0005509,CAPN2
GO:0005509,CAPNS1
GO:0005509,CFH
GO:0005509,COL10A1
GO:0005509,COLEC10
GO:0005509,COLEC11
GO:0005509,COMP
GO:0005509,F13A1
GO:0005509,F13B
GO:0005509,FCN1
GO:0005509,FCN2
GO:0005509,FCN3
GO:0005509,GPIHBP1
GO:0005509,GRIN1
GO:0005509,GRIN2A
GO:0005509,GRIN2B
GO:0005509,GRIN2C
GO:0005509,GRIN2D
GO:0005509,KCND2
GO:0005509,KCND3
GO:0005509,KCNIP1
GO:0005509,KCNIP2
GO:0005509,LPL
GO:0005509,MATN1
GO:0005509,MATN2
GO:0005509,MATN3
GO:0005509,MATN4
GO:0005509,MBL2
GO:0005509,MCU
GO:0005509,MCUB
GO:0005509,MICU1
GO:0005509,MICU2
GO:0005509,MICU3
GO:0005509,NID1
GO:0005509,RYR1
GO:0005509,RYR2
GO:0005509,RYR3
GO:0005509,SLC30A10
GO:0005509,SMDT1
GO:0005509,THBD
GO:0005509,THBS1
GO:0005509,THBS2
GO:0005509,THBS3
GO:0005509,THBS4
GO:0005509,TNNC1
GO:0005509,TNNI3
GO:0005509,TNNT2
GO:0005516,RYR1
GO:0005516,RYR2
GO:0005516,RYR3
GO:0005518,COL14A1
GO:0005518,COMP
GO:0005518,NID1
GO:0005518,THBS3
GO:0005518,THBS4
GO:0005523,TNNC1
GO:0005523,TNNI3
GO:0005523,TNNT2
GO:0005524,ABCB8
GO:0005524,ABCC8
GO:0005524,ACTB
GO:0005524,ACTL6A
GO:0005524,ACTL6B
GO:0005524,ACTR2
GO:0005524,ACTR3
GO:0005524,ACTR3B
GO:0005524,ALYREF
GO:0005524,APAF1
GO:0005524,AQR
GO:0005524,ARID1A
GO:0005524,ARID1B
GO:0005524,ARID2
GO:0005524,ARPC1A
GO:0005524,ARPC1B
GO:0005524,ARPC2
GO:0005524,ARPC3
GO:0005524,ARPC4
GO:0005524,ARPC5
GO:0005524,ARPC5L
GO:0005524,ASCC1
GO:0005524,ASCC2
GO:0005524,ASCC3
GO:0005524,ATG101
GO:0005524,ATG13
GO:0005524,ATG14
GO:0005524,ATP10A
GO:0005524,ATP10B
GO:0005524,ATP10D
GO:0005524,ATP11A
GO:0005524,ATP11B
GO:0005524,ATP11C
GO:0005524,ATP1A1
GO:0005524,ATP1B1
GO:0005524,ATP4A
GO:0005524,ATP4B
GO:0005524,ATP8A1
GO:0005524,ATP8A2
GO:0005524,ATP8B1
GO:0005524,ATP8B2
GO:0005524,ATP8B3
GO:0005524,ATP8B4
GO:0005524,BAZ1B
GO:0005524,BCL7A
GO:0005524,BCL7B
GO:0005524,BCL7C
GO:0005524,BECN1
GO:0005524,BICRA
GO:0005524,BICRAL
GO:0005524,BPTF
GO:0005524,BRD7
GO:0005524,BRD8
GO:0005524,BRD9
GO:0005524,CALM1
GO:0005524,CALM2
GO:0005524,CALM3
GO:0005524,CAMLG
GO:0005524,CASC3
GO:0005524,CASP9
GO:0005524,CCDC51
GO:0005524,CCNC
GO:0005524,CCNH
GO:0005524,CCNK
GO:0005524,CDK12
GO:0005524,CDK7
GO:0005524,CDK8
GO:0005524,CHD3
GO:0005524,CHD4
GO:0005524,CLPP
GO:0005524,CLPX
GO:0005524,CSF2
GO:0005524,CSF2RA
GO:0005524,CSF2RB
GO:0005524,CYCS
GO:0005524,DAPK1
GO:0005524,DERL1
GO:0005524,DERL2
GO:0005524,DERL3
GO:0005524,DMAP1
GO:0005524,DNAAF2
GO:0005524,DNAJC15
GO:0005524,DNAJC19
GO:0005524,DPF1
GO:0005524,DPF2
GO:0005524,DPF3
GO:0005524,EIF4A3
GO:0005524,EP400
GO:0005524,EPC1
GO:0005524,EPC2
GO:0005524,ERCC2
GO:0005524,ERCC3
GO:0005524,FAF1
GO:0005524,FAF2
GO:0005524,FARSA
GO:0005524,FARSB
GO:0005524,FXYD1
GO:0005524,FXYD2
GO:0005524,FXYD3
GO:0005524,FXYD4
GO:0005524,FXYD5
GO:0005524,FXYD6
GO:0005524,FXYD7
GO:0005524,GATAD2A
GO:0005524,GATAD2B
GO:0005524,GATB
GO:0005524,GATC
GO:0005524,GCLC
GO:0005524,GCLM
GO:0005524,GET1
GO:0005524,GET3
GO:0005524,GRPEL1
GO:0005524,GRPEL2
GO:0005524,GTF2H1
GO:0005524,GTF2H2
GO:0005524,GTF2H2C
GO:0005524,GTF2H3
GO:0005524,GTF2H4
GO:0005524,GTF2H5
GO:0005524,HDAC1
GO:0005524,HDAC2
GO:0005524,HSPA9
GO:0005524,IL5
GO:0005524,IL5RA
GO:0005524,ING3
GO:0005524,ISY1
GO:0005524,ISY1-RAB43
GO:0005524,JAK1
GO:0005524,JAK2
GO:0005524,KAT5
GO:0005524,KCNJ11
GO:0005524,KIF3A
GO:0005524,KIF3B
GO:0005524,KIF3C
GO:0005524,KIFAP3
GO:0005524,MAGOH
GO:0005524,MAGOHB
GO:0005524,MAT1A
GO:0005524,MAT2A
GO:0005524,MAT2B
GO:0005524,MBD2
GO:0005524,MBD3
GO:0005524,MBTD1
GO:0005524,MCCC1
GO:0005524,MCCC2
GO:0005524,MEAF6
GO:0005524,MLH1
GO:0005524,MLH3
GO:0005524,MNAT1
GO:0005524,MORF4L1
GO:0005524,MORF4L2
GO:0005524,MRE11
GO:0005524,MRE11A
GO:0005524,MRGBP
GO:0005524,MSH2
GO:0005524,MSH3
GO:0005524,MSH6
GO:0005524,MTA1
GO:0005524,MTA2
GO:0005524,MTA3
GO:0005524,NAE1
GO:0005524,NBN
GO:0005524,NCAPD2
GO:0005524,NCAPD3
GO:0005524,NCAPG
GO:0005524,NCAPG2
GO:0005524,NCAPH
GO:0005524,NCAPH2
GO:0005524,NPLOC4
GO:0005524,NSFL1C
GO:0005524,PAM16
GO:0005524,PBRM1
GO:0005524,PHF10
GO:0005524,PIH1D1
GO:0005524,PIH1D2
GO:0005524,PIK3C3
GO:0005524,PIK3R4
GO:0005524,PLAA
GO:0005524,PMS1
GO:0005524,PMS2
GO:0005524,PPIE
GO:0005524,PRKAA1
GO:0005524,PRKAA2
GO:0005524,PRKAB1
GO:0005524,PRKAB2
GO:0005524,PRKAG1
GO:0005524,PRKAG2
GO:0005524,PRKAG3
GO:0005524,PRKDC
GO:0005524,QRSL1
GO:0005524,RAD17
GO:0005524,RAD50
GO:0005524,RB1CC1
GO:0005524,RBBP4
GO:0005524,RBBP7
GO:0005524,RBM8A
GO:0005524,RFC1
GO:0005524,RFC2
GO:0005524,RFC3
GO:0005524,RFC4
GO:0005524,RFC5
GO:0005524,ROMO1
GO:0005524,RPAP3
GO:0005524,RRM1
GO:0005524,RRM2
GO:0005524,RRM2B
GO:0005524,RUVBL1
GO:0005524,RUVBL2
GO:0005524,SAE1
GO:0005524,SMARCA1
GO:0005524,SMARCA2
GO:0005524,SMARCA4
GO:0005524,SMARCA5
GO:0005524,SMARCB1
GO:0005524,SMARCC1
GO:0005524,SMARCC2
GO:0005524,SMARCD1
GO:0005524,SMARCD2
GO:0005524,SMARCD3
GO:0005524,SMARCE1
GO:0005524,SMC2
GO:0005524,SMC4
GO:0005524,SPAG1
GO:0005524,SS18
GO:0005524,SUCLA2
GO:0005524,SUCLG1
GO:0005524,TGFBR1
GO:0005524,TGFBR2
GO:0005524,TIMM17A
GO:0005524,TIMM17B
GO:0005524,TIMM21
GO:0005524,TIMM23
GO:0005524,TIMM44
GO:0005524,TIMM50
GO:0005524,TMEM30A
GO:0005524,TMEM30B
GO:0005524,TRIP4
GO:0005524,TRRAP
GO:0005524,TYK2
GO:0005524,UBA2
GO:0005524,UBA3
GO:0005524,UBXN1
GO:0005524,UBXN7
GO:0005524,UFD1
GO:0005524,ULK1
GO:0005524,UVRAG
GO:0005524,VCP
GO:0005524,VPS4A
GO:0005524,VPS4B
GO:0005524,VPS72
GO:0005524,XAB2
GO:0005524,XRCC5
GO:0005524,XRCC6
GO:0005524,YEATS4
GO:0005524,ZNF830
GO:0005525,AURKAIP1
GO:0005525,CHCHD1
GO:0005525,DAP3
GO:0005525,EIF2S1
GO:0005525,EIF2S2
GO:0005525,EIF2S3
GO:0005525,MRPS10
GO:0005525,MRPS11
GO:0005525,MRPS12
GO:0005525,MRPS14
GO:0005525,MRPS15
GO:0005525,MRPS16
GO:0005525,MRPS17
GO:0005525,MRPS18B
GO:0005525,MRPS18C
GO:0005525,MRPS2
GO:0005525,MRPS21
GO:0005525,MRPS22
GO:0005525,MRPS23
GO:0005525,MRPS24
GO:0005525,MRPS25
GO:0005525,MRPS26
GO:0005525,MRPS27
GO:0005525,MRPS28
GO:0005525,MRPS31
GO:0005525,MRPS33
GO:0005525,MRPS34
GO:0005525,MRPS35
GO:0005525,MRPS5
GO:0005525,MRPS6
GO:0005525,MRPS7
GO:0005525,MRPS9
GO:0005525,PTCD3
GO:0005525,SUCLG1
GO:0005525,SUCLG2
GO:0005536,PDZK1IP1
GO:0005536,SLC2A1
GO:0005536,SLC5A2
GO:0005544,AHNAK
GO:0005544,ANXA2
GO:0005544,S100A10
GO:0005546,ACTB
GO:0005546,ACTL6A
GO:0005546,ACTL6B
GO:0005546,ARID1A
GO:0005546,ARID1B
GO:0005546,ARID2
GO:0005546,BCL7A
GO:0005546,BCL7B
GO:0005546,BCL7C
GO:0005546,BRD7
GO:0005546,DPF1
GO:0005546,DPF2
GO:0005546,DPF3
GO:0005546,EXOC1
GO:0005546,EXOC2
GO:0005546,EXOC3
GO:0005546,EXOC4
GO:0005546,EXOC5
GO:0005546,EXOC6
GO:0005546,EXOC6B
GO:0005546,EXOC7
GO:0005546,EXOC8
GO:0005546,PBRM1
GO:0005546,PHF10
GO:0005546,SMARCA2
GO:0005546,SMARCA4
GO:0005546,SMARCB1
GO:0005546,SMARCC1
GO:0005546,SMARCC2
GO:0005546,SMARCD1
GO:0005546,SMARCD2
GO:0005546,SMARCD3
GO:0005546,SMARCE1
GO:0005547,PTEN
GO:0005576,C1QA
GO:0005576,C1QB
GO:0005576,C1QC
GO:0005576,EBI3
GO:0005576,IL10
GO:0005576,IL26
GO:0005576,IL27
GO:0005576,TNFRSF11B
GO:0005577,FGA
GO:0005577,FGB
GO:0005577,FGG
GO:0005577,FN1
GO:0005579,C6
GO:0005579,C7
GO:0005579,C8A
GO:0005579,C8B
GO:0005579,C8G
GO:0005579,C9
GO:0005582,COL15A1
GO:0005584,COL1A1
GO:0005584,COL1A2
GO:0005585,COL2A1
GO:0005586,COL3A1
GO:0005587,COL4A1
GO:0005587,COL4A2
GO:0005587,COL4A3
GO:0005587,COL4A4
GO:0005587,COL4A5
GO:0005587,COL4A6
GO:0005588,COL5A1
GO:0005588,COL5A2
GO:0005588,COL5A3
GO:0005589,COL6A1
GO:0005589,COL6A2
GO:0005589,COL6A3
GO:0005590,COL7A1
GO:0005591,COL8A1
GO:0005591,COL8A2
GO:0005592,COL11A1
GO:0005592,COL11A2
GO:0005592,COL2A1
GO:0005592,COL5A1
GO:0005592,COL5A2
GO:0005594,COL9A1
GO:0005594,COL9A2
GO:0005594,COL9A3
GO:0005595,COL12A1
GO:0005596,COL14A1
GO:0005597,COL16A1
GO:0005599,COL10A1
GO:0005600,COL13A1
GO:0005604,NID1
GO:0005604,TNC
GO:0005606,LAMA1
GO:0005606,LAMB1
GO:0005606,LAMC1
GO:0005607,LAMA2
GO:0005607,LAMB1
GO:0005607,LAMC1
GO:0005608,LAMA1
GO:0005608,LAMB2
GO:0005608,LAMC1
GO:0005609,LAMA2
GO:0005609,LAMB2
GO:0005609,LAMC1
GO:0005610,LAMB3
GO:0005610,LAMC2
GO:0005611,LAMB1
GO:0005611,LAMC1
GO:0005612,LAMB2
GO:0005612,LAMC1
GO:0005615,CD4
GO:0005615,CFH
GO:0005615,COLEC10
GO:0005615,COLEC11
GO:0005615,F13A1
GO:0005615,F13B
GO:0005615,FCN1
GO:0005615,FCN2
GO:0005615,FCN3
GO:0005615,FN1
GO:0005615,IL17A
GO:0005615,IL17B
GO:0005615,IL17C
GO:0005615,IL17F
GO:0005615,IL1R1
GO:0005615,IL1RL2
GO:0005615,IL1RN
GO:0005615,IL22
GO:0005615,IL22RA2
GO:0005615,IL25
GO:0005615,IL37
GO:0005615,IL5
GO:0005615,MBL2
GO:0005615,RELN
GO:0005615,TNFRSF6B
GO:0005615,TNFSF14
GO:0005615,VEGFB
GO:0005615,VEGFC
GO:0005634,A1CF
GO:0005634,ABRAXAS1
GO:0005634,ACIN1
GO:0005634,AEBP2
GO:0005634,AFG2A
GO:0005634,AFG2B
GO:0005634,AIRIM
GO:0005634,APLF
GO:0005634,APOBEC1
GO:0005634,APTX
GO:0005634,ARID4A
GO:0005634,ARID4B
GO:0005634,ARNT
GO:0005634,ASCC1
GO:0005634,ASCC2
GO:0005634,ASCC3
GO:0005634,ATF1
GO:0005634,ATF2
GO:0005634,ATF3
GO:0005634,ATF4
GO:0005634,ATF5
GO:0005634,ATF6
GO:0005634,ATF6B
GO:0005634,ATF7
GO:0005634,ATR
GO:0005634,ATRIP
GO:0005634,BABAM1
GO:0005634,BABAM2
GO:0005634,BACH1
GO:0005634,BACH2
GO:0005634,BARD1
GO:0005634,BATF
GO:0005634,BATF2
GO:0005634,BATF3
GO:0005634,BAZ1A
GO:0005634,BAZ1B
GO:0005634,BCLAF1
GO:0005634,BDP1
GO:0005634,BIN1
GO:0005634,BLM
GO:0005634,BMAL1
GO:0005634,BMAL2
GO:0005634,BOLA2
GO:0005634,BOLA2B
GO:0005634,BPTF
GO:0005634,BRCA1
GO:0005634,BRCA2
GO:0005634,BRCC3
GO:0005634,BRD1
GO:0005634,BRF1
GO:0005634,BRF2
GO:0005634,BRIP1
GO:0005634,BRMS1
GO:0005634,BRMS1L
GO:0005634,BRPF1
GO:0005634,BRPF3
GO:0005634,BUD13
GO:0005634,BUD23
GO:0005634,C2ORF49
GO:0005634,CBLL1
GO:0005634,CBX3
GO:0005634,CBX3-PS5
GO:0005634,CCNT1
GO:0005634,CDC45
GO:0005634,CDC73
GO:0005634,CDK9
GO:0005634,CDT1
GO:0005634,CEBPA
GO:0005634,CEBPB
GO:0005634,CEBPD
GO:0005634,CEBPE
GO:0005634,CEBPG
GO:0005634,CENPC
GO:0005634,CENPC1
GO:0005634,CENPH
GO:0005634,CENPI
GO:0005634,CENPK
GO:0005634,CENPL
GO:0005634,CENPM
GO:0005634,CENPN
GO:0005634,CENPO
GO:0005634,CENPP
GO:0005634,CENPQ
GO:0005634,CENPS
GO:0005634,CENPS-CORT
GO:0005634,CENPT
GO:0005634,CENPU
GO:0005634,CENPW
GO:0005634,CENPX
GO:0005634,CINP
GO:0005634,CLNS1A
GO:0005634,CLOCK
GO:0005634,COPS2
GO:0005634,COPS3
GO:0005634,COPS4
GO:0005634,COPS5
GO:0005634,COPS6
GO:0005634,COPS7A
GO:0005634,COPS7B
GO:0005634,COPS8
GO:0005634,CPSF2
GO:0005634,CPSF3
GO:0005634,CRCP
GO:0005634,CREB1
GO:0005634,CREB3
GO:0005634,CREBZF
GO:0005634,CSTF2
GO:0005634,CTNNB1
GO:0005634,CTR9
GO:0005634,CUL4A
GO:0005634,CUL4B
GO:0005634,DBP
GO:0005634,DDB1
GO:0005634,DDB2
GO:0005634,DDIT3
GO:0005634,DDX1
GO:0005634,DDX23
GO:0005634,DDX46
GO:0005634,DFFA
GO:0005634,DFFB
GO:0005634,DIS3
GO:0005634,DNMT3A
GO:0005634,DNMT3B
GO:0005634,DNMT3L
GO:0005634,DR1
GO:0005634,DRAP1
GO:0005634,DSN1
GO:0005634,E2F1
GO:0005634,E2F4
GO:0005634,E2F5
GO:0005634,E2F6
GO:0005634,EED
GO:0005634,EFTUD2
GO:0005634,EPC1
GO:0005634,EPOP
GO:0005634,ESR1
GO:0005634,EXOSC1
GO:0005634,EXOSC10
GO:0005634,EXOSC2
GO:0005634,EXOSC3
GO:0005634,EXOSC4
GO:0005634,EXOSC5
GO:0005634,EXOSC6
GO:0005634,EXOSC7
GO:0005634,EXOSC8
GO:0005634,EXOSC9
GO:0005634,EZH1
GO:0005634,EZH2
GO:0005634,FAM98A
GO:0005634,FAM98B
GO:0005634,FOS
GO:0005634,FOSL1
GO:0005634,FOSL2
GO:0005634,FOXM1
GO:0005634,FOXO3
GO:0005634,FOXP1
GO:0005634,FOXP2
GO:0005634,FOXP4
GO:0005634,FRAT1
GO:0005634,FRAT2
GO:0005634,GINS1
GO:0005634,GINS2
GO:0005634,GINS3
GO:0005634,GINS4
GO:0005634,GLRX3
GO:0005634,GMNN
GO:0005634,GPS1
GO:0005634,GSK3B
GO:0005634,GTF2A1
GO:0005634,GTF2A2
GO:0005634,GTF2B
GO:0005634,GTF2E1
GO:0005634,GTF2E2
GO:0005634,GTF3C1
GO:0005634,GTF3C2
GO:0005634,GTF3C3
GO:0005634,GTF3C4
GO:0005634,GTF3C5
GO:0005634,GTF3C6
GO:0005634,HDAC1
GO:0005634,HDAC2
GO:0005634,HIF1A
GO:0005634,HLF
GO:0005634,HNRNPAB
GO:0005634,HTATSF1
GO:0005634,IL37
GO:0005634,ING1
GO:0005634,ING2
GO:0005634,ING3
GO:0005634,ING5
GO:0005634,INIP
GO:0005634,INTS1
GO:0005634,INTS10
GO:0005634,INTS11
GO:0005634,INTS12
GO:0005634,INTS13
GO:0005634,INTS14
GO:0005634,INTS2
GO:0005634,INTS3
GO:0005634,INTS4
GO:0005634,INTS5
GO:0005634,INTS6
GO:0005634,INTS7
GO:0005634,INTS8
GO:0005634,INTS9
GO:0005634,ITGB3BP
GO:0005634,JARID2
GO:0005634,JDP2
GO:0005634,JUN
GO:0005634,JUNB
GO:0005634,JUND
GO:0005634,KAT5
GO:0005634,KAT6A
GO:0005634,KAT6B
GO:0005634,KAT8
GO:0005634,L3MBTL1
GO:0005634,LAS1L
GO:0005634,LCOR
GO:0005634,LEF1
GO:0005634,LEO1
GO:0005634,LIG3
GO:0005634,LIG4
GO:0005634,LIN37
GO:0005634,LIN52
GO:0005634,LIN54
GO:0005634,LIN9
GO:0005634,LOC118568054
GO:0005634,LOC118568056
GO:0005634,LOC124907841
GO:0005634,LSM2
GO:0005634,LSM3
GO:0005634,LSM4
GO:0005634,LSM5
GO:0005634,LSM6
GO:0005634,LSM7
GO:0005634,LSM8
GO:0005634,MAF
GO:0005634,MAFB
GO:0005634,MAFF
GO:0005634,MAFG
GO:0005634,MAFK
GO:0005634,MAGOH
GO:0005634,MAGOHB
GO:0005634,MAML1
GO:0005634,MAU2
GO:0005634,MAX
GO:0005634,MCIDAS
GO:0005634,MCM8
GO:0005634,MCM9
GO:0005634,MDN1
GO:0005634,MEAF6
GO:0005634,MED1
GO:0005634,MED10
GO:0005634,MED11
GO:0005634,MED14
GO:0005634,MED15
GO:0005634,MED16
GO:0005634,MED17
GO:0005634,MED18
GO:0005634,MED19
GO:0005634,MED20
GO:0005634,MED21
GO:0005634,MED22
GO:0005634,MED23
GO:0005634,MED24
GO:0005634,MED25
GO:0005634,MED26
GO:0005634,MED27
GO:0005634,MED28
GO:0005634,MED29
GO:0005634,MED30
GO:0005634,MED31
GO:0005634,MED4
GO:0005634,MED6
GO:0005634,MED7
GO:0005634,MED8
GO:0005634,MED9
GO:0005634,METTL14
GO:0005634,METTL3
GO:0005634,METTL5
GO:0005634,MGA
GO:0005634,MIS12
GO:0005634,MLH1
GO:0005634,MLH3
GO:0005634,MLX
GO:0005634,MLXIP
GO:0005634,MLXIPL
GO:0005634,MNT
GO:0005634,MSL1
GO:0005634,MSL2
GO:0005634,MSL3
GO:0005634,MTF2
GO:0005634,MTREX
GO:0005634,MXD1
GO:0005634,MXD3
GO:0005634,MXD4
GO:0005634,MXI1
GO:0005634,MYB
GO:0005634,MYBL2
GO:0005634,MYC
GO:0005634,MYCL
GO:0005634,MYCN
GO:0005634,N6AMT1
GO:0005634,NABP1
GO:0005634,NABP2
GO:0005634,NCBP1
GO:0005634,NCBP2
GO:0005634,NCBP3
GO:0005634,NCOA2
GO:0005634,NELFA
GO:0005634,NELFCD
GO:0005634,NELFE
GO:0005634,NFATC2
GO:0005634,NFE2
GO:0005634,NFE2L2
GO:0005634,NFE2L3
GO:0005634,NFIL3
GO:0005634,NIPBL
GO:0005634,NOL9
GO:0005634,NOTCH1
GO:0005634,NSL1
GO:0005634,NXF1
GO:0005634,NXF2
GO:0005634,NXF2B
GO:0005634,NXF3
GO:0005634,NXT1
GO:0005634,NXT2
GO:0005634,OGT
GO:0005634,ORC1
GO:0005634,ORC2
GO:0005634,ORC3
GO:0005634,ORC4
GO:0005634,ORC5
GO:0005634,ORC6
GO:0005634,PABPN1
GO:0005634,PAF1
GO:0005634,PALB2
GO:0005634,PCNA
GO:0005634,PEG12
GO:0005634,PELP1
GO:0005634,PHF1
GO:0005634,PHF19
GO:0005634,PHF5A
GO:0005634,PMF1
GO:0005634,PMF1-BGLAP
GO:0005634,PMS1
GO:0005634,PMS2
GO:0005634,PNKP
GO:0005634,PNN
GO:0005634,POLB
GO:0005634,POLR1A
GO:0005634,POLR1B
GO:0005634,POLR1C
GO:0005634,POLR1D
GO:0005634,POLR1E
GO:0005634,POLR1F
GO:0005634,POLR1G
GO:0005634,POLR1H
GO:0005634,POLR2A
GO:0005634,POLR2B
GO:0005634,POLR2C
GO:0005634,POLR2D
GO:0005634,POLR2E
GO:0005634,POLR2F
GO:0005634,POLR2G
GO:0005634,POLR2H
GO:0005634,POLR2I
GO:0005634,POLR2J
GO:0005634,POLR2K
GO:0005634,POLR2L
GO:0005634,POLR2M
GO:0005634,POLR3A
GO:0005634,POLR3B
GO:0005634,POLR3C
GO:0005634,POLR3D
GO:0005634,POLR3E
GO:0005634,POLR3F
GO:0005634,POLR3G
GO:0005634,POLR3GL
GO:0005634,POLR3H
GO:0005634,POLR3K
GO:0005634,POP1
GO:0005634,POP4
GO:0005634,POP5
GO:0005634,POP7
GO:0005634,PRKAA2
GO:0005634,PRKAB1
GO:0005634,PRKAG1
GO:0005634,PRMT5
GO:0005634,PRPF31
GO:0005634,PRPF4
GO:0005634,PRPF6
GO:0005634,PRPF8
